古北正气板式四房 业主上海人置换诚售,1898
中环锦园 满五唯一 高区南北通两房 总价低,720
金桥湾清水苑 2室1厅 385万,385
丽泽兰馨苑 3室2厅 178万,178
沿河电梯高层景观房，南北通透户型正气，满五唯一税少,820
新二路馨良苑 一手动迁 一梯两户 产权清晰  车位充足,430
地铁电梯带车位三房，满五唯一精装修，拎包入住随时签,790
满五唯一，地铁交通，中外环交通，南北通透,760
04年品质小区，南北通透，满五唯一，配套好，诚意急售,768
盛和玲珑苑，南北通板式户型，满五唯一，看房找董超,740
急售南北两房 婚装5楼 凌兆xiaoxue  满五唯一 随时看,358
急卖+全明户型+采光很好+拎包入住+满五唯一无个税,213
闸北实验，电梯正气三房，诚心卖，有车位，很棒的房子,1050
满五年唯一，厅南北直通，低区拆光无遮挡，格局好,1250
六师+进才！明珠苑大2房总价低！,605
一室半，3楼钥匙房，诚意出售总价低,240
南北通透格局，楼层好视野宽阔，看房方便！,535
星颂家园 1室1厅 242万,242
近地铁 税少 中间楼层，采光好，原始动迁，价格空间大,368
祥东小区(松江) 4室2厅 300万,300
成熟社区，精装大三房，业主诚心出售！,425
东陆新村五街坊 2室2厅 505万,505
朗庭上郡苑南北通透2房 楼层好 满五唯一税费低,325
古镇地段 优质两房 低总价 近地铁 近教育 满五唯一,225
满五年一税少，无遮挡采光充足，南北通透，价格可谈,662
明日星城 2室2厅 865万,865
罗山花苑 2室2厅 700万,700
高行银杏苑 3室1厅 470万,470
大阳台，南北户型，有钥匙，满五唯一,425
电梯复式，满五唯一，诚意出售，接受置换,750
世博家园十一街坊 2室2厅 350万,350
电梯房 一梯两户 中间楼层 带产权车位,830
恬园风云汇 全南全明 高区采光无遮挡 诚意卖,880
威宁小区在售 五楼全明户型，看房有钥匙价到随时可签,358
连城新苑 2室2厅 500万,500
一号线外环路，精致小一房，房东诚售，钥匙房,219
保利叶上海一期 精装修全南两房 高楼层 采光景观好,378
国际丽都城，送车位，满五唯壹免个税,2400
温馨小屋，从此告别租房！省双税，地铁房，采光视野好,285
白大楼 2室1厅 370万,370
怡佳苑 2室1厅 382万,382
未名园诚意卖看中可谈，满五唯一二房精装修 地铁口,490
精装 修 送家具家电 南北 通透 全明户型 拎包入住,306
田林新苑南北两房410万满五唯一售后公房400万可卖,410
黄浦区06年小区老西门地段 稀有客厅挑高4米南北通跃层,1350
本房源为世博板块低总价电梯三房,670
中环一号高区三房两厅两卫，满五年唯一，税费少！,680
明珠苑正气三室+满五年唯一+花园位置+接受置换客户,910
正南朝向 视野宽阔 精品一房带电梯,450
联洋花园(二期) 2室2厅 1100万,1100
南北通透 楼层好 视野开阔 采光充足 配套实施齐全,450
这套房子业主有2个固定停车位。看房都比较方便，,349
带产权车位！精装2年满五唯一！电梯7楼！随时看房！,605
两房朝南，旁边万航渡路，全明结构，视野开阔,920
三林高品质商品房 华丽装修带地暖 看中可谈,1500
大华一村 2室1厅 405万,405
南北通透 楼层好 视野开阔 采光充足 配套实施齐全,450
板式南北两房 地铁6/7号线 中建商场 商品房,860
阳明新城+品质小区+带露台+精装两房+满五唯一+近地铁,530
乾溪新村 2室1厅 270万,270
急售、中间位置、满五唯一、赠送两个朝南阳台、带车位,722
满五唯一盘古天地精装修3房业主置换诚意出售临地铁,315
水岸秀苑 2室1厅 318万,318
玉兰香苑(四期) 2室2厅 450万,450
华亭新家百合苑 2室1厅 232万,232
芳芯苑 2室1厅 395万,395
有钥匙，随时可看，楼层佳，满五唯一，免征个税。,400
润和苑 满五唯一 免个税  南北通透双阳台 一楼带院子,290
保利叶上海(一期) 3室2厅 470万,470
海尚明城 2室2厅 385万,385
汪家井小区 2室1厅 280万,280
文兰小区 小户型 房东诚意出售 有钥匙 随时可以看现房,270
楼梯房一房可改小两房房东钥匙委托给我全 程看房方便,280
海洲一期的房子，精装一房电梯房，有钥匙，满五唯一,219
97年售后公房 中间楼层 采光无遮挡,360
绿地观邸 3室2厅 630万,630
古北社区07年品质2房+精装修拎包入住,975
花木新村 1室1厅 328万,328
景观一房，楼层好，户型好，面积大，交通配套方便。,230
五角场繁华 地段 小区价格超低 有钥匙看房方便,289
有钥匙 3房朝南 装修60万 中间位置  满五唯一  采光好,920
