city,companyFullName,companyId,companyLabelList,companyShortName,companySize,businessZones,firstType,secondType,education,industryField,positionId,positionAdvantage,positionName,positionLables,salary,workYear
深圳,深圳市前海未来动力科技有限公司,72518,"['年底双薪', '专项奖金', '绩效奖金', '年终分红']",未来动力科技,500-2000人,,技术,后端开发,本科,"移动互联网,数据服务",2481654,环境好，待遇优,大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
深圳,华为技术有限公司,3060,"['技能培训', '节日礼物', '股票期权', '绩效奖金']",华为技术有限公司,2000人以上,,技术,后端开发,本科,"移动互联网,企业服务",2083790,"大数据,数据分析,数据挖掘",大数据开发工程师,"['大数据', '数据库', '数据']",15k-30k,3-5年
深圳,Moody's Analytics,32919,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",穆迪,2000人以上,"['岗厦', '购物公园', '福华新村']",产品/需求/项目类,产品经理/产品设计师,本科,"企业服务,金融",2520554,"外资企业,福利待遇好,年假多",产品分析师,"['分析师', '助理', '产品']",12k-20k,3-5年
深圳,深圳市顺电连锁股份有限公司,22529,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",顺电,2000人以上,"['东门', '火车站', '留医部']",技术,运维安全,本科,"电子商务,硬件",2493886,五险一金、绩效奖、带薪年假、节假日福利,数据中心经理,"['DBA', '数据']",10k-16k,3-5年
深圳,诚迈科技有限公司（深圳）,105664,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",诚迈,2000人以上,"['科技园', '大冲', '深圳湾']",金融,风控,本科,"移动互联网,企业服务",2101217,五险一金 弹性工作制,信用风险数据分析师,"['分析师', '数据分析', '数据']",15k-25k,3-5年
深圳,深圳市彬讯科技有限公司,384,"['股票期权', '五险一金', '带薪年假', '节日礼物']",土巴兔,2000人以上,,技术,后端开发,本科,"移动互联网,O2O",2357235,"spark,pythe,hbase",数据平台开发工程师,"['平台', '数据']",10k-16k,3-5年
深圳,深圳市神盾信息技术有限公司,75157,"['专项奖金', '带薪年假', '绩效奖金', '通讯津贴']",神盾信息,50-150人,"['科技园', '科技园', '大冲']",技术,后端开发,本科,移动互联网,1797584,公司氛围及发展空间好,大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
深圳,广东粤数大数据有限公司,147331,"['年底双薪', '股票期权', '带薪年假', '定期体检']",粤数,50-150人,"['前海', '南头', '科技园']",技术,后端开发,本科,"移动互联网,数据服务",2544036,"股权激励,五险一金,发展空间大",大数据平台开发工程师,"['平台', '大数据', '数据']",10k-20k,3-5年
深圳,华通科技有限公司,36487,"['节日礼物', '免费班车', '带薪年假', '五险一金']",华通,500-2000人,"['科技园', '南山医院', '深圳湾']",技术,项目管理,大专,移动互联网,2445780,双休，五险一金 过节费 带薪年假,BA需求分析师,"['分析师', '需求分析']",10k-15k,3-5年
深圳,深圳市雁联计算系统有限公司,43545,"['节日礼物', '技能培训', '带薪年假', '绩效奖金']",雁联计算,500-2000人,"['岗厦', '福华新村', '莲花三村']",技术,后端开发,大专,金融,2215088,可转型学习大数据 福利齐全,BI工程师-数据分析开发,"['数据分析', '数据', 'BI']",10k-15k,3-5年
深圳,深圳卫盈智信科技有限公司,15265,"['年底双薪', '五险一金', '带薪年假', '弹性工作']",我来贷WeLab,150-500人,,金融,风控,本科,金融,2293240,五险一金 弹性工作制 全薪病假 福利年假,数据分析建模,"['数据分析', '数据', '建模']",15k-25k,3-5年
深圳,深圳荷包金融信息咨询有限公司,39908,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",荷包金融,150-500人,"['海上世界', '蛇口', '招商大厦']",开发/测试/运维类,数据开发,本科,金融,2566471,自由开放的团队 平等互利的文化,大数据分析工程师（互联网金融方向）,"['数据分析', '大数据', '金融', '数据']",18k-35k,3-5年
深圳,深圳市前海未来动力科技有限公司,72518,"['年底双薪', '专项奖金', '绩效奖金', '年终分红']",未来动力科技,500-2000人,,开发/测试/运维类,数据开发,本科,"移动互联网,数据服务",2560737,"2-8年终,年底双薪,双休弹性,车补+其他",大数据开发工程师（TCL研发中心）,"['大数据', '数据挖掘', '数据库', '数据']",12k-20k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['科技园', '南山医院', '大冲']",产品,产品经理,本科,"移动互联网 ,游戏",2542829,前景发展好,21089-英雄联盟社区高级数据分析师(深圳),"['分析师', '数据分析', '社区', '数据']",15k-30k,3-5年
深圳,深圳谷登科技有限公司,107224,,深圳谷登科技有限公司,2000人以上,"['购物公园', '新洲', '香蜜湖']",产品,产品经理/产品设计师,本科,"电子商务,O2O",1827160,O2O电商平台,大数据产品经理,"['产品经理', '电商', '大数据', '产品', '数据']",15k-30k,3-5年
深圳,深圳市金证科技股份有限公司,25317,"['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']",金证股份,2000人以上,"['科技园', '南山医院', '桂庙路口']",技术,后端开发,本科,金融,2557298,金融证券行业,需求分析师,"['分析师', '后端开发', '需求分析']",15k-25k,3-5年
深圳,中信银行股份有限公司信用卡中心,26536,"['互联网金融', '节日礼物', '绩效奖金', '年度旅游']",中信银行信用卡中心,2000人以上,,技术,高端技术职位,本科,"移动互联网,金融",2153584,福利好，发展空间大,IT系统分析岗（大数据方向）(002236),"['大数据', '数据', '系统']",10k-20k,3-5年
深圳,深圳市新华投资集团,72413,"['年底双薪', '专项奖金', '股票期权', '通讯津贴']",新华投资股份,150-500人,,技术,后端开发,本科,"移动互联网,社交网络",2403310,待遇好，美女多 双薪,高级大数据开发工程师,"['大数据', '数据库', '数据']",15k-30k,3-5年
深圳,深圳金蝶随手网科技有限公司,13809,"['股票期权', '带薪年假', '弹性工作时间', '年度旅游']",随手科技,150-500人,"['科技园', '深圳湾', '白石洲']",技术,数据开发,本科,"移动互联网,金融",2317354,互联网金融 精英团队 福利待遇佳,风控分析师,"['风险控制', '分析师', '数据挖掘']",15k-30k,3-5年
深圳,深圳萨摩耶互联网金融服务有限公司,73604,"['技能培训', '年度旅游', '岗位晋升', '五险一金']",萨摩耶金服,150-500人,['科技园'],技术,运维,本科,金融,2002914,公司福利好 晋升空间大 团队氛围好,大数据运维工程师,"['大数据', '运维', '数据']",15k-25k,3-5年
深圳,深圳市通拓科技有限公司,27228,"['年底双薪', '节日礼物', '技能培训', '带薪年假']",TOMTOP,500-2000人,,技术,企业软件,本科,电子商务,2120281,福利待遇、发展前景、工作环境,大数据工程师,"['大数据', '数据']",20k-40k,3-5年
深圳,TCL多媒体有限公司,6730,"['五险一金', '年底双薪', '绩效奖金', '通讯津贴']",TCL多媒体,2000人以上,,技术,数据开发,本科,"移动互联网,硬件",2513035,福利好，发展好，美女多，机会多；,数据平台工程师,"['平台', '数据挖掘', '数据']",15k-25k,3-5年
深圳,深圳市乐士网络有限公司,93409,"['年底双薪', '带薪年假', '美女多', '五险一金']",乐士网络,50-150人,,技术,后端开发,本科,"电子商务,社交网络",2345492,16薪，环境优，发展空间大,高级大数据开发工程师,"['大数据', '数据库', '数据']",15k-30k,3-5年
深圳,深圳前海华视移动互联有限公司,59978,"['年底双薪', '带薪年假', '绩效奖金', '管理规范']",华视互联,50-150人,"['上沙', '沙头', '沙嘴']",技术,后端开发,本科,"移动互联网,文化娱乐",2077020,百度A轮融资移动互联网企业 上市公司,大数据研发工程师（华视移动互联）,"['移动', '大数据', '数据']",12k-24k,3-5年
深圳,深圳市房多多网络科技有限公司,622,"['节日礼物', '带薪年假', '扁平管理', '美女多']",房多多,2000人以上,"['香蜜湖', '景田', '莲花北村']",市场与销售,数据分析,本科,"移动互联网,O2O",2377788,六险一金、培训、办公环境、期权,数据分析,"['商业', '数据分析', '数据']",5k-8k,3-5年
深圳,深圳大尚网络技术有限公司,56032,"['节日礼物', '带薪年假', '岗位晋升', '帅哥多']",大尚网络,150-500人,"['竹子林', '车公庙', '香蜜湖']",设计,用户研究,本科,移动互联网,2215986,周末双休 建筑信息化 海景办公室哦,需求分析师-建筑行业,"['分析师', '需求分析']",10k-15k,3-5年
深圳,深圳市房多多网络科技有限公司,622,"['节日礼物', '带薪年假', '扁平管理', '美女多']",房多多,2000人以上,"['科技园', '科技园', '南头']",产品,产品经理,本科,"移动互联网,O2O",1381076,做什么大数据产品，离不开你的分析和策划。,数据产品经理,"['产品经理', '产品', '数据']",15k-30k,3-5年
深圳,华润置地有限公司,81165,"['带薪年假', '绩效奖金', '岗位晋升', '管理规范']",华润置地,2000人以上,"['蔡屋围', '宝安南路沿线', '中信广场']",运营,运营,本科,其他,1991931,央企 完善的薪酬福利体系和晋升发展路径,数据分析工程师,"['数据分析', '数据']",15k-30k,3-5年
深圳,深圳威马逊信息技术有限公司,148732,"['股票期权', '带薪年假', '绩效奖金', '美女多']",学票,150-500人,,开发/测试/运维类,数据开发,本科,"移动互联网,金融",2569179,周末双休 五险一金 带薪年假 员工旅游,需求分析师,"['数据分析', '需求分析', '分析师']",10k-15k,3-5年
深圳,同策房产咨询股份有限公司,11921,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",同策咨询,2000人以上,,产品,产品经理,本科,金融,2363031,五险一金、餐补、个人发展、节日礼品,数据产品经理,"['产品经理', '产品', '数据']",15k-30k,3-5年
深圳,怡和祥云（深圳）信息技术有限公司广州分公司,137777,,怡和祥云,150-500人,"['科技园', '科技园', '南头']",技术,后端开发,本科,"企业服务,其他",2093347,云计算、大数据产品研发,大数据研发工程师,"['大数据', '数据']",15k-20k,3-5年
深圳,深圳市盖威科技有限公司,3956,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",盖威,150-500人,,市场与销售,市场/营销,本科,金融,2332943,qian景无限，双晋升通道,运营分析师（会GA）,"['分析师', '运营']",10k-18k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['科技园', '南头', '前海']",技术,后端开发,本科,"移动互联网 ,游戏",2531896,福利好，平台广，晋升空间大，技术大牛聚集,大数据开发工程师,"['大数据', '数据库', '数据']",15k-30k,3-5年
深圳,博远（澄迈）科技有限公司,108801,"['带薪年假', '定期体检', '弹性工作', '五险一金']",新浪分期,150-500人,,技术,DBA,本科,"移动互联网,金融",1985855,技术部 大数据,数据仓库开发工程师,"['数据仓库', '数据']",20k-30k,3-5年
深圳,深圳市小牛在线互联网信息咨询有限公司,49802,"['季度奖金', '年终奖金', '午餐补助', '定期体检']",小牛在线,150-500人,"['科技园', '大冲', '深圳湾']",运营,运营,本科,金融,2449201,"发展前景好,团队氛围好,职位成长性,机会多",数据BI,"['数据', 'BI']",15k-25k,3-5年
深圳,深圳市海豚村信息技术有限公司,27382,"['股票期权', '扁平管理', '美女多', '专项奖金']",海豚村,150-500人,"['科技园', '科技园', '大冲']",产品,产品经理,大专,电子商务,2107820,前景广、收入丰、环境美、还有双休+美食,电商产品经理(数据分析）,"['产品经理', '电商', '数据分析', '产品', '数据']",17k-30k,3-5年
深圳,深圳市潘多拉虚拟与现实科技有限公司,144993,"['科技企业', '高速发展']",VR潘多拉,少于15人,['西丽'],技术,后端开发,本科,"移动互联网,社交网络",2276584,快速发展，高额回报,数据处理算法工程师,"['数据', '算法']",10k-20k,3-5年
深圳,深圳市云之星科技有限公司,97596,"['节日礼物', '年底双薪', '股票期权', '专项奖金']",云之星,50-150人,,技术,后端开发,本科,"移动互联网,电子商务",2403291,美女多 ，环境好 待遇优,大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
深圳,深圳点点科技,22582,"['节日礼物', '岗位晋升', '管理规范', '领导好']",点点,50-150人,"['科技园', '南山医院', '大冲']",产品,产品经理/产品设计师,本科,"移动互联网,O2O",2448682,"空间大,股票期权,氛围好",数据产品经理,"['产品经理', '产品', '数据']",15k-25k,3-5年
深圳,众安在线财产保险股份有限公司,29824,"['平台大', '发展前景好', '帅哥多', '通讯津贴']",众安保险,500-2000人,"['南油', '南山医院', '后海']",金融,风控,本科,金融,2290603,16薪，三马平台，高福利,反欺诈风险分析师,"['分析师', '风控']",10k-20k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['南山医院', '科技园', '南头']",运营,运营,本科,"移动互联网 ,游戏",2545992,腾讯,数据分析工程师,"['数据分析', '数据']",13k-26k,3-5年
深圳,广东粤数大数据有限公司,147331,"['年底双薪', '股票期权', '带薪年假', '定期体检']",粤数,50-150人,"['前海', '南头', '科技园']",技术,后端开发,本科,"移动互联网,数据服务",2544055,"股权激励,五险一金,背景雄厚",大数据平台应用软件开发工程师,"['平台', '大数据', '软件开发', '数据', '软件']",10k-20k,3-5年
深圳,深圳市宝润兴业互联网信息服务有限公司,126153,,深圳宝润兴业,150-500人,"['华侨城', '竹子林']",技术,后端开发,大专,"电子商务,移动互联网",2129012,"大数据,高薪,丰厚奖金,双休",大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,3-5年
深圳,Fomax,55032,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",福亿财富,500-2000人,,技术,后端开发,本科,金融,2480304,"底薪,奖金多,分红",大数据开发高级工程师,"['大数据', '数据库', '数据']",30k-50k,3-5年
深圳,深圳市前海未来动力科技有限公司,72518,"['年底双薪', '专项奖金', '绩效奖金', '年终分红']",未来动力科技,500-2000人,,产品,产品经理/产品设计师,本科,"移动互联网,数据服务",2533852,13薪+5天八小时工作制+节假日补贴+年终奖,数据产品经理,"['产品经理', '产品', '数据']",15k-23k,3-5年
深圳,深圳市分期乐网络科技有限公司,15175,"['年终分红', '绩效奖金', '专项奖金', '年底双薪']",分期乐,2000人以上,"['科技园', '科技园', '深圳湾']",技术,运维,本科,移动互联网,2057546,年底双薪，年终奖金，扁平管理，弹性上班,大数据运维工程师,"['大数据', '运维', '数据']",15k-25k,3-5年
深圳,深圳艺讯广告有限公司,41562,"['技能培训', '年底双薪', '专项奖金', '带薪年假']",深圳艺讯广告有限公司,50-150人,,技术,后端开发,本科,"移动互联网,广告营销",2534132,五天制双休 五险一金+员工旅游,大数据架构师,"['大数据', '架构师', '数据']",13k-20k,3-5年
深圳,深圳市万兴信息科技股份有限公司,1720,"['免费班车', '股票期权', '骨干配车', '创业平台']",万兴科技,150-500人,"['南山医院', '南油', '科技园']",技术,数据开发,本科,"移动互联网,硬件",2308096,高并发、大数据云平台历练机会,资深数据分析开发工程师,"['数据分析', '数据挖掘', '数据']",15k-28k,3-5年
深圳,深圳天道计然金融服务有限公司,105325,"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",有用分期,2000人以上,"['科技园', '大冲', '深圳湾']",产品,产品经理/产品设计师,本科,"移动互联网,金融",2335266,良好发挥空间 氛围好,数据产品经理,"['产品经理', '产品', '数据']",15k-25k,3-5年
深圳,深圳市康拓普信息技术有限公司,28967,"['绩效奖金', '五险一金', '通讯津贴', '带薪年假']",康拓普,500-2000人,"['景田', '香蜜湖', '下梅林']",技术,后端开发,本科,移动互联网,1884241,福利好、领导好、技术牛人多、氛围轻松,大数据开发工程师（Hadoop）,"['大数据', '数据库', '数据']",15k-20k,3-5年
深圳,广州傲程软件技术有限公司,78730,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",傲程软件,50-150人,,技术,项目管理,大专,移动互联网,2281195,"双休,五险一金,人才培训",需求分析师,"['分析师', '需求分析']",7k-10k,3-5年
深圳,启捷（北京）信息技术有限公司,20765,"['绩效奖金', '年底双薪', '五险一金', '带薪年假']",启捷（北京）信息技术有限公司,500-2000人,"['香蜜湖', '景田', '莲花北村']",技术,后端开发,大专,企业服务,1402732,五险一金、13-16薪、免费学习英孚英语,大数据BI工程师,"['大数据', '数据', 'BI']",15k-30k,3-5年
深圳,深圳云天励飞技术有限公司,95529,"['节日礼物', '股票期权', '带薪年假', '年度旅游']",云天励飞,50-150人,"['上步', '中信广场', '华强北']",技术,测试,本科,移动互联网,2232993,水果零食、公司旅游、年终奖、六险一金,数据和自动化测试工程师,"['自动化', '测试', '数据']",10k-18k,3-5年
深圳,小花互联网金融服务（深圳）有限公司,92615,"['节日礼物', '专项奖金', '带薪年假', '绩效奖金']",小花金服,50-150人,"['科技园', '深圳湾', '大冲']",技术,后端开发,本科,"移动互联网,金融",2452434,"领导好,年终奖丰厚,工作氛围好,国资背景",Hadoop/spark_大数据工程师,"['大数据', '后端开发', '数据']",10k-20k,3-5年
深圳,百度时代网络技术(北京)有限公司,37099,"['弹性工作', '五险一金', '节日礼物', '带薪年假']",百度,2000人以上,,开发/测试/运维类,数据开发,本科,移动互联网,2572564,"五险一金,优秀团队,技术氛围好,免费班车",百度大数据部-资深数据挖掘工程师/广告算法工程师,"['数据挖掘', '大数据', '广告', '数据', '算法']",15k-30k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['科技园', '大冲']",产品,产品经理/产品设计师,本科,"移动互联网 ,游戏",2503083,17薪+无敌全景福利,TEG15-数据分析产品经理(深圳),"['产品经理', '数据分析', '产品', '数据']",25k-50k,3-5年
深圳,华为技术有限公司,3060,"['技能培训', '节日礼物', '股票期权', '绩效奖金']",华为技术有限公司,2000人以上,,技术,数据开发,本科,"移动互联网,企业服务",2523472,提供全球化的发展平台及有强竞争力的待遇,数据分析工程师,"['数据分析', '数据挖掘', '数据']",25k-50k,3-5年
深圳,亿达信息技术有限公司深圳分公司,38987,"['免费班车', '绩效奖金', '年度旅游', '管理规范']",亿达信息深圳分公司,2000人以上,,技术,后端开发,大专,移动互联网,2274221,入职五险一金，福利待遇优厚,BI大数据开发工程师,"['大数据', '数据库', '数据', 'BI']",12k-17k,3-5年
深圳,深圳友宝科斯科技有限公司,110293,"['带薪年假', '定期体检', '全勤奖', '商业保险']",友宝,500-2000人,,产品,产品经理,本科,"O2O,移动互联网",2425277,"独角兽,弹性工作,领导好,有爱团队",高级产品经理（数据、移动app）,"['移动', '产品经理', '产品', '移动端', '数据']",20k-30k,3-5年
深圳,丝路亿商信息技术有限公司,128980,,丝路亿商,15-50人,"['海上世界', '蛇口', '招商大厦']",产品,产品经理/产品设计师,本科,"移动互联网,企业服务",2339306,"大数据,产品经理",大数据产品经理,"['产品经理', '大数据', '产品', '数据']",15k-20k,3-5年
深圳,TCL多媒体有限公司,6730,"['五险一金', '年底双薪', '绩效奖金', '通讯津贴']",TCL多媒体,2000人以上,,产品/需求/项目类,产品设计/需求分析,本科,"移动互联网,硬件",2568218,年底双薪、业绩奖金,需求分析师,['年底双薪'],12k-24k,3-5年
深圳,深圳市思源计算机软件有限公司,117741,"['年底双薪', '带薪年假', '定期体检', '节日礼物']",思源软件,150-500人,"['科技园', '深圳湾', '白石洲']",产品,产品经理,大专,移动互联网,2102039,五险一金、带薪年假、年终奖金、专业培训,需求分析师,"['分析师', '需求分析']",12k-18k,3-5年
深圳,广州千寻货运代理有限公司,126251,,摆渡人,50-150人,"['科技园', '大冲', '南山医院']",产品,产品经理/产品设计师,本科,生活服务,2300681,福利好,数据产品经理,"['产品经理', '产品', '数据']",15k-30k,3-5年
深圳,深圳索信达数据技术股份有限公司,111783,"['大数据', '金融数据', '金融IT', '数据分析']",索信达,150-500人,,技术,后端开发,本科,数据服务,2390321,项目好 工作氛围轻松 团队实力强 加班少,大数据开发工程师（Hadoop）,"['大数据', '数据库', '数据']",15k-30k,3-5年
深圳,深圳卷皮网络科技有限公司,121886,"['年底双薪', '带薪年假', '定期体检', '午餐补助']",卷皮,500-2000人,"['科技园', '科技园', '大冲']",运营,运营,本科,电子商务,2154607,"C轮,快速发展,大平台",数据分析（跨境业务）,"['数据分析', '数据']",12k-20k,3-5年
深圳,金蝶软件（中国）有限公司,6566,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",金蝶,2000人以上,"['科技园', '深圳湾', '白石洲']",产品,产品经理,本科,"移动互联网,电子商务",467542,上市公司、前瞻性领域、广阔自由的发展空间,大数据产品经理,"['产品经理', '大数据', '产品', '数据']",15k-30k,3-5年
深圳,广东美的制冷设备有限公司,66326,"['带薪年假', '年终分红', '交通补助', '五险一金']",美的智慧家居研究院,50-150人,"['科技园', '桂庙路口', '南油']",产品,产品经理/产品设计师,本科,硬件,1515756,五险一金 年中大假 旅游补贴 绩效奖金,需求分析师（用户体验方向）,"['分析师', '产品经理', '需求分析']",15k-25k,3-5年
深圳,深圳敏捷开源科技有限公司,47577,"['技能培训', '专项奖金', '带薪年假', '绩效奖金']",敏捷软件,50-150人,,技术,项目管理,大专,"移动互联网,企业服务",2302278,大项目，晋升快，福利好,业务需求分析师,"['分析师', '需求分析']",8k-15k,3-5年
深圳,花样年集团（中国）有限公司,27569,"['绩效奖金', '年度旅游', '岗位晋升', '定期体检']",花样年,2000人以上,"['保税区', '益田村', '皇岗']",金融,投融资,本科,"移动互联网,O2O",2228257,上市公司 管理规范 扁平化,高级产业并购分析师,['分析师'],20k-30k,3-5年
深圳,深圳市蓝泰源信息技术股份有限公司,48704,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",蓝泰源,50-150人,,产品,产品经理,本科,移动互联网,2409585,股权激励 百万项目奖金 绩效奖金 海外旅游,大数据产品经理,"['产品经理', '大数据', '产品', '数据']",15k-25k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['科技园', '大冲', '深圳湾']",技术,后端开发,本科,"移动互联网 ,游戏",2156646,互联网龙头企业，福利、待遇、氛围优厚！,数据分析工程师（深圳）,"['数据分析', '数据']",15k-30k,3-5年
深圳,金蝶软件（中国）有限公司,6566,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",金蝶,2000人以上,,产品,产品经理,本科,"移动互联网,电子商务",2379950,团队创意空间大，领导非常Nice，出国旅游,大数据产品经理,"['产品经理', '大数据', '产品', '数据']",16k-24k,3-5年
深圳,华为技术有限公司,3060,"['技能培训', '节日礼物', '股票期权', '绩效奖金']",华为技术有限公司,2000人以上,['万科城'],技术,测试,本科,"移动互联网,企业服务",2067324,"大数据,大平台,没有天花板,薪动",大数据测试工程师,"['大数据', '测试', '数据']",15k-30k,3-5年
深圳,启捷（北京）信息技术有限公司,20765,"['绩效奖金', '年底双薪', '五险一金', '带薪年假']",启捷（北京）信息技术有限公司,500-2000人,"['香蜜湖', '景田', '莲花北村']",技术,数据开发,不限,企业服务,2418168,五险一金、13-16薪、免费学习英孚英语,大数据BI工程师,"['大数据', '数据挖掘', '数据', 'BI']",15k-30k,3-5年
深圳,招商基金管理有限公司,39900,"['节日礼物', '带薪年假', '年度旅游', '扁平管理']",招商基金,150-500人,"['车公庙', '香蜜湖', '竹子林']",产品,产品经理/产品设计师,本科,金融,1848923,公司平台大，行业前景好，薪资福利优,数据产品经理,"['产品经理', '产品', '数据']",15k-30k,3-5年
深圳,深圳市前海未来动力科技有限公司,72518,"['年底双薪', '专项奖金', '绩效奖金', '年终分红']",未来动力科技,500-2000人,,产品/需求/项目类,产品经理/产品设计师,本科,"移动互联网,数据服务",2560677,"SaaS,融1亿美金,移动办公,BAT团队",数据产品经理,"['产品经理', '产品', '数据']",25k-45k,3-5年
深圳,康宏财务投资管理（北京）有限公司,59420,"['专才引入计划', '带薪年假', '绩效奖金', '晋升空间大']",康宏中国,500-2000人,"['华强北', '振华路', '上步']",技术,项目管理,大专,金融,2176752,上市公司、工作时间短、IT部之前的交互培训,需求分析师,"['分析师', '需求分析']",10k-15k,3-5年
深圳,深圳前海全景财经信息有限公司,149624,"['年底双薪', '年终分红', '交通补助', '午餐补助']",前海全景财经,500-2000人,['上步'],开发/测试/运维类,数据开发,本科,"移动互联网,其他",2552881,"深圳,数据产品,数加",大数据数据挖掘,"['大数据', '数据挖掘', '数据']",10k-18k,3-5年
深圳,深圳市联新移动医疗科技有限公司,103290,"['年底双薪', '股票期权', '带薪年假', '扁平管理']",联新科技,50-150人,"['蛇口', '南油']",技术,软件开发,本科,"移动互联网,医疗健康",2438967,"晋升机会大,高额项目奖,年度旅游,大牛多",需求分析师（BA）,"['企业软件', '分析师', '需求分析']",14k-18k,3-5年
深圳,深圳市通拓科技有限公司,27228,"['年底双薪', '节日礼物', '技能培训', '带薪年假']",TOMTOP,500-2000人,['坂田'],技术,后端开发,本科,电子商务,1784912,薪资待遇、办公环境、发展前景,数据挖掘(分析)工程师,"['数据挖掘', '数据']",18k-35k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['科技园', '南山医院', '南头']",技术,高端技术职位,本科,"移动互联网 ,游戏",2457621,全球游戏行业领导者，高福利，高回报,HY2-大数据高级工程师（深圳）,"['大数据', '数据']",15k-30k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['科技园', '大冲', '深圳湾']",产品,产品经理/产品设计师,本科,"移动互联网 ,游戏",2324560,大数据促进移动互联网，发挥无限能力,数据产品经理,"['产品经理', '产品', '数据']",15k-25k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['科技园', '南山医院', '南头']",技术,高端技术职位,本科,"移动互联网 ,游戏",2457606,全球游戏行业领导者，高福利，高回报,HY2-高级数据分析开发工程师（深圳）,"['数据分析', '数据']",18k-30k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['科技园', '科技园', '南头']",技术,后端开发,本科,"移动互联网 ,游戏",1982159,技术牛人多,大数据后台开发工程师,"['大数据', '后台', '数据']",15k-30k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['科技园', '南山医院', '大冲']",技术,测试,本科,"移动互联网 ,游戏",2490689,大公司，大平台,MIG03-腾讯大数据专项测试工程师（深圳）,"['大数据', '测试', '数据']",15k-25k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['南山医院', '科技园', '南头']",技术,测试,本科,"移动互联网 ,游戏",2490705,大公司，大平台,MIG03-腾讯大数据专项测试高级工程师（深圳）,"['大数据', '测试', '数据']",15k-25k,3-5年
深圳,金蝶软件（中国）有限公司,6566,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",金蝶,2000人以上,"['科技园', '深圳湾', '白石洲']",产品,产品经理,本科,"移动互联网,电子商务",601474,弹性工作制良好的发展空间年底奖金能力提升,业务需求分析师,"['分析师', '需求分析']",10k-13k,3-5年
深圳,金蝶软件（中国）有限公司,6566,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",金蝶,2000人以上,"['科技园', '深圳湾', '白石洲']",技术,后端开发,本科,"移动互联网,电子商务",2380212,丰厚的薪资、广阔的事业平台,Hadoop、Spark大数据工程师,"['大数据', '数据']",10k-20k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['科技园', '科技园', '南头']",技术,后端开发,本科,"移动互联网 ,游戏",1893517,发展前景好！,数据挖掘（大数据、算法等方向）,"['大数据', '数据挖掘', '数据', '算法']",20k-30k,3-5年
深圳,腾讯科技(深圳)有限公司,451,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",腾讯,2000人以上,"['科技园', '南山医院', '南头']",技术,运维,本科,"移动互联网 ,游戏",2457996,全球游戏行业领导者，高福利，高回报,HY2-大数据运维工程师（深圳）,"['大数据', '运维', '数据']",15k-30k,3-5年
