limit_infor,campaign_type,campaign_level,product_level,resource_amount,email_rate,price,discount_rate,hour_resouces,campaign_fee,orders
0,2,1,2,6,0.58,166,0.84,653,5087,5740
0,2,1,2,6,0.58,177,0.88,819,5254,6073
0,5,1,1,6,0.58,163,0.89,1516,6640,8156
0,4,1,1,6,0.57,170,0.83,653,4186,4839
0,2,1,2,6,0.58,170,0.66,603,3848,4451
0,4,1,2,6,0.58,170,0.68,569,3489,4058
0,5,1,2,6,0.59,169,0.84,1045,6370,7415
0,3,1,2,6,0.58,184,0.69,547,3325,3872
0,5,1,1,6,0.59,135,0.75,898,4414,5312
0,0,0,1,6,0.58,153,0.75,2704,4425,7129
0,3,1,2,6,0.58,177,0.90,766,4494,5260
0,6,0,2,6,0.58,176,0.85,2496,4387,6883
0,2,1,2,6,0.57,187,0.64,371,3702,4073
0,3,1,1,6,0.59,147,0.83,769,4411,5180
0,5,1,1,6,0.59,174,0.84,1069,5227,6296
0,4,1,2,6,0.55,190,0.87,555,4240,4795
0,4,1,2,6,0.60,169,0.79,545,3222,3767
0,2,1,1,6,0.59,137,0.65,1077,6365,7442
0,1,1,2,6,0.59,181,0.77,836,3438,4274
0,2,1,1,6,0.59,173,0.67,678,3722,4400
0,6,0,1,6,0.59,150,0.83,2963,4739,7702
0,5,1,1,6,0.59,167,0.90,1379,6630,8009
0,4,1,3,6,0.56,194,0.81,153,1689,1842
0,0,0,2,6,0.57,185,0.95,1544,3466,5010
0,3,1,2,6,0.58,185,0.85,480,3427,3907
0,1,1,2,6,0.60,175,0.84,699,3311,4010
0,3,1,1,6,0.60,163,0.76,787,6946,7733
0,1,1,1,6,0.60,149,0.69,863,4157,5020
0,6,0,1,6,0.59,146,0.88,1869,3473,5342
0,1,1,2,6,0.60,173,0.87,1026,5504,6530
0,0,0,2,6,0.60,171,0.91,1208,3341,4549
0,2,1,2,6,0.57,189,0.88,477,3643,4120
0,3,1,1,6,0.60,170,0.88,991,6433,7424
0,1,1,1,6,0.61,155,0.84,729,3905,4634
0,5,1,1,6,0.60,159,0.82,1563,6102,7665
0,2,1,1,6,0.59,155,0.87,775,4429,5204
0,2,1,1,6,0.61,146,0.85,1281,4614,5895
0,5,1,2,6,0.60,173,0.86,875,3852,4727
0,1,1,1,6,0.60,169,0.91,690,4023,4713
0,0,0,2,6,0.62,165,0.86,1685,3221,4906
0,4,1,1,6,0.62,157,0.75,1180,6183,7363
0,1,1,2,6,0.59,185,0.89,684,3946,4630
0,5,1,1,6,0.60,174,0.86,863,3981,4844
0,2,1,1,6,0.60,167,0.93,1081,5925,7006
0,5,1,1,6,0.60,147,0.82,1488,6248,3736
0,5,1,2,7,0.58,190,0.88,417,3127,3544
0,4,1,2,7,0.61,169,0.87,751,6642,7393
0,6,0,1,7,0.61,165,0.72,2512,5883,8395
0,2,1,1,7,0.60,171,0.86,701,4062,4763
0,0,0,2,7,0.60,185,0.77,1483,3772,5255
0,2,1,2,7,0.60,183,0.79,477,4495,4972
0,0,0,1,7,0.61,171,0.88,1633,3413,5046
0,5,1,2,7,0.61,176,0.76,533,3594,4127
0,4,1,1,7,0.61,172,0.83,1059,5711,6770
0,4,1,1,7,0.61,164,0.86,783,4332,5115
0,6,0,1,7,0.61,173,0.77,2001,2757,4758
0,3,1,1,7,0.61,158,0.66,1173,6248,7421
0,3,1,2,7,0.61,167,0.87,745,6110,6855
0,3,1,1,7,0.61,160,0.92,688,4370,5058
0,3,1,2,7,0.60,179,0.93,728,6844,7572
0,4,1,2,7,0.61,172,0.88,891,6437,7328
0,6,0,2,7,0.61,180,0.72,1557,4419,5976
0,6,0,1,7,0.61,175,0.85,1750,3595,5345
0,2,1,2,7,0.60,174,0.79,659,3833,4492
0,3,1,1,7,0.62,170,0.85,740,4238,4978
0,6,0,2,7,0.62,171,0.76,1829,4224,6053
0,5,1,1,7,0.62,159,0.82,1318,4220,5538
1,1,0,1,7,0.61,156,0.72,1198,5172,6370
0,5,1,2,7,0.61,184,0.79,747,5123,5870
0,1,1,1,7,0.62,171,0.79,775,3563,4338
0,0,0,1,7,0.62,182,0.79,2355,2433,4788
0,0,0,2,7,0.62,176,0.91,2544,4866,7410
0,3,1,1,7,0.62,168,0.93,1094,6281,7375
0,6,0,1,7,0.63,172,0.81,1935,2549,4484
1,1,0,2,7,0.63,179,0.79,1236,2115,3351
0,3,1,1,7,0.63,170,0.83,647,4138,4785
0,3,1,1,7,0.63,161,0.75,949,4181,5130
0,0,0,2,7,0.62,182,0.78,1338,2482,3820
0,6,0,1,7,0.62,160,0.82,2827,5038,7865
0,1,1,1,7,0.62,160,0.88,673,3875,4548
0,6,0,2,7,0.64,185,0.62,226,889,1115
0,5,1,1,7,0.63,175,0.86,1417,5317,6734
0,0,0,1,7,0.64,151,0.91,1920,3385,5305
0,4,1,1,7,0.63,149,0.80,1100,6238,7338
0,2,1,2,7,0.64,177,0.83,774,4061,4835
0,4,1,1,7,0.64,148,0.76,888,4196,5084
0,5,1,1,7,0.64,165,0.76,871,3808,4679
0,1,1,2,7,0.64,166,0.89,854,3854,4708
0,4,1,2,7,0.65,177,0.79,435,3107,3542
0,5,1,2,7,0.63,172,0.86,797,3356,4153
0,3,1,1,7,0.64,155,0.89,1177,6520,7697
0,6,0,2,7,0.65,173,0.79,1504,2646,4150
0,6,0,1,7,0.64,159,0.79,2418,3505,5923
0,2,1,1,7,0.65,169,0.85,968,5857,6825
0,0,0,1,7,0.64,170,0.78,3283,3308,6591
0,1,1,1,7,0.64,147,0.72,833,3925,4758
0,0,0,1,7,0.64,175,0.84,1467,2993,4460
0,6,0,2,7,0.64,173,0.79,2247,4052,6299
0,6,0,1,7,0.64,173,0.80,2855,3681,6536
0,6,0,1,7,0.64,148,0.79,1782,3420,5202
0,4,1,1,7,0.64,164,0.92,1363,6402,7765
0,0,0,2,7,0.65,182,0.94,2613,3197,5810
0,4,1,2,7,0.66,181,0.86,611,5592,6203
0,6,0,1,7,0.64,167,0.88,1807,3312,5119
0,4,1,1,7,0.64,143,0.81,1027,4488,5515
0,6,0,1,7,0.65,167,0.90,1914,3277,5191
0,3,1,1,7,0.64,136,0.73,1077,6258,7335
0,0,0,2,7,0.65,167,0.90,1639,3105,4744
0,5,1,1,7,0.66,176,0.92,768,3893,4661
0,2,1,1,7,0.65,158,0.76,721,4004,4725
0,0,0,1,7,0.64,153,0.88,2182,4362,6544
0,5,1,2,7,0.65,162,0.93,1325,6257,7582
0,5,1,1,7,0.66,174,0.83,1045,6459,7504
0,1,1,1,7,0.65,173,0.87,989,5928,6917
0,6,0,2,7,0.67,170,0.86,2355,4614,6969
0,3,1,1,7,0.65,162,0.83,1198,6149,7347
0,4,1,1,7,0.65,159,0.92,1172,6541,7713
0,0,0,1,7,0.65,156,0.70,1415,2919,4334
1,1,0,1,7,0.66,179,0.85,1965,4069,6034
0,2,1,1,7,0.66,160,0.81,763,4070,4833
0,4,1,1,7,0.65,168,0.80,758,3919,4677
0,5,1,1,7,0.65,142,0.87,1051,3854,4905
0,5,1,2,7,0.67,176,0.77,692,3348,6040
0,0,0,1,7,0.67,174,0.79,2521,2419,4940
0,4,1,2,7,0.66,176,0.80,799,3777,4576
0,0,0,1,7,0.68,177,0.75,1249,2624,3873
0,1,1,2,7,0.65,168,0.82,998,5571,6569
0,5,1,1,7,0.66,163,0.82,1023,3843,4866
0,6,0,1,7,0.65,144,0.86,2708,4790,7498
0,4,1,1,7,0.66,165,0.77,639,3166,3805
1,1,0,1,7,0.68,168,0.80,2557,3486,6043
0,2,1,1,7,0.66,170,0.83,968,6248,7216
0,4,1,1,7,0.64,131,0.71,736,4232,4968
0,5,1,2,7,0.67,172,0.76,1065,4721,5786
0,4,1,1,7,0.65,153,0.85,1032,6414,7446
0,1,1,1,7,0.65,150,0.70,1139,5640,6779
0,6,0,2,7,0.68,176,0.77,1521,2773,4294
0,0,0,2,7,0.67,168,0.77,2282,2367,4649
0,3,1,1,7,0.65,163,0.85,975,6289,7264
0,3,1,1,7,0.67,168,0.86,1074,6506,7580
0,4,1,1,7,0.65,142,0.84,812,33380,4792
0,0,0,1,7,0.67,160,0.75,2006,3296,6302
0,4,1,1,7,0.65,152,0.86,1338,6267,7605
0,3,1,1,7,0.69,174,0.85,784,3845,4629
0,2,1,2,7,0.66,167,0.85,954,5336,6290
0,1,1,2,7,0.66,159,0.79,1017,5647,6664
0,1,1,1,7,0.66,155,0.86,1207,5676,6883
0,0,0,1,7,0.67,162,0.83,2153,4444,6597
0,2,1,1,7,0.67,168,0.70,880,4863,5743
0,5,1,1,7,0.65,140,0.90,1246,4116,5362
0,3,1,1,7,0.67,158,0.86,668,4026,4694
0,5,1,1,7,0.24,157,0.77,1483,5665,7148
0,5,1,1,7,0.66,157,0.78,969,4022,4991
0,3,1,1,7,0.65,145,0.84,1383,6790,8673
0,6,0,1,7,0.68,165,0.85,1729,3237,4966
0,2,1,1,7,0.69,176,0.76,867,5997,6864
0,2,1,1,7,0.68,169,0.83,1128,5656,6784
1,1,0,2,7,0.67,164,0.92,3065,2978,6043
0,0,0,1,7,0.66,154,0.87,2224,4374,6598
0,4,1,2,7,0.69,170,0.76,746,4044,4790
0,2,1,1,7,0.67,162,0.81,935,6105,7040
0,3,1,1,7,0.65,150,0.74,848,4377,5225
0,1,1,1,7,0.68,167,0.85,1040,6065,7105
0,3,1,2,7,0.68,166,0.86,467,3107,3574
0,6,0,1,7,0.65,153,0.82,2657,4801,7458
0,5,1,2,7,0.67,149,0.92,1511,5988,7499
0,3,1,1,7,0.69,171,0.83,661,3846,4507
1,1,0,1,7,0.67,169,0.87,1549,2549,4098
0,6,0,1,7,0.66,161,0.83,1988,3348,2336
0,2,1,2,7,0.70,170,0.88,1278,5995,7673
0,3,1,1,7,0.71,174,0.81,832,6280,7112
0,6,0,1,7,0.67,144,0.88,2204,2915,5119
0,1,1,1,7,0.69,169,0.86,1135,5831,6966
0,0,0,1,7,0.72,175,0.80,1298,2487,3785
0,1,1,1,7,0.72,176,0.91,568,3272,3840
0,0,0,1,7,0.67,148,0.85,2551,4340,6891
0,2,1,1,7,0.69,163,0.86,732,3916,4648
0,0,0,1,7,0.71,172,0.83,1920,4111,6031
0,1,1,1,7,0.70,165,0.78,841,3617,4458
0,3,1,1,7,0.69,163,0.85,748,3594,4342
0,2,1,1,7,0.70,159,0.87,1031,3634,4665
0,0,0,1,7,0.69,158,0.82,1743,3138,4881
0,4,1,1,7,0.68,142,0.83,921,5958,6179
0,3,1,2,8,0.71,167,0.89,1263,6271,7534
0,4,1,1,8,0.69,165,0.84,754,3838,4592
0,2,1,1,8,0.71,166,0.79,1140,6452,7592
0,4,1,1,8,0.71,166,0.87,983,6278,7261
0,1,1,2,8,0.71,165,0.87,1233,5780,7013
0,6,0,2,8,0.70,164,0.89,2352,3788,6140
0,5,1,1,8,0.70,161,0.86,815,3771,4586
0,4,1,1,8,0.70,162,0.84,1196,6090,7286
0,6,0,1,8,0.70,161,0.84,2234,4451,6685
0,1,1,1,8,0.73,164,0.72,723,3363,4086
0,1,1,1,8,0.72,165,0.84,1088,5742,6830
0,3,1,2,8,0.72,168,0.79,513,3461,3974
0,5,1,1,8,0.69,159,0.83,1433,5917,7350
0,6,0,1,8,0.69,160,0.84,1455,4232,5687
0,1,1,1,8,0.70,159,0.81,846,3480,4326
0,5,1,2,8,0.72,164,0.78,1328,5847,7115
0,3,1,1,8,0.68,142,0.80,884,3896,4780
0,3,1,1,8,0.75,171,0.89,644,3688,4332
0,0,0,1,8,0.73,165,0.71,1707,3757,5464
0,4,1,1,8,0.71,160,0.83,888,5703,6591
0,1,1,1,8,0.70,155,0.84,729,3537,4266
0,2,1,1,8,0.70,154,0.80,750,3840,4590
0,2,1,1,8,0.73,164,0.89,673,3309,3982
0,2,1,1,8,0.72,157,0.85,907,3695,4602
0,3,1,1,8,0.69,140,0.82,755,3901,4656
0,3,1,1,8,0.73,162,0.86,676,3725,4401
0,2,1,1,8,0.75,165,0.87,752,3789,4541
0,4,1,1,8,0.74,160,0.72,1036,5825,6861
0,5,1,1,8,0.72,157,0.82,964,4859,5823
10,4,1,1,8,0.74,158,0.82,606,3784,4390
0,2,1,1,8,0.70,149,0.87,1052,5608,6660
0,5,1,1,8,0.73,159,0.85,1259,5645,6904
0,1,1,1,8,0.70,145,0.80,904,5323,6227
0,3,1,1,8,0.72,159,0.89,872,5339,6911
0,2,1,1,8,0.71,149,0.79,801,4044,4845
1,3,0,1,8,0.73,154,0.87,2562,4841,7403
0,6,0,1,8,0.75,161,0.74,2345,4479,6824
0,3,1,1,8,0.75,158,0.86,799,4914,5713
0,2,1,1,8,0.74,156,0.80,662,3596,4258
0,6,0,1,8,0.73,147,0.83,1559,2916,4475
0,4,1,1,8,0.75,157,0.88,778,5127,5905
0,0,0,1,8,0.73,148,0.84,1524,2778,4302
0,4,1,2,8,0.76,157,0.85,563,3352,3915
0,4,1,2,8,0.83,169,0.78,632,3152,3784
0,0,0,1,8,0.75,152,0.83,1421,4110,5531
0,2,1,1,8,0.76,151,0.89,921,5865,6786
0,0,0,1,8,0.79,157,0.87,1203,3469,4672
0,4,1,1,8,0.76,146,0.81,1405,4836,6241
0,5,1,1,8,0.75,145,0.85,1366,4841,6207
0,0,0,1,8,0.79,155,0.83,1050,2556,7606
0,5,1,1,8,0.79,149,0.83,829,4634,5463
0,5,1,1,8,0.79,154,0.83,670,3176,3846
0,5,1,1,8,0.84,158,0.87,562,2825,3387
0,6,0,1,8,0.80,150,0.87,987,2298,3285
0,6,0,1,9,0.80,149,0.84,1448,3392,4840
