,电影名称,电影网址链接,电影迅雷下载链接
1133,2013年杜汶泽周秀娜喜剧片《烂滚夫斗烂滚妻》BD国粤双语中字",https://www.dy2018.com//i/93489.html,ftp://7:7@d3.dl1234.com:8006/烂滚夫斗烂滚妻BD国粤双语中字[电影天堂www.dy2018.com].mkv
1134,2013年美国7.6分爱情恐怖片《唯爱永生/噬血恋人》BD中英双字",https://www.dy2018.com//i/93488.html,ftp://u:u@dx.dl1234.com:8006/[电影天堂www.dy2018.com]唯爱永生BD中英双字.rmvb
1135,2014年美国8分喜剧动画片《乐高大电影》BD国粤英3语双字",https://www.dy2018.com//i/93371.html,ftp://t:t@dx.dl1234.com:8006/[电影天堂www.dy2018.com]乐高大电影BD中英字幕.rmvb
1136,2014年美国6.4分剧情犯罪片《抢劫暴徒》BD中英双字",https://www.dy2018.com//i/93486.html,ftp://r:r@dx.dl1234.com:8006/[电影天堂www.dy2018.com]抢劫暴徒BD中英双字.rmvb
1137,2014年美国喜剧片《醉饿游戏》BD中英双字",https://www.dy2018.com//i/93482.html,ftp://p:p@dx.dl1234.com:8006/[电影天堂www.dy2018.com]醉饿游戏BD中英双字.rmvb
1138,2013年美国6.2分剧情惊悚片《凯特?麦考的审判》BD中英双字",https://www.dy2018.com//i/93479.html,ftp://3:3@d3.dl1234.com:8006/[电影天堂www.dy2018.com]凯特麦考的审判BD中英双字.rmvb
1139,2014年英国6.4分喜剧片《古巴浪人/古巴热舞 》BD中英双字",https://www.dy2018.com//i/93478.html,ftp://n:n@dx.dl1234.com:8006/[电影天堂www.dy2018.com]古巴浪人BD中英双字.rmvb
1140,2013年日本科幻片《科学小飞侠》BD粤日双语中字",https://www.dy2018.com//i/93476.html,ftp://m:m@dx.dl1234.com:8006/科学小飞侠BD粤日双语中字[电影天堂www.dy2018.com].mkv
1141,2013年加拿大6.4分惊悚恐怖片《折磨》BD中英双字",https://www.dy2018.com//i/93474.html,ftp://l:l@dx.dl1234.com:8006/[电影天堂www.dy2018.com]折磨BD中英双字.rmvb
1142,2013年法国6.7分冒险片《灵犬雪莉》BD法语中字",https://www.dy2018.com//i/93473.html,ftp://k:k@dx.dl1234.com:8006/[电影天堂www.dy2018.com]灵犬雪莉BD法语中字.rmvb
1143,2014年美国6.1分喜剧片《蒙羞之旅/姐姐我醉大》BD中英双字",https://www.dy2018.com//i/93465.html,ftp://y:y@d3.dl1234.com:8006/[电影天堂www.dy2018.com]蒙羞之旅BD中英双字.rmvb
1144,2014年吴彦祖张家辉惊悚悬疑片《魔警》BD国粤双语中字",https://www.dy2018.com//i/93237.html,ftp://q:q@dx.dl1234.com:8006/[电影天堂www.dy2018.com]魔警BD国语中字.rmvb
1145,2014年美国惊悚动作片《致命玩笑3》BD中英双字",https://www.dy2018.com//i/93463.html,ftp://g:g@dx.dl1234.com:8006/[电影天堂www.dy2018.com]致命玩笑3BD中英双字.rmvb
1146,2014年美国奇幻悬疑片《冬日奇缘/冬天的故事》BD中英双字",https://www.dy2018.com//i/93455.html,ftp://e:e@dx.dl1234.com:8006/[电影天堂www.dy2018.com]冬日奇缘BD中英双字.rmvb
1147,2014年周冬雨林更新剧情爱情片《同桌的??》BD中英双字",https://www.dy2018.com//i/93434.html,ftp://d:d@dx.dl1234.com:8006/[电影天堂www.dy2018.com]同桌的??BD中英双字.rmvb
1148,2014年韩国7.3分剧情历史片《逆鳞》BD韩语中字",https://www.dy2018.com//i/93448.html,ftp://w:w@d3.dl1234.com:8006/[电影天堂www.dy2018.com]逆鳞BD韩语中字.rmvb
1149,2014年英国8.5分动作惊悚片《街头霸王:暗杀拳》BD中英双字",https://www.dy2018.com//i/93442.html,ftp://c:c@dx.dl1234.com:8006/[电影天堂www.dy2018.com]街头霸王暗杀拳BD中英双字.rmvb
1150,2014年美国7分历史战争片《300勇士:帝国崛起》BD中英双字",https://www.dy2018.com//i/93030.html,ftp://b:b@dx.dl1234.com:8006/[电影天堂www.dy2018.com]300勇士帝国崛起BD中英双字.rmvb
1151,2014年美国8.4分剧情喜剧片《布达佩斯大饭店》BD中英双字",https://www.dy2018.com//i/93440.html,ftp://a:a@dx.dl1234.com:8006/[电影天堂www.dy2018.com]布达佩斯大饭店BD中英双字.rmvb
1152,2014年日本8.2分悬疑片《?\?淌?/?\执事真人版》BD日语中字",https://www.dy2018.com//i/93435.html,ftp://0:0@dx.dl1234.com:8006/[电影天堂www.dy2018.com]黑执事BD日语中字.rmvb
1153,2013年张涵予王珞丹爱情片《我爱的是你爱我》BD中英双字",https://www.dy2018.com//i/92276.html,ftp://9:9@dx.dl1234.com:8006/[电影天堂www.dy2018.com]我爱的是你爱我BD中英双字.rmvb
1154,2014年何炅徐若?u喜剧爱情片《完美假妻168》BD国语中字",https://www.dy2018.com//i/93419.html,ftp://7:7@dx.dl1234.com:8006/[电影天堂www.dy2018.com]完美假妻168BD国语中字.rmvb
1155,2014年美国6.2分惊悚恐怖片《13骇人游戏/13宗罪》BD中英双字",https://www.dy2018.com//i/93391.html,ftp://3:3@dx.dl1234.com:8006/[电影天堂www.dy2018.com]13骇人游戏BD中英双字.rmvb
1156,2013年美国6.8分科幻动画大电影《未来学大会》BD中英双字",https://www.dy2018.com//i/93383.html,ftp://z:z@dx.dl1234.com:8006/[电影天堂www.dy2018.com]未来学大会BD中英双字.rmvb
1157,2013年日本6.7分历史古装片《清须会议》BD日语中字",https://www.dy2018.com//i/93382.html,ftp://p:p@d3.dl1234.com:8006/[电影天堂www.dy2018.com]清须会议BD日语中字.rmvb
1158,2015年黄晓明杨幂爱情片《何以笙箫默电影版》HD国语中字",https://www.dy2018.com//i/95080.html,http://www.milezi.com/vod/2450/
1159,2014年美国8.4分剧情片《平常的心》BD中英双字",https://www.dy2018.com//i/93380.html,ftp://x:x@dx.dl1234.com:8006/[电影天堂www.dy2018.com]平常的心BD中英双字.rmvb
1160,2014年梁家辉郑伊健动作悬疑片《盗马记》HD国语中字",https://www.dy2018.com//i/93377.html,ftp://w:w@dx.dl1234.com:8006/[电影天堂www.dy2018.com]盗马记HD国语中字.mkv
1161,2013年韩国7.5分悬疑犯罪片《回家的路》BD韩语中字",https://www.dy2018.com//i/93375.html,ftp://v:v@dx.dl1234.com:8006/[电影天堂www.dy2018.com]回家的路BD韩语中字.rmvb
1162,2014年胡兵刘涛喜剧爱情片《恋者多喜欢》HD国语中字",https://www.dy2018.com//i/93370.html,ftp://c:c@ds.dl1234.com:88/[电影天堂www.dy2018.com]恋者多喜欢HD国语中字.rmvb
1163,2013年韩国7分喜剧犯罪片《偷心贼》BD韩语中字",https://www.dy2018.com//i/93367.html,ftp://r:r@dx.dl1234.com:8006/[电影天堂www.dy2018.com]偷心贼BD韩语中字.rmvb
1164,2013年德国动画片《人猿泰山》BD国英双语双字",https://www.dy2018.com//i/93358.html,ftp://n:n@dx.dl1234.com:8006/人猿泰山BD国英双语双字[电影天堂www.dy2018.com].mkv
1165,2014年美国6.3分剧情爱情片《无尽的爱》BD中英双字",https://www.dy2018.com//i/93357.html,ftp://i:i@d3.dl1234.com:8006/[电影天堂www.dy2018.com]无尽的爱BD中英双字.rmvb
1166,2014年美国7.1分动画冒险片《天才眼镜狗》BD双语中字",https://www.dy2018.com//i/93313.html,ftp://6:6@dx.dl1234.com:8006/[电影天堂www.dy2018.com]天才眼镜狗BD国语中字.rmvb
1167,2014年美国喜剧片《小捣蛋闹翻天》BD中英双字",https://www.dy2018.com//i/93348.html,ftp://j:j@dx.dl1234.com:8006/[电影天堂www.dy2018.com]小捣蛋闹翻天BD中英双字.rmvb
1168,2013年印度6.1分喜剧动作片《金奈快车》BD印度语中字",https://www.dy2018.com//i/93347.html,ftp://i:i@dx.dl1234.com:8006/[电影天堂www.dy2018.com]金奈快车BD印度语中字.rmvb
1169,2013年韩国6.9分动作片《嫌疑人/嫌疑犯》BD韩语中字精校版",https://www.dy2018.com//i/93045.html,ftp://g:g@dx.dl1234.com:8006/[电影天堂www.dy2018.com]嫌疑人BD韩语中字精校版.rmvb
1170,2013年德国7.3分历史冒险片《神医》BD中英双字",https://www.dy2018.com//i/93334.html,ftp://d:d@dx.dl1234.com:8006/[电影天堂www.dy2018.com]神医BD中英双字.rmvb
1171,2014年美国剧情片《上帝之子》BD中英双字",https://www.dy2018.com//i/93331.html,ftp://c:c@dx.dl1234.com:8006/[电影天堂www.dy2018.com]上帝之子BD中英双字.rmvb
1172,2013年印度6.8分惊悚犯罪片《幻影车神3》BD中字",https://www.dy2018.com//i/93330.html,ftp://f:f@da.dl1234.com:8006/[电影天堂www.dy2018.com]幻影车神3BD中字.rmvb
1173,2013年美国动作片《12回合2：重装上阵》BD中英双字",https://www.dy2018.com//i/93329.html,ftp://b:b@dx.dl1234.com:8006/[电影天堂www.dy2018.com]12回合2重装上阵BD中英双字.rmvb
1174,2014年尼古拉斯?凯奇动作犯罪片《托卡列夫》BD中英双字",https://www.dy2018.com//i/93322.html,ftp://9:9@dx.dl1234.com:8006/[电影天堂www.dy2018.com]托卡列夫BD中英双字.rmvb
1175,2014年美国动作犯罪片《黑帮追缉令》BD中英双字",https://www.dy2018.com//i/93055.html,ftp://p:p@dx.dl1234.com:8006/[电影天堂www.dy2018.com]黑帮追缉令BD中英双字.rmvb
1176,2013年包贝尔文咏珊喜剧恐怖片《临终?迨隆?BD国粤双语中字",https://www.dy2018.com//html/gndy/dyzz/20130616/42515.html,ftp://f:f@dx.dl1234.com:8006/临终?迨?BD国粤双语中字[电影天堂www.dy2018.com].mkv
1177,2014年陈静林子聪喜剧片《唐伯虎冲上云霄》BD国粤双语中字",https://www.dy2018.com//i/94729.html,ftp://v:v@dx.dl1234.com:8006/[电影天堂www.dy2018.com]唐伯虎冲上云霄BD国粤双语中字.mkv
1178,2013年国产刘德华动作犯罪片《风暴》BD国粤双语中字",https://www.dy2018.com//i/92373.html,ftp://u:u@da.dl1234.com:8006/[电影天堂www.dy2018.com]风暴HD国语中字.rmvb
1179,2013年美国7.7分剧情战争片《偷书贼》BD中英双字",https://www.dy2018.com//i/92887.html,ftp://g:g@dx.dl1234.com:8006/[电影天堂www.dy2018.com]偷书贼BD中英双字.rmvb
1180,"2013年美国8分纪录片《再见,我的新郎》BD特效中英双字""",https://www.dy2018.com//i/92886.html,ftp://e:e@da.dl1234.com:8006/[电影天堂www.dy2018.com]再见我的新郎BD特效中英双字.rmvb
1181,2013年西班牙惊悚片《食人恋》BD中英双字",https://www.dy2018.com//i/92883.html,ftp://f:f@dx.dl1234.com:8006/[电影天堂www.dy2018.com]食人恋BD中英双字.rmvb
1182,2013年日本7.1分剧情片《少年H》BD日语中字",https://www.dy2018.com//i/92878.html,ftp://d:d@da.dl1234.com:8006/[电影天堂www.dy2018.com]少年HBD日语中字.rmvb
1183,2013年日本科幻动画片《船长哈洛克》BD日语中字",https://www.dy2018.com//i/92873.html,ftp://c:c@dx.dl1234.com:8006/[电影天堂www.dy2018.com]船长哈洛克BD日语中字.rmvb
1184,2013年美国8.1分剧情片《少年收容所》BD中英双字",https://www.dy2018.com//i/92872.html,ftp://b:b@da.dl1234.com:8006/[电影天堂www.dy2018.com]少年收容所BD中英双字.rmvb
1185,2013年美国6.5分喜剧动画片《天降美食2》BD双语双字",https://www.dy2018.com//i/92394.html,ftp://3:3@dx.dl1234.com:8006/天降美食2BD双语双字[电影天堂www.dy2018.com].mkv
1186,2013年日本6.7分悬疑片《盛夏的方程式》BD日语中字",https://www.dy2018.com//i/92392.html,ftp://1:1@da.dl1234.com:8006/[电影天堂www.dy2018.com]盛夏的方程式BD日语中字.rmvb
1187,2013年美国6.7分恐怖惊悚片《你是下一个》BD中英双字",https://www.dy2018.com//i/92390.html,ftp://z:z@da.dl1234.com:8006/[电影天堂www.dy2018.com]你是下一个BD中英双字.rmvb
1188,2013年美国7.2分喜剧剧情片《在这个世界》BD中英双字",https://www.dy2018.com//i/92388.html,ftp://x:x@da.dl1234.com:8006/[电影天堂www.dy2018.com]在这个世界BD中英双字.rmvb
1189,2013年美国6.8分喜剧剧情片《蠢蛋搞怪秀4:坏外公》BD中英双字",https://www.dy2018.com//i/92385.html,ftp://x:x@dx.dl1234.com:8006/[电影天堂www.dy2018.com]蠢蛋搞怪秀4坏外公BD中英双字.rmvb
1190,2013年韩国剧情片《强哲》BD韩语中字",https://www.dy2018.com//i/92374.html,ftp://v:v@dx.dl1234.com:8006/[电影天堂www.dy2018.com]强哲BD韩语中字.rmvb
1191,2013年美国6.9分喜剧片《最后的维加斯》BD中英双字",https://www.dy2018.com//i/92372.html,ftp://u:u@dx.dl1234.com:8006/[电影天堂www.dy2018.com]最后的维加斯BD中英双字.rmvb
1192,2013年美国尚格云顿惊悚动作片《仇敌当前》BD中英双字",https://www.dy2018.com//i/92370.html,ftp://t:t@da.dl1234.com:8006/[电影天堂www.dy2018.com]仇敌当前BD中英双字.rmvb
1193,2013年美国喜剧爱情片《查理必死》BD中英双字",https://www.dy2018.com//i/92362.html,ftp://s:s@dx.dl1234.com:8006/[电影天堂www.dy2018.com]查理必死BD中英双字.rmvb
1194,2013年美国8.1分动作冒险片《菲利普船长》BD中英双字",https://www.dy2018.com//i/92359.html,ftp://r:r@dx.dl1234.com:8006/[电影天堂www.dy2018.com]菲利普船长BD中英双字.rmvb
1195,2013年英国9.4分BBC电视台特辑片《博士之日》BD中英双字",https://www.dy2018.com//i/92277.html,ftp://o:o@da.dl1234.com:8006/[电影天堂www.dy2018.com]博士之日BD中英双字.rmvb
1196,2013年美国6.8分剧情传记片《白宫管家》BD中英双字",https://www.dy2018.com//i/92255.html,ftp://9:9@dx.dl1234.com:8006/[电影天堂www.dy2018.com]白宫管家BD中英双字.rmvb
1197,2013年美国7.7分喜剧传记片《弗鲁特韦尔车站》BD中英双字",https://www.dy2018.com//i/92250.html,ftp://8:8@da.dl1234.com:8006/[电影天堂www.dy2018.com]弗鲁特韦尔车站BD中英双字.rmvb
1198,周末经典任贤齐范晓萱爱情片《明天记得爱上我》BD国粤双语",https://www.dy2018.com//i/92141.html,ftp://o:o@da.dl1234.com:8006/明天记得爱上我BD国粤双语[电影天堂www.dy2018.com].mkv
1199,2013年美国8.1分惊悚犯罪片《囚徒》BD中英双字",https://www.dy2018.com//i/92130.html,ftp://i:i@da.dl1234.com:8006/[电影天堂www.dy2018.com]囚徒BD中英双字.rmvb
1200,2013年国产悬疑惊悚片《冷瞳》BD中英双字",https://www.dy2018.com//i/92123.html,ftp://m:m@d3.dl1234.com:8006/[电影天堂www.dy2018.com]冷瞳BD中英双字.mkv
1201,2014年王祖蓝杜汶泽喜剧片《黑色喜剧》BD国粤双语中字",https://www.dy2018.com//i/94176.html,ftp://z:z@d3.dl1234.com:8006/黑色喜剧BD国粤双语中字[电影天堂www.dy2018.com].mkv
1202,2013年美国动作奇幻片《圣杯神器：骸骨之城》BD中英双字",https://www.dy2018.com//i/92007.html,ftp://f:f@dx.dl1234.com:8006/[电影天堂www.dy2018.com]圣杯神器骸骨之城BD中英双字.rmvb
1203,2013年美国7.0分喜剧奇幻片《世界末日》BD中英双字修复版",https://www.dy2018.com//html/gndy/dyzz/20130916/91834.html,ftp://7:7@da.dl1234.com:8006/[电影天堂www.dy2018.com]世界末日BD中英双字修复版.rmvb
1204,2013年美国7分动作犯罪片《双龙出手》BD中英双字",https://www.dy2018.com//i/92088.html,ftp://6:6@dx.dl1234.com:8006/[电影天堂www.dy2018.com]双龙出手BD中英双字.rmvb
1205,周末经典青春回忆片《致我们终将逝去的青春》BD国粤双语中字",https://www.dy2018.com//html/gndy/dyzz/20130516/42267.html,ftp://5:5@dhd.dl1234.com:8006/致我们终将失去的青春BD国粤双语中字[电影天堂www.dy2018.com].mkv
1206,《娱乐圈之姐妹》附最新全部国产'秀电影'大合集",https://www.dy2018.com//i/91998.html,ftp://dygod1:dygod1@d079.dygod.org:9085/[电影天堂-www.dy2018.net].女人公敌.HD.720p.国语中字.rmvb
1207,2013美国8.2分冒险动画片《怪兽大学》BD国英双语双字典藏版",https://www.dy2018.com//html/gndy/dyzz/20130721/42777.html,ftp://o:o@dx.dl1234.com:8006/怪兽大学BD国语双语中英双字[电影天堂www.dy2018.com].mkv
1208,周末经典美国动画大片《卑鄙的我》BD国英双语双字典藏版",https://www.dy2018.com//html/gndy/dyzz/20101127/29578.html,ftp://l:l@da.dl1234.com:8006/[电影天堂www.dy2018.com]卑鄙的我BD中英双字双语.mkv
1209,2013年美国7.9分动作大片《惊天危机》BD中英双字",https://www.dy2018.com//html/gndy/dyzz/20130805/91598.html,ftp://k:k@da.dl1234.com:8006/惊天危机BD中英双字[电影天堂www.dy2018.com].rmvb
1210,国庆献礼动作犯罪巨制《蝙蝠侠前传3部全集》BD双语双字典藏版",https://www.dy2018.com//i/91933.html,ftp://1:1@d7.dl1234.com:8006/蝙蝠侠前传1侠影之谜BD国英双语中英双字[电影天堂www.dy2018.com].mkv
1211,2013年张家辉热血动作片《激战》BD国语中字",https://www.dy2018.com//i/91896.html,ftp://c:c@da.dl1234.com:8006/激战HD国语中字[电影天堂www.dy2018.com].mkv
1212,2013年美国R级喜剧片《宿醉3》BD中英双字附1与2的链接",https://www.dy2018.com//html/gndy/dyzz/91854.html,ftp://10:10@dx.dl1234.com:8006/[电影天堂www.dy2018.com]宿醉3BD中英双字.mkv
1213,2013韩国惊悚犯罪大片《恐怖直播》BD精校韩语中字",https://www.dy2018.com//html/gndy/dyzz/20130912/91819.html,ftp://1:1@d7.dl1234.com:8006/恐怖直播BD韩语中字(电影天堂www.dy2018.com).mkv
1214,2013年美国6.2分剧情犯罪片《珠光宝气》BD中英双字",https://www.dy2018.com//html/gndy/dyzz/20130906/91787.html,ftp://u:u@dx.dl1234.com:8006/[电影天堂www.dy2018.com]珠光宝气BD中英双字.rmvb
1215,2013郭敬明剧情爱情大片《小时代2青木时代》BD国语",https://www.dy2018.com//html/gndy/dyzz/20130815/91658.html,ftp://x:x@da.dl1234.com:8006/[电影天堂www.dy2018.com]小时代2BD国语.rmvb
1216,2013年彭于晏白百何爱情喜剧片《分手合约》超高清HDTV",https://www.dy2018.com//html/gndy/dyzz/20130706/42666.html,ftp://ss:ss@d3.dl1234.com:8006/[电影天堂www.dy2018.com]分手合约超高清HD.rmvb
1217,2013美国高评分剧情片《密西西比河上的玛德》BD中英双字",https://www.dy2018.com//html/gndy/dyzz/2013-07-25/91542.html,ftp://t:t@dx.dl1234.com:8006/[电影天堂www.dy2018.com]密西西比河上的玛德BD中英双字.rmvb
1218,2013年韩国7.3分恐怖惊悚片《杀人漫画 》720P韩语中字",https://www.dy2018.com//html/gndy/dyzz/20130809/91625.html,ftp://6:6@dx.dl1234.com:8006/[电影天堂-www.dy2018.com]杀人漫画720P韩语中字.mkv
1219,2013年美国6.8分动画冒险片《森林战士》BD精校中英双字",https://www.dy2018.com//html/gndy/dyzz/20130807/91618.html,ftp://3:3@dx.dl1234.com:8006/[电影天堂www.dy2018.com]森林战士BD中英双字.rmvb
1220,2013年美国5.2分轻喜剧《盛大婚礼》720P中英双字",https://www.dy2018.com//html/gndy/dyzz/20130802/91567.html,ftp://s:s@da.dl1234.com:8006/[电影天堂www.dy2018.com]盛大婚礼720P中英双字.rmvb
1221,2012年日美6.1分半历史记录片《审判天皇》720P中英双字",https://www.dy2018.com//html/gndy/dyzz/20130802/91568.html,ftp://e:e@dx.dl1234.com:8006/[电影天堂www.dy2018.com]天皇720P中英双字幕.rmvb
1222,2013美国喜剧恐怖片《惊声尖笑5》720p中英双字",https://www.dy2018.com//html/gndy/dyzz/20130722/42779.html,ftp://8:8@dy.dl1234.com:8006/[电影天堂www.dy2018.com]惊声尖笑5BD中英双字幕.rmvb
1223,2013年动作《维京传奇：最黑暗的一天》720p.高清中字",https://www.dy2018.com//html/gndy/dyzz/20130720/42769.html,ftp://dy2018com:dy@dy.dl1234.com:8006/[电影天堂www.dy2018.com]维京传奇最黑暗的一天720p文字.rmvb
1224,2013年印度剧情喜剧片《律界新手》720P中英双字",https://www.dy2018.com//html/gndy/dyzz/20130729/91554.html,ftp://d:d@dx.dl1234.com:8006/[电影天堂www.dy2018.com]律界新手720P.rmvb
1225,2012年惊悚《近墨者黑》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130714/42746.html,ftp://dygod1:dygod1@d070.dygod.org:1085/[电影天堂www.dy2018.net].近墨者黑.BD.720p.中英双字幕.rmvb
1226,2012年惊悚《激情/挑情杀局》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130714/42747.html,ftp://dygod1:dygod1@d079.dygod.org:9098/[电影天堂www.dy2018.net].激情.BD.720p.中英双字幕.rmvb
1227,2013年林心如剧情《倾城》720p.HD国语中字",https://www.dy2018.com//html/gndy/dyzz/20130712/42734.html,ftp://dygod1:dygod1@d070.dygod.org:1084/[电影天堂-www.dy2018.net].倾城.HD.720p.国语中字.mkv
1228,2012年恐怖动作《嗜血狂魔》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130712/42735.html,ftp://dygod1:dygod1@d079.dygod.org:9097/[电影天堂www.dy2018.net].嗜血狂魔.BD.720p.中英双字幕.rmvb
1229,2013年杰森?斯坦森动作《蜂鸟》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130711/42726.html,ftp://dygod1:dygod1@d139.dygod.org:9025/[电影天堂www.dy2018.net].蜂鸟.BD.720p.中英双字幕.rmvb
1230,2013年奇幻动画《剑风传奇 黄金时代篇3：降临》720p.BD中字",https://www.dy2018.com//html/gndy/dyzz/20130710/42716.html,ftp://dygod1:dygod1@d070.dygod.org:1082/[电影天堂-www.dy2018.net].剑风传奇黄金时代篇3：降临.BD.720p.中文字幕.rmvb
1231,2013年高分传记剧情《42号传奇》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130710/42717.html,ftp://dygod1:dygod1@d079.dygod.org:9095/[电影天堂www.dy2018.net].42号传奇.BD.720p.中英双字幕.rmvb
1232,2013年神秘惊悚《索命记忆》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130709/42705.html,ftp://dygod1:dygod1@d079.dygod.org:9094/[电影天堂www.dy2018.net].索命记忆.BD.720p.中英双字幕.rmvb
1233,2013年动作《特种部队2：全面反击》DVD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130709/42706.html,ftp://dygod1:dygod1@d070.dygod.org:1081/[电影天堂-www.dy2018.net].特种部队2：全面反击DVD中英双字幕.rmvb
1234,2013年冒险动画《疯狂原始人》HD国英双语中字",https://www.dy2018.com//html/gndy/dyzz/20130708/42696.html,ftp://dygod1:dygod1@d070.dygod.org:1080/[电影天堂-www.dy2018.net].疯狂原始人.HD.1024x576.国英双语中字.mkv
1235,2013年喜剧《北漂鱼》1024x576.HD国语中字",https://www.dy2018.com//html/gndy/dyzz/20130708/42697.html,ftp://dygod1:dygod1@d079.dygod.org:9093/[电影天堂www.dy2018.net].北漂鱼.HD.1024x576.国语中字.rmvb
1236,2013年郭富城/张家辉《同谋》720p.BD国粤双语中字",https://www.dy2018.com//html/gndy/dyzz/20130706/42667.html,ftp://dygod1:dygod1@d139.dygod.org:9023/[电影天堂www.dy2018.net].同谋.BD.720p.国粤双语中字.mkv
1237,2013年剧情《中国合伙人》720p.HD国语中字",https://www.dy2018.com//html/gndy/dyzz/20130704/42646.html,ftp://dygod1:dygod1@d245.dygod.org:6017/[电影天堂www.dy2018.net].中国合伙人.HD.720p.国语中字.rmvb
1238,2013年爱情喜剧《爱在招生部》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130704/42647.html,ftp://dygod1:dygod1@d139.dygod.org:9022/[电影天堂www.dy2018.net].爱在招生部.BD.720p.中英双字幕.rmvb
1239,2012年剧情《松林外/末路车神》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130703/42638.html,ftp://dygod1:dygod1@d079.dygod.org:9091/[电影天堂www.dy2018.net].松林外.BD.720p.中英双字幕.rmvb
1240,2013年恐怖《鬼玩人4/尸变》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130703/42641.html,ftp://dygod1:dygod1@d139.dygod.org:9021/[电影天堂www.dy2018.net].鬼玩人.BD.720p.中英双字幕.rmvb
1241,2013年科幻动画《超人之挣脱束缚》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130701/42614.html,ftp://dygod1:dygod1@d070.dygod.org:1079/[电影天堂-www.dy2018.net].超人之挣脱束缚.BD.720p.中英双字幕.rmvb
1242,2012年喜剧《春假》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130629/42603.html,ftp://dygod1:dygod1@d245.dygod.org:6014/[电影天堂www.dy2018.net].春假.BD.720p.中英双字幕.rmvb
1243,2013年惊悚动作《白宫陷落》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130628/42593.html,ftp://dygod1:dygod1@d245.dygod.org:6013/[电影天堂www.dy2018.net].白宫陷落.BD.720p.中英双字幕.rmvb
1244,2012年喜剧《末日灾难》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130628/42594.html,ftp://dygod1:dygod1@d079.dygod.org:9090/[电影天堂www.dy2018.net].末日灾难.BD.720p.中英双字幕.rmvb
1245,2012年惊悚喜剧《黄铜茶壶》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130625/42573.html,ftp://dygod1:dygod1@d245.dygod.org:6011/[电影天堂www.dy2018.net].黄铜茶壶.BD.720p.中英双字幕.rmvb
1246,2013年动作《死人的复仇》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130624/42561.html,ftp://dygod1:dygod1@d139.dygod.org:9017/[电影天堂www.dy2018.net].死人的复仇.BD.720p.中英双字幕.rmvb
1247,2013年动作《告密者/毒火线》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130624/42566.html,ftp://dygod1:dygod1@d245.dygod.org:6010/[电影天堂www.dy2018.net].告密者.BD.720p.中英双字幕.rmvb
1248,2013年喜剧《21玩过界》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130624/42567.html,ftp://dygod1:dygod1@d079.dygod.org:9088/[电影天堂-www.dy2018.net].21玩过界.BD.720p.中英双字幕.rmvb
1249,2012年历史战争《白色严冬》720p.BD中英双字幕",https://www.dy2018.com//html/gndy/dyzz/20130621/42548.html,ftp://dygod1:dygod1@d245.dygod.org:6009/[电影天堂www.dy2018.net].白色严冬.BD.720p.中英双字幕.rmvb
1250,2013年动作《传说的拳头》1024x576.BD中字",https://www.dy2018.com//html/gndy/dyzz/20130621/42549.html,ftp://dygod1:dygod1@d139.dygod.org:9016/[电影天堂www.dy2018.net].传说的拳头.HD.1024x576.中文字幕.rmvb
1251,2013年爱情喜剧《北京遇上西雅图》720p.BD国粤双语中字",https://www.dy2018.com//html/gndy/dyzz/20130620/42542.html,ftp://dygod1:dygod1@d079.dygod.org:9086/[电影天堂-www.dy2018.net].北京遇上西雅图.BD.720p.国粤双语中字.mkv
1252,2013年动作《毒战/破冰》720p.BD国粤双语中字",https://www.dy2018.com//html/gndy/dyzz/20130619/42536.html,ftp://dygod1:dygod1@d139.dygod.org:9015/[电影天堂www.dy2018.net].毒战.BD.720p.国粤双语中字.mkv
1253,2013年动作《古惑仔：江湖新秩序》DVD国粤双语中字",https://www.dy2018.com//html/gndy/dyzz/20130618/42530.html,ftp://dygod1:dygod1@d070.dygod.org:1075/[电影天堂-www.dy2018.net].古惑仔：江湖新秩序.DVD.720x404.国粤双语中字.mkv
1254,2013年喜剧《女人公敌》720p.HD国语中字",https://www.dy2018.com//html/gndy/dyzz/20130618/42529.html,ftp://dygod1:dygod1@d079.dygod.org:9085/[电影天堂-www.dy2018.net].女人公敌.HD.720p.国语中字.rmvb
