USERID,ORDERDATE,ORDERID,AMOUNTINFO
64733,2016-02-12,4101662388,6.3
90459,2016-02-12,4128457559,6
66628,2016-02-12,4038732700,6
126521,2016-02-12,4082751223,6
54039,2016-02-12,4075490547,6
151094,2016-02-12,4112185497,6
96753,2016-02-12,4028853848,6
156793,2016-02-12,4107198071,6
117162,2016-02-12,4097103168,6
130469,2016-02-12,4100751113,6
99300,2016-02-12,4083009401,4.2
68862,2016-02-12,3906860720,3.9
105176,2016-02-12,4181554247,3.9
123480,2016-02-12,4097712448,3.9
152530,2016-02-12,4165949623,0.5
76198,2016-02-12,4185865133,0.5
126137,2016-02-12,4196111809,0.5
90735,2016-02-12,4184699633,0.5
145237,2016-02-13,4149870502,6688
118086,2016-02-13,4122414574,6439
151423,2016-02-13,4181616948,5980
114973,2016-02-13,4074768154,5288
114888,2016-02-13,4127243558,4599
63909,2016-02-13,4190993979,4499
136229,2016-02-13,4194049070,4499
111784,2016-02-13,4197557275,4399
146381,2016-02-13,4192499947,4199
123357,2016-02-13,4195895648,3999
151873,2016-02-13,4189370021,3999
164246,2016-02-13,4195193255,3988
147410,2016-02-13,4190497109,3926
70077,2016-02-13,4194465158,3899
132634,2016-02-13,3923368319,3799
57908,2016-02-13,4201573439,3456
94757,2016-02-13,4192576280,3386
155320,2016-02-13,4191346392,3299
129182,2016-02-13,4199048426,3299
60336,2016-02-13,4190823967,3299
158152,2016-02-13,4198007310,2699
158858,2016-02-13,4190677764,2679
74376,2016-02-13,3777841746,2599
96919,2016-02-13,4150897492,2586
144919,2016-02-13,4201295780,2573
118898,2016-02-13,4184236167,2499
68142,2016-02-13,4193205188,2399
127218,2016-02-13,4108428669,2398
135671,2016-02-13,4192712489,2299
72366,2016-02-13,4061942155,2286
151450,2016-02-13,4190263954,2199
130473,2016-02-13,4201298717,2199
147949,2016-02-13,4198369869,2150
123344,2016-02-13,3797747421,2099
156605,2016-02-13,4200423053,2078
51710,2016-02-13,3148359569,1999
131203,2016-02-13,3795420457,1888
76802,2016-02-13,4202452601,1799
128766,2016-02-13,4196310117,1799
62860,2016-02-13,4195151538,1499
52948,2016-02-13,4202007263,1448
119386,2016-02-13,4195417052,1399
138765,2016-02-13,4200824712,1399
120439,2016-02-13,4187466673,1369
75269,2016-02-13,4199378385,1348
119409,2016-02-13,4194260522,1299
125578,2016-02-13,4182355215,1249
76464,2016-02-13,4198793047,1199
162158,2016-02-13,4195692502,1199
159854,2016-02-13,4190408386,1198
103959,2016-02-13,4197788002,1198
56861,2016-02-13,4149387249,1186
120940,2016-02-13,4202057124,1086
93998,2016-02-13,4104411263,999
129497,2016-02-13,4191516786,999
142051,2016-02-13,4182355254,999
125255,2016-02-13,4179100235,968
101397,2016-02-13,4039466289,898
81533,2016-02-13,4197274504,888
65751,2016-02-13,4200407361,769
78779,2016-02-13,4197060167,699
81703,2016-02-13,4192439475,699
76254,2016-02-13,4192439968,699
70957,2016-02-13,4156841295,688
96811,2016-02-13,4097347774,599
150203,2016-02-13,4200943125,559
84903,2016-02-13,4201298289,499
109736,2016-02-13,4199433572,498
139136,2016-02-13,4194169279,439
111780,2016-02-13,4201440474,399
150602,2016-02-13,4197874701,378
88340,2016-02-13,4117580603,369
122137,2016-02-13,3568186626,318
95024,2016-02-13,4193745109,299
120846,2016-02-13,4194610477,299
129840,2016-02-13,4194109971,298
60011,2016-02-13,4196596412,289
96185,2016-02-13,4196027087,268
98402,2016-02-13,4019324961,219
81455,2016-02-13,4194055894,215
154915,2016-02-13,4201745208,208
101594,2016-02-13,4015503135,199
105350,2016-02-13,4186314513,199
128783,2016-02-13,4002361177,199
121308,2016-02-13,4188205790,199
109757,2016-02-13,4192268787,189
78920,2016-02-13,4192002633,183
132361,2016-02-13,4194423100,179
108401,2016-02-13,3378682174,169
66620,2016-02-13,4195743335,169
118428,2016-02-13,4199099596,149
82032,2016-02-13,4197428427,138
100470,2016-02-13,4199927476,138
65299,2016-02-13,4190830436,129
157626,2016-02-13,4129407793,128
126053,2016-02-13,3985994067,128
104030,2016-02-13,4197645069,119
58809,2016-02-13,4129452452,119
60365,2016-02-13,4184702281,119
105382,2016-02-13,4195998441,118
136724,2016-02-13,4180479128,118
110474,2016-02-13,4197317314,109
127890,2016-02-13,3622312399,109
131658,2016-02-13,4194488003,109
108890,2016-02-13,4201546541,99.9
145924,2016-02-13,4201186128,99.9
150962,2016-02-13,4181916247,99
152095,2016-02-13,4190968873,99
77234,2016-02-13,4190293634,99
132113,2016-02-13,3605412799,99
79168,2016-02-13,3983311193,89.9
138727,2016-02-13,4198536036,89
87778,2016-02-13,4191845628,89
70392,2016-02-13,4202545681,89
148501,2016-02-13,4194568993,89
141574,2016-02-13,4200029329,88
103632,2016-02-13,3906586124,88
66169,2016-02-13,4200790867,88
74185,2016-02-13,4150547622,86
159493,2016-02-13,4202650103,85
117733,2016-02-13,4196131529,81
135265,2016-02-13,4192233327,79
84415,2016-02-13,4199033272,75
71638,2016-02-13,4194061636,69
60310,2016-02-13,4187323140,69
73623,2016-02-13,4202343103,69
117256,2016-02-13,4190884881,69
71357,2016-02-13,4202457776,69
119637,2016-02-13,3814870797,59
152998,2016-02-13,4195494296,59
123592,2016-02-13,4192203268,59
86024,2016-02-13,4171021475,59
94366,2016-02-13,4199956633,59
98443,2016-02-13,4190249367,59
118664,2016-02-13,3983022399,59
120545,2016-02-13,4202813272,56.9
53549,2016-02-13,4148633195,55
86195,2016-02-13,3922732429,52
157129,2016-02-13,4171454733,51
64082,2016-02-13,4138601563,49
157192,2016-02-13,4115911454,49
82320,2016-02-13,4038774320,49
136497,2016-02-13,3465422315,49
145945,2016-02-13,4150294415,49
101135,2016-02-13,4195765073,49
101548,2016-02-13,4190922961,49
146890,2016-02-13,4196133217,49
103144,2016-02-13,4037446661,44
80808,2016-02-13,4070678446,39
110115,2016-02-13,4194745543,39
119960,2016-02-13,4148579967,39
106573,2016-02-13,4198842736,39
134879,2016-02-13,3983979473,39
67296,2016-02-13,4190367473,39
118638,2016-02-13,4190881612,39
110441,2016-02-13,4084211746,39
134220,2016-02-13,4195595923,38
119755,2016-02-13,4193764183,38
101344,2016-02-13,4190221156,35.9
110273,2016-02-13,4195534938,35
103320,2016-02-13,4163254471,31.5
105253,2016-02-13,4116293511,31
165020,2016-02-13,4201973181,29.9
145504,2016-02-13,4110612792,29.9
102757,2016-02-13,4202169670,29.8
99087,2016-02-13,4197584991,29
132960,2016-02-13,4192717567,29
77060,2016-02-13,3991114890,29
93292,2016-02-13,4107749828,28.5
88641,2016-02-13,4198473896,27.9
73503,2016-02-13,4190233728,27.9
116592,2016-02-13,4178960262,27.5
72749,2016-02-13,3852290674,26.9
120743,2016-02-13,4190784760,26.9
111459,2016-02-13,4191447616,26.9
66531,2016-02-13,4036653429,24.7
86206,2016-02-13,4022141351,23.9
123190,2016-02-13,4194923731,23
126353,2016-02-13,4111489048,21.9
95861,2016-02-13,4155754148,21.9
95287,2016-02-13,4190467443,19.9
164604,2016-02-13,4109474955,19.9
108024,2016-02-13,4190545080,19.9
74123,2016-02-13,4200131929,19.9
105009,2016-02-13,4141240157,19.9
61202,2016-02-13,4195370287,19.9
94129,2016-02-13,4195249189,19
130720,2016-02-13,4097121560,19
162852,2016-02-13,4159395216,19
127872,2016-02-13,3995073021,18.9
134433,2016-02-13,4202747899,17.9
119486,2016-02-13,4114824998,16.9
87007,2016-02-13,4141073015,15
156607,2016-02-13,4171329341,15
113455,2016-02-13,4192093269,15
161233,2016-02-13,4113152034,15
82449,2016-02-13,4115196844,14.7
111205,2016-02-13,4174083793,14.5
58377,2016-02-13,4172031437,14.5
156581,2016-02-13,3958464525,14.5
146430,2016-02-13,4112412346,14
112361,2016-02-13,3176506084,14
145583,2016-02-13,4111221378,13.9
155415,2016-02-13,4173694341,13.9
155366,2016-02-13,4107334995,13.9
64570,2016-02-13,4133720939,13.9
82794,2016-02-13,4174361287,13.2
162092,2016-02-13,4147832106,13.2
146195,2016-02-13,4104076709,13
112522,2016-02-13,4110790120,12
94129,2016-02-13,4197918687,12
73848,2016-02-13,4107156101,11.9
115747,2016-02-13,4102075026,11.9
117104,2016-02-13,3976596584,11
56187,2016-02-13,4198681204,11
69758,2016-02-13,4075365495,10.9
159190,2016-02-13,4191024367,10
164137,2016-02-13,3980155250,9.9
124145,2016-02-13,4117551865,9.9
153757,2016-02-13,4148978067,9.9
122864,2016-02-13,4109886403,9.9
74463,2016-02-13,4117208793,9.9
61279,2016-02-13,4110274204,9.9
84531,2016-02-13,4192745041,9.9
162764,2016-02-13,4110373516,9.9
141914,2016-02-13,4097397330,9.9
61160,2016-02-13,4097330539,9.9
71583,2016-02-13,4193233188,9.9
53825,2016-02-13,4072571687,9.8
151659,2016-02-13,4083903873,9
93681,2016-02-13,4109082142,9
93882,2016-02-13,4107978000,9
164475,2016-02-13,4192117777,9
73789,2016-02-13,4198342873,9
91330,2016-02-13,4081787178,8.9
93073,2016-02-13,4108185886,8.9
129971,2016-02-13,4112419455,8.9
53786,2016-02-13,4109032145,8.9
133409,2016-02-13,4134516628,7.8
78716,2016-02-13,4110696403,6.9
115433,2016-02-13,4202784339,6.8
115503,2016-02-13,4105500672,6.3
99344,2016-02-13,4110169908,6.3
74641,2016-02-13,4145439568,6
147843,2016-02-13,4187509256,5.9
74279,2016-02-13,4100779604,3.9
102258,2016-02-13,4082905369,3.9
164882,2016-02-13,4190400950,0.5
94164,2016-02-13,4201705323,0.5
113022,2016-02-13,4201833680,0.5
104887,2016-02-13,4199311958,0.5
113631,2016-02-13,4122182170,0.5
66891,2016-02-13,4194773193,0.5
157049,2016-02-13,4189182611,0.5
145602,2016-02-13,4178227571,0.5
133557,2016-02-13,4184883365,0.5
132823,2016-02-13,4202070060,0.5
98723,2016-02-14,4192175913,6899
150070,2016-02-14,4196603356,4799
135058,2016-02-14,4191972804,4729
90652,2016-02-14,4194822885,4668
144883,2016-02-14,4191518389,4548
145856,2016-02-14,4176084931,4299
158051,2016-02-14,4191046986,4299
52877,2016-02-14,4166410838,4298
154696,2016-02-14,3872454121,4259
148615,2016-02-14,4202312118,3999
96374,2016-02-14,4200878991,3999
62724,2016-02-14,4203035617,3999
148034,2016-02-14,4115419173,3888
121469,2016-02-14,4199422440,3780
116394,2016-02-14,4196218708,3749
128583,2016-02-14,4201184335,3699
157964,2016-02-14,3903095881,3699
97437,2016-02-14,4184097235,3488
100996,2016-02-14,4196008244,3444
90942,2016-02-14,4194718219,3399
106367,2016-02-14,4191128698,3299
55581,2016-02-14,4197881835,3149
82646,2016-02-14,4190081624,3099
139208,2016-02-14,4084550884,3099
118761,2016-02-14,4194182414,2999
102909,2016-02-14,4187737028,2699
109835,2016-02-14,4198149180,2699
101010,2016-02-14,4169138024,2699
146150,2016-02-14,4200983381,2599
104645,2016-02-14,4191935707,2599
115975,2016-02-14,4202355374,2586
84975,2016-02-14,4194026348,2499
53721,2016-02-14,4202495556,2488
114058,2016-02-14,4202532089,2429
90661,2016-02-14,4202458664,2429
108289,2016-02-14,4195550514,2366
145459,2016-02-14,4202289558,2365
67134,2016-02-14,4192252745,2344
126146,2016-02-14,4162109808,2344
133841,2016-02-14,3975401020,2344
102021,2016-02-14,4126496712,2299
117490,2016-02-14,4202342861,2286
152423,2016-02-14,4151537403,2199
73766,2016-02-14,4190585744,2199
58052,2016-02-14,4193784177,2199
93451,2016-02-14,4202248129,2099
116149,2016-02-14,4195671339,1999
94946,2016-02-14,4197431484,1999
71763,2016-02-14,4196147777,1999
152223,2016-02-14,4187666627,1998
144516,2016-02-14,4193344395,1759
86013,2016-02-14,3871425506,1699
134395,2016-02-14,4086072017,1680
59459,2016-02-14,4178285644,1599
100754,2016-02-14,4200180577,1599
141605,2016-02-14,4189575978,1499
150456,2016-02-14,4202214955,1448
51466,2016-02-14,4196267544,1419
145390,2016-02-14,4195651529,1378
124325,2016-02-14,4192182500,1199
53743,2016-02-14,4185811007,999
95324,2016-02-14,4033465919,999
71154,2016-02-14,4199582321,999
84198,2016-02-14,4192855213,999
51630,2016-02-14,4197485053,999
103786,2016-02-14,4196263991,999
73919,2016-02-14,4196802162,880
97650,2016-02-14,4197186769,859
149799,2016-02-14,4175111780,791
144238,2016-02-14,4200790317,790
148007,2016-02-14,4201485837,748
134113,2016-02-14,3594439024,699
53265,2016-02-14,4173138901,699
127171,2016-02-14,3863682274,599
110616,2016-02-14,4201375849,569
157432,2016-02-14,4194062755,519
118243,2016-02-14,4194525195,438
78467,2016-02-14,4186907823,399
80135,2016-02-14,4191162856,399
161764,2016-02-14,4084176463,398
64311,2016-02-14,4198526583,318
85700,2016-02-14,4185136641,318
102144,2016-02-14,3906509090,295
87163,2016-02-14,4197645031,295
79389,2016-02-14,4195922549,249
54913,2016-02-14,4082283334,249
91405,2016-02-14,4191291078,239
136356,2016-02-14,4201963579,239
101010,2016-02-14,4171611531,229
56908,2016-02-14,4195574451,205
91549,2016-02-14,4108921428,199
120107,2016-02-14,4190294149,199
161906,2016-02-14,4191380383,195
69689,2016-02-14,4196084854,189
55186,2016-02-14,4197274527,179
162066,2016-02-14,4199593608,169
96729,2016-02-14,3551599827,169
134179,2016-02-14,4197502185,168
161757,2016-02-14,4191177516,159
127604,2016-02-14,4191067667,159
160287,2016-02-14,4201803399,148
120751,2016-02-14,4189644242,139
105863,2016-02-14,4201672508,139
108963,2016-02-14,4202540848,134
158823,2016-02-14,4198195697,129
95379,2016-02-14,4176159274,119
71146,2016-02-14,4197247358,118
103486,2016-02-14,4193690396,109
134204,2016-02-14,4185198419,99.9
162309,2016-02-14,4193808619,99
150064,2016-02-14,4195925496,99
101807,2016-02-14,4199364809,99
64335,2016-02-14,4199145350,96.3
94437,2016-02-14,4197702139,89
63992,2016-02-14,4193459531,88
57747,2016-02-14,3912818977,88
99939,2016-02-14,4190079496,88
114542,2016-02-14,4196268685,79
63326,2016-02-14,4197485067,79
68080,2016-02-14,4197965150,79
77112,2016-02-14,3992311293,79
124823,2016-02-14,4193569485,78
149703,2016-02-14,4104711237,75
112057,2016-02-14,4189884315,69
70770,2016-02-14,4200068451,69
98880,2016-02-14,4140668082,69
87079,2016-02-14,4195823557,59
60967,2016-02-14,4198252526,59
97147,2016-02-14,4201038016,59
149407,2016-02-14,4140332745,59
60246,2016-02-14,4137584817,59
136889,2016-02-14,4201636439,59
114829,2016-02-14,4035336888,59
98763,2016-02-14,4160683406,59
124041,2016-02-14,4193361143,59
63400,2016-02-14,4183848603,52
103071,2016-02-14,4152656292,49.9
97135,2016-02-14,4195884305,49
82015,2016-02-14,4139611942,49
82274,2016-02-14,4167902375,45
145729,2016-02-14,4190316238,44.9
111346,2016-02-14,3730868344,44.9
117966,2016-02-14,4194512056,44
102708,2016-02-14,4193032524,39.9
116858,2016-02-14,4191598376,39.9
88961,2016-02-14,4078862694,39
54968,2016-02-14,4172959944,39
110856,2016-02-14,4202857069,39
76127,2016-02-14,4191826043,39
146213,2016-02-14,4139369077,37.4
155672,2016-02-14,3774624578,35
151790,2016-02-14,4186404861,35
140681,2016-02-14,4194745543,35
59215,2016-02-14,4190138916,30.9
114961,2016-02-14,4191677200,29
113677,2016-02-14,4200612321,29
108656,2016-02-14,4201089367,29
84184,2016-02-14,4196820138,29
60003,2016-02-14,4148982614,25.8
72987,2016-02-14,4188166713,24
159925,2016-02-14,4198185813,23.9
149190,2016-02-14,4171415275,23.9
126433,2016-02-14,4177988476,23.8
89542,2016-02-14,4022924524,22.9
88812,2016-02-14,4186306958,21.9
62546,2016-02-14,4194571566,19.9
157907,2016-02-14,4192161918,19.9
149382,2016-02-14,4198895398,19.9
80317,2016-02-14,4117139197,19.9
61361,2016-02-14,4199205281,19.9
124228,2016-02-14,4196091329,19.9
84468,2016-02-14,4154769429,19.9
123836,2016-02-14,4195476243,19.5
101554,2016-02-14,4198685882,19
144841,2016-02-14,4074296550,18.9
69275,2016-02-14,3979768428,18.9
127832,2016-02-14,4171892257,18
71773,2016-02-14,4201152732,17.9
128841,2016-02-14,4097610988,16.6
78922,2016-02-14,4184053673,15.9
150664,2016-02-14,4198270999,15.9
89525,2016-02-14,4162106515,15
70475,2016-02-14,4099270132,14
58170,2016-02-14,4097338401,13.9
74704,2016-02-14,4115874872,13.9
58670,2016-02-14,4117471479,13.9
78505,2016-02-14,4180141033,13.9
139140,2016-02-14,4119011972,12.5
127310,2016-02-14,4107119235,12.5
55184,2016-02-14,4159002878,11.9
140167,2016-02-14,4190958265,11.9
161653,2016-02-14,4173694742,11.9
80271,2016-02-14,4106184799,11.9
135612,2016-02-14,4079672141,10.9
123601,2016-02-14,4116292021,10.9
117783,2016-02-14,4111320636,10.9
107587,2016-02-14,4173977329,10.9
163331,2016-02-14,4195271502,10
140043,2016-02-14,4116476154,9.9
158235,2016-02-14,4141683039,9.9
87980,2016-02-14,4099169660,9.9
115975,2016-02-14,4037223705,9.9
154080,2016-02-14,3999103430,9.9
145070,2016-02-14,4080088334,9.9
112237,2016-02-14,3988455195,9.9
110204,2016-02-14,4104559311,9.9
164323,2016-02-14,4108777930,9.9
134548,2016-02-14,4171419457,9.9
58430,2016-02-14,4177585507,9.9
149487,2016-02-14,4179311594,9.9
51793,2016-02-14,4107999532,9.9
89617,2016-02-14,3991722545,9.9
89417,2016-02-14,4175087099,9.8
124359,2016-02-14,4194071372,9
140472,2016-02-14,4106341031,8.9
52898,2016-02-14,4190980995,8.9
53103,2016-02-14,4187572604,8
119557,2016-02-14,4191117167,6.9
103572,2016-02-14,4116291960,6.9
111253,2016-02-14,4129272001,6.9
127494,2016-02-14,4108824710,6.9
71983,2016-02-14,3946110441,6.8
147943,2016-02-14,3980225710,6.8
141607,2016-02-14,4023302633,6.6
100620,2016-02-14,4198629622,6.3
138994,2016-02-14,4099709798,5.9
58236,2016-02-14,4158954146,5.9
83662,2016-02-14,4195654972,0.5
107393,2016-02-14,4186204952,0.5
127451,2016-02-14,4185835880,0.5
61689,2016-02-14,4198266149,0.5
95269,2016-02-14,4195584674,0.5
154178,2016-02-14,4199352201,0.5
63956,2016-02-14,4193504447,0.5
72310,2016-02-15,4194194558,17208
139431,2016-02-15,4185720512,9588
74797,2016-02-15,4192056466,6899
82141,2016-02-15,4187673250,6899
78181,2016-02-15,3974082426,4299
125269,2016-02-15,4190498029,3926
125716,2016-02-15,4195285841,3899
86701,2016-02-15,4191437278,3799
162748,2016-02-15,4172018521,3780
113503,2016-02-15,4200790621,3699
123349,2016-02-15,4195789480,3699
130241,2016-02-15,4189427474,3599
98906,2016-02-15,4197246120,3599
150166,2016-02-15,3575320064,3599
63900,2016-02-15,4198555089,3499
143668,2016-02-15,4196200811,3399
74638,2016-02-15,4118214714,3199
151697,2016-02-15,4195368486,3099
155983,2016-02-15,4196883692,2999
94213,2016-02-15,4159623979,2988
134028,2016-02-15,4196580929,2988
103522,2016-02-15,4171783452,2888
84334,2016-02-15,4195642370,2799
125560,2016-02-15,4198160595,2769
104690,2016-02-15,4201281080,2599
55957,2016-02-15,4193620060,2566
77947,2016-02-15,4197976404,2499
79358,2016-02-15,4190347817,2499
102661,2016-02-15,4198080792,2499
89502,2016-02-15,4118104601,2365
117127,2016-02-15,3945002302,2344
52581,2016-02-15,3949565237,2286
92500,2016-02-15,4198665937,2199
78737,2016-02-15,4196982420,1999
118747,2016-02-15,4183831954,1988
51279,2016-02-15,4198317688,1980
112028,2016-02-15,4201392666,1899
162133,2016-02-15,4195501069,1899
128343,2016-02-15,4202060043,1888
98304,2016-02-15,4197413420,1599
60182,2016-02-15,4198983447,1599
68574,2016-02-15,4196250111,1599
151984,2016-02-15,4193010351,1499
73913,2016-02-15,3979900583,1449
158809,2016-02-15,4190531588,1399
156023,2016-02-15,4183130252,1249
59895,2016-02-15,4177429508,1198
110094,2016-02-15,4185104360,1186
84037,2016-02-15,4192324751,1099
132348,2016-02-15,4192213859,999
101966,2016-02-15,4198790234,999
89782,2016-02-15,4195896266,889
67655,2016-02-15,4199565089,818
97414,2016-02-15,4191369522,799
97738,2016-02-15,4032328723,799
64306,2016-02-15,4190408378,798
56359,2016-02-15,4202436036,749
127046,2016-02-15,4202360239,749
87204,2016-02-15,4194751831,699
104341,2016-02-15,4167153950,499
98825,2016-02-15,4135640601,498
85880,2016-02-15,4195294832,488
108815,2016-02-15,4197582826,469
120217,2016-02-15,4193933240,458
53289,2016-02-15,4196020160,448
88667,2016-02-15,4201569874,439
53971,2016-02-15,4144935189,399
152523,2016-02-15,4202686623,399
147665,2016-02-15,4201237566,398
63884,2016-02-15,4050634558,339
147096,2016-02-15,4182022013,329
94213,2016-02-15,4172542110,299
116710,2016-02-15,4196437563,289
91794,2016-02-15,4198409788,289
139494,2016-02-15,4191860802,269
77516,2016-02-15,4183928237,268
127350,2016-02-15,4201974615,249
89322,2016-02-15,4196721324,248
108780,2016-02-15,4100345892,239
97344,2016-02-15,4131010066,229
95207,2016-02-15,4197478894,219
105218,2016-02-15,4195133070,219
125262,2016-02-15,4117501436,218
141639,2016-02-15,4180128878,199
153984,2016-02-15,4192391465,199
78621,2016-02-15,4189245944,199
144071,2016-02-15,4125556864,198
74123,2016-02-15,4168660665,188
86872,2016-02-15,4173682337,179
144217,2016-02-15,4148226736,178
115149,2016-02-15,4158289734,169
100667,2016-02-15,4078441209,159
75937,2016-02-15,3589647234,149
103533,2016-02-15,4200703414,148
147936,2016-02-15,4199870258,139
163662,2016-02-15,4082444209,129
76871,2016-02-15,4190554327,129
97386,2016-02-15,4191264878,122
99931,2016-02-15,4150290345,118
57933,2016-02-15,4199662654,109.9
82997,2016-02-15,4181097518,109
96088,2016-02-15,4196692367,99
73423,2016-02-15,4198194470,99
113303,2016-02-15,4195020048,99
130779,2016-02-15,4192281033,99
141625,2016-02-15,4200601441,98
129610,2016-02-15,4191098514,79
153759,2016-02-15,4172872928,78
161046,2016-02-15,4174925710,78
116599,2016-02-15,4196712818,69
101733,2016-02-15,4199789122,69
157801,2016-02-15,4191521391,69
159601,2016-02-15,4193610909,69
91240,2016-02-15,4052205979,69
129017,2016-02-15,4195065431,68
109172,2016-02-15,4023241095,65.9
134659,2016-02-15,4199512300,59
101660,2016-02-15,4191612564,59
60884,2016-02-15,4191470438,59
100677,2016-02-15,4035516288,59
83939,2016-02-15,4191971811,59
131077,2016-02-15,4123011661,59
66978,2016-02-15,4004231742,59
123420,2016-02-15,4199922161,55
68875,2016-02-15,3991149537,55
146805,2016-02-15,4192615092,49
159305,2016-02-15,4201611695,49
105504,2016-02-15,4202191852,49
103372,2016-02-15,4171907329,49
67631,2016-02-15,4183130261,46.8
131148,2016-02-15,4195343898,44.9
156703,2016-02-15,4188274988,44
148239,2016-02-15,4198586561,42
99088,2016-02-15,4198357123,39.9
63905,2016-02-15,4202534862,39.9
130566,2016-02-15,4189498285,39.8
118053,2016-02-15,4188838970,39
160229,2016-02-15,3620724212,39
138544,2016-02-15,4194154180,39
126844,2016-02-15,4077540104,39
160960,2016-02-15,4197076777,35
67487,2016-02-15,4190437788,32
77926,2016-02-15,4193672148,31
109771,2016-02-15,4197407913,29.9
153422,2016-02-15,4175875509,29.9
110212,2016-02-15,4190807050,29.9
74114,2016-02-15,4199443881,29.8
159463,2016-02-15,4196185136,29
99478,2016-02-15,4014442477,29
140778,2016-02-15,4191999186,29
125402,2016-02-15,4198276155,29
117372,2016-02-15,4199396463,29
157292,2016-02-15,3980061496,29
141193,2016-02-15,4107629423,23
140155,2016-02-15,4189812846,22.9
127492,2016-02-15,3525516264,21.9
111198,2016-02-15,4108839680,21.6
115078,2016-02-15,4107783291,21.5
108019,2016-02-15,4131049280,20
74693,2016-02-15,4195841823,19.9
148723,2016-02-15,4196357535,19.9
59741,2016-02-15,4199499781,19.9
82153,2016-02-15,4194300371,19.9
145785,2016-02-15,4194124566,19.4
57834,2016-02-15,4190947631,19
104617,2016-02-15,4109725365,18.9
83607,2016-02-15,4202510143,17.9
98360,2016-02-15,4193235645,16
127496,2016-02-15,4158914536,15.9
96380,2016-02-15,4117063464,15
73315,2016-02-15,4168231291,15
130304,2016-02-15,4139694819,14.5
157230,2016-02-15,4110550038,14.5
123880,2016-02-15,4117204541,14
128020,2016-02-15,4148579967,14
135182,2016-02-15,4117106916,14
79026,2016-02-15,4189803783,14
142889,2016-02-15,4084442123,13.9
95406,2016-02-15,4099159788,13.9
60196,2016-02-15,4107948859,13.8
148642,2016-02-15,4107948855,13.8
160717,2016-02-15,4176906664,13.5
78063,2016-02-15,4109831515,12.9
109657,2016-02-15,4135529965,12.9
138874,2016-02-15,4131993249,12.5
108740,2016-02-15,4180668721,11.9
160806,2016-02-15,4107017689,11.9
87396,2016-02-15,4114622968,11.9
70816,2016-02-15,3980808923,10.9
54595,2016-02-15,4038526954,10.9
106419,2016-02-15,3990599646,10.9
146394,2016-02-15,4110634485,10.9
85156,2016-02-15,4173650317,10.9
159445,2016-02-15,4102612615,9.9
54885,2016-02-15,4099062222,9.9
163400,2016-02-15,4072023712,9.9
93819,2016-02-15,4139734869,9.9
118292,2016-02-15,4170217280,9.9
64313,2016-02-15,4075640207,9.9
119824,2016-02-15,4135510115,9.9
57345,2016-02-15,4176747070,9.9
122133,2016-02-15,4111882966,9.9
142097,2016-02-15,4176382429,9.9
144525,2016-02-15,4107144039,9.9
52827,2016-02-15,4139740228,9.9
104913,2016-02-15,4099271449,9.9
82526,2016-02-15,4018059042,9.9
143478,2016-02-15,4107044006,9.9
66610,2016-02-15,4136802676,9.9
69890,2016-02-15,4097274286,9.9
60797,2016-02-15,4147948533,9.9
147421,2016-02-15,4081357846,9.9
60401,2016-02-15,4167290106,9.9
54146,2016-02-15,4108050791,9.9
65423,2016-02-15,4110373537,9.9
131915,2016-02-15,3600294948,9.9
149839,2016-02-15,4199259058,9.8
135414,2016-02-15,4099890543,9
143785,2016-02-15,4021836100,9
59442,2016-02-15,4198099780,9
52554,2016-02-15,3983778792,9
118224,2016-02-15,4021630841,8.9
103542,2016-02-15,4150743336,8.9
121325,2016-02-15,4167065612,8.9
62543,2016-02-15,4130071206,8.9
58776,2016-02-15,4121349689,8.9
157485,2016-02-15,4174261906,8.9
106534,2016-02-15,4072157950,8.9
111597,2016-02-15,4179031008,8.9
119329,2016-02-15,3967882710,7.8
111090,2016-02-15,4028679889,7.8
123561,2016-02-15,4159556038,6.9
120370,2016-02-15,4110696396,6.9
69426,2016-02-15,4200709631,6.8
67834,2016-02-15,4117497146,6.8
135143,2016-02-15,4106852251,6.8
126878,2016-02-15,4107150731,6.3
141321,2016-02-15,4111882925,6.3
98197,2016-02-15,4145903548,6.3
78321,2016-02-15,4104381923,6.3
69797,2016-02-15,4107424066,6.3
162224,2016-02-15,4134515513,6.3
89288,2016-02-15,4072219989,6.3
101854,2016-02-15,4099663654,6
130720,2016-02-15,4120386749,6
131230,2016-02-15,4189370939,6
118838,2016-02-15,4107261132,6
75402,2016-02-15,4149221317,5.9
99683,2016-02-15,4104575494,5.9
73913,2016-02-15,4126362563,5.9
92720,2016-02-15,4176060663,5.9
150597,2016-02-15,3981405035,0.5
56520,2016-02-16,4115755829,9399
106063,2016-02-16,4200685640,8498
64334,2016-02-16,4195161858,7199
162729,2016-02-16,4199427937,6188
115785,2016-02-16,4183872080,5499
152536,2016-02-16,4190686076,5199
85944,2016-02-16,4199775261,4899
106484,2016-02-16,4196504014,4699
128031,2016-02-16,3675525774,4399
76612,2016-02-16,4194823706,4280
93974,2016-02-16,4195157510,4099
107547,2016-02-16,4195672738,3999
94653,2016-02-16,4202917481,3999
155144,2016-02-16,4111652579,3999
128545,2016-02-16,4190497433,3926
86027,2016-02-16,4146663619,3869
157326,2016-02-16,4191700334,3699
126528,2016-02-16,4202690657,3599
68258,2016-02-16,4194555187,3599
68816,2016-02-16,4197340797,3599
