appcategory,appname,comments,company,install,love,platform,size,update,version
网上购物-快递,邮政员工自助,3,南京景桥软件有限公司,36.2万,48.00%,Android 4.2.x 以上,36.63MB,2018年04月09日,1.38.132
网上购物-快递,365骑士,0,沈阳众业科技有限公司,2.1万,暂无,Android 4.0.2 以上,15.67MB,2018年02月07日,5.3.0
网上购物-快递,京东众包,41,北京京东世纪贸易有限公司,53.9万,6.00%,Android 4.0.2 以上,15.68MB,2016年03月04日,2.0.1
网上购物-快递,中邮速递易,23,成都我来啦网格信息技术有限公司,86.1万,54.00%,Android 4.0.3 以上,32.35MB,2018年03月08日,5.5.2.000
网上购物-快递,富友快递员,2,上海富友电子商务有限公司,32.7万,100.00%,Android 3.0.0 以上,2.02MB,2017年07月28日,2.9
网上购物-快递,快递员助手,57,深圳市点易达科技有限公司,17.6万,100.00%,Android 2.3.7 以上,19.67MB,2018年03月26日,2.4.4
网上购物-快递,邮政手持,26,叶钊,40.8万,48.00%,Android 3.0.0 以上,12.41MB,2017年11月14日,2.2.4.2
网上购物-快递,安易递收寄版,0,中国电信股份有限公司福州分公司,6.6万,暂无,Android 2.2.x 以上,14.75MB,2017年02月08日,1.1.0
网上购物-快递,EMS,18,中国邮政速递物流股份有限公司,63.4万,49.00%,Android 2.2.x 以上,6.4MB,2014年11月05日,2.3
网上购物-快递,1919TMS,0,壹玖壹玖酒类平台科技股份有限公司,5625,暂无,Android 4.0.3 以上,24.7MB,2018年03月09日,2.2.1
网上购物-快递,e乐活,1,深圳中集电商物流科技有限公司,12.9万,100.00%,Android 4.0.3 以上,9.1MB,2017年08月16日,1.6.0
网上购物-快递,e栈快递员,0,深圳中集电商物流科技有限公司,7.8万,暂无,Android 4.0.3 以上,11.87MB,2017年11月16日,3.7.0
网上购物-快递,日日顺乐家,13,青岛日日顺乐家物联科技有限公司,5.8万,92.00%,Android 4.0.3 以上,14.54MB,2018年03月12日,5.2.15
网上购物-快递,百世汇通,3,,2.6万,暂无,Android 2.3.7 以上,5.8MB,2016年08月30日,1.0.04
网上购物-快递,银豹收银系统,0,,4470,暂无,Android 4.0.3 以上,8.16MB,2017年12月21日,1.0.2
网上购物-快递,江苏云柜,4,江苏云柜网络技术有限公司,5.8万,67.00%,Android 3.0.0 以上,9.7MB,2016年09月06日,3.1.1
网上购物-快递,物流来了,0,Google Play提供,7.2万,暂无,Android 4.3.x 以上,8.53MB,2016年07月27日,1.1.0
网上购物-快递,快递查,26,杨锦,13万,45.00%,Android 2.2.x 以上,724.61KB,2014年09月02日,2.8.3
网上购物-快递,邮证,2,广州车行易科技股份有限公司,17.4万,50.00%,Android 4.0.3 以上,21.51MB,2018年04月08日,3.1.0
网上购物-快递,物流配货宝,5,成都亿恩方科技有限公司,16.4万,暂无,Android 2.2.x 以上,2.08MB,2014年09月02日,1.2.6
网上购物-快递,小蜜蜂邮包包,0,,1.7万,暂无,Android 4.0.2 以上,9.46MB,2015年12月25日,2.5.12.08
网上购物-快递,如来神掌,1,美传天下,6.3万,暂无,Android 2.3.2 以上,2.72MB,2014年10月12日,2.0.941
网上购物-快递,快递单号查询,0,厦门云游数码科技有限公司,2.2万,暂无,Android 2.2.x 以上,1.68MB,2014年11月11日,1.0
网上购物-快递,陆鲸司机,671,浙江传化陆鲸科技有限公司,23.6万,100.00%,Android 4.0.2 以上,23.07MB,2018年01月08日,5.1.2
网上购物-小工具-快递,易快递,29,深圳海纳易捷网络技术有限公司,42.6万,暂无,Android 2.2.x 以上,5.34MB,2015年05月19日,V3.1.5
网上购物-快递,万顺物流全国通,0,郑州国联万顺信息科技有限公司,7.4万,暂无,Android 2.3.7 以上,2.66MB,2018年03月20日,1.0.90
网上购物-快递,江苏云柜,0,江苏云柜网络技术有限公司,2.9万,暂无,Android 3.0.0 以上,9.98MB,2016年09月27日,3.0.3
网上购物-快递,张家港市城市e管家,0,张家港市城市管理局,2.1万,暂无,Android 4.0.3 以上,22.08MB,2017年10月26日,2.3.4
网上购物-快递,快宝驿站,0,,2130,暂无,Android 4.1.x 以上,6.39MB,2018年01月03日,1.0.04
网上购物-快递,便民乐加,0,北京京东尚科信息技术有限公司,5.3万,暂无,Android 2.3.7 以上,3.33MB,2016年10月19日,2.4.0
网上购物-快递,一号货车司机,6,上海飞梭科技有限公司,42万,100.00%,Android 2.3.7 以上,34.18MB,2016年06月24日,2.6.4
网上购物-快递,安易递用户版,0,中国电信股份有限公司福州分公司,2.3万,暂无,Android 2.3.2 以上,11.75MB,2017年02月08日,1.0.2
网上购物-快递,天天快递,2,,2.3万,暂无,Android 2.2.x 以上,4.63MB,2016年08月28日,1.00
网上购物-快递,蜂巢,0,深圳市蜂联科技有限公司,3.8万,暂无,Android 4.0.2 以上,15.17MB,2016年08月11日,2.4.4
网上购物-快递,叭叭速配司机版,1,深圳市龙游云技术有限公司,8.4万,暂无,Android 4.1.x 以上,17.7MB,2018年03月22日,2.4.0.2
网上购物-快递,滴滴快送,0,新乡市智慧城市科技有限公司,1350,暂无,Android 2.2.x 以上,13.94MB,2018年02月12日,1.0.9
网上购物-快递,格格快递员,0,南京魔格信息科技有限公司,5.1万,暂无,Android 4.0.3 以上,14.21MB,2018年03月12日,2.4.8
网上购物-快递,邮件实名收寄系统,1,中国电信股份有限公司福州分公司,14.5万,暂无,Android 2.3.7 以上,21.32MB,2018年03月22日,1.3.8
网上购物-快递,邮政邮件跟踪查询,1,广东邮政,4.9万,100.00%,Android 1.6.0 以上,709.96KB,2014年09月02日,4.1
网上购物-快递,格格小区,4,南京魔格信息科技有限公司,16.6万,50.00%,Android 4.0.3 以上,12.21MB,2017年11月01日,2.4.1
网上购物-快递,菜鸟旺旺,0,深圳市前海爱开创科技有限公司,1.1万,暂无,Android 4.0.3 以上,8.48MB,2017年02月28日,2.8.3
网上购物-快递,快递查询,0,长沙合伙人文化传播有限公司,6600,暂无,Android 4.0.3 以上,3.22MB,2017年11月13日,1.1.0
网上购物-快递,货车在线,2,河南艾特信息技术有限公司,6.3万,暂无,Android 2.1.0 以上,3.21MB,2014年09月02日,1.0.4
网上购物-快递,货车司机宝,0,北京汇通天下物联科技有限公司,6.7万,暂无,Android 4.0.3 以上,18.01MB,2017年06月24日,v3.4.1g7
网上购物-快递,中通快递员,3,,3.1万,暂无,Android 2.3.7 以上,6.05MB,2015年12月09日,1.0.6
网上购物-快递,物通网配货车主版,105,北京物通时空网络科技开发有限公司,20.5万,暂无,Android 4.0.3 以上,25.68MB,2018年03月26日,3.9.0
网上购物-快递,重庆国税网票查验,1,重庆远见信息产业集团有限公司,2.5万,暂无,Android 2.2.x 以上,2.7MB,2015年07月24日,V1.2.3
网上购物-快递,EMS,0,中国邮政速递物流股份有限公司,2880,暂无,Android 4.0.2 以上,16.8MB,2018年02月22日,2.1.2
网上购物-快递,自由GO,0,成都智客出行科技有限公司,2745,暂无,Android 4.1.x 以上,29.36MB,2017年12月23日,3.1.0
网上购物-快递,好递快递员,5,北京好递软件有限公司,9.7万,暂无,Android 4.1.x 以上,50.84MB,2017年07月24日,5.2.6
网上购物-快递,叭叭速配货主版,0,深圳市龙游云技术有限公司,4.6万,暂无,Android 4.1.x 以上,16.9MB,2018年03月22日,2.3.0.2
网上购物-快递,快递易查,5,易查138,9.2万,50.00%,Android 1.6.0 以上,3.12MB,2015年01月30日,7.7.130912
网上购物-快递,邻家宅急送,0,上海邻趣网络科技有限公司,1.6万,暂无,Android 4.0.3 以上,18.42MB,2018年02月01日,6.7.5
网上购物-快递,快递物流单号查询平台,0,深圳市彩易宣移动互联网科技有限公司,7785,暂无,Android 3.0.0 以上,1.22MB,2017年12月16日,6.0
网上购物-快递,陆鲸货主,362,浙江传化陆鲸科技有限公司,2万,100.00%,Android 4.1.x 以上,23.3MB,2018年01月08日,5.1.0
网上购物-快递,山东出入境,0,上海浪潮云计算服务有限公司,3915,暂无,Android 4.0.2 以上,16.64MB,2017年06月12日,1.0.3
网上购物-快递,快递查询助手,0,sinyuee.com,4.2万,暂无,Android 1.6.0 以上,251.95KB,2014年09月02日,1.2
网上购物-快递,货车之家,0,,1.8万,暂无,Android 2.2.x 以上,6.9MB,2016年08月25日,1.0
网上购物-快递,嘀嗒快递,44,深圳市点易达科技有限公司,26.8万,78.00%,Android 2.3.7 以上,6.06MB,2016年08月10日,V1.5.5
网上购物-快递,快服务,20,北京快服务科技有限公司,3.7万,100.00%,Android 4.0.2 以上,19.6MB,2018年02月08日,6.1.1
网上购物-快递,远成店小二,0,,1650,暂无,Android 4.0.2 以上,6.14MB,2017年12月19日,2.23
网上购物-快递,物流帮帮,1,来自互联网,2.5万,100.00%,Android 4.0.2 以上,21.84MB,2017年05月05日,1.0.5.5
网上购物-快递,中国野鸟速查,0,深圳市载途科技有限公司,4290,暂无,Android 4.0.2 以上,33.72MB,2016年07月11日,2.3
网上购物-快递,百世招财进宝,0,,970,暂无,Android 4.0.3 以上,2.5MB,2016年12月24日,0.0.1
网上购物-快递,微掌柜,0,快宝（上海）网络技术有限公司,2400,暂无,Android 4.1.x 以上,10.44MB,2018年02月01日,1.4.00
网上购物-快递,腾云智联,0,深圳市鑫益嘉科技股份有限公司,3615,暂无,Android 4.0.2 以上,22.56MB,2018年03月08日,1.7
网上购物-快递,宝燕到家,0,上海秒浪电子科技有限公司,1785,暂无,Android 4.0.3 以上,10.2MB,2017年12月08日,2.3
网上购物-快递,驿站,0,广州金眼信息技术有限公司,4755,暂无,Android 2.2.x 以上,10.53MB,2016年09月01日,2.3.5
网上购物-快递,KMB  LW,0,KMB,3.6万,暂无,Android 2.3.2 以上,29.04MB,2016年05月07日,2.9.4
网上购物-快递,顺丰快递查询,2,红飞飞工作室,4.6万,暂无,Android 2.1.0 以上,1005.86KB,2014年09月05日,1.0
网上购物-快递,如徕神掌,0,上海辛瑞信息科技有限公司,1.8万,暂无,Android 4.2.x 以上,12.1MB,2016年07月15日,1.7.20160711
网上购物-快递,昆山市民,0,,1680,暂无,Android 4.1.x 以上,50.83MB,2017年12月18日,v2.5.0
网上购物-快递,快递查询,1,赵明雷,1.7万,暂无,Android 2.3.7 以上,2.06MB,2016年07月15日,2.8
网上购物-快递,罗计车宝,73,北京运科网络科技有限公司,8.5万,99.00%,Android 4.0.2 以上,14.94MB,2018年02月22日,3.10.0
网上购物-快递,国通快递,0,上海红楼快递集团有限公司,1485,暂无,Android 4.1.x 以上,7.85MB,2018年01月22日,1.1.5
网上购物-快递,一手活,0,深圳一手活信息技术股份有限公司,2.4万,暂无,Android 4.0.2 以上,7.92MB,2016年08月17日,3.0.0
网上购物-快递,全国快递追踪,10,陈材佳,3万,100.00%,Android 2.2.x 以上,1.12MB,2016年08月17日,5.0.2
网上购物-快递,沙师弟运力管家,44,广东沙师弟网络科技有限公司,6万,100.00%,Android 4.0.3 以上,14.54MB,2018年03月14日,3.7.3
网上购物-快递,豆芽,0,梦断代码,1059,暂无,Android 4.0.3 以上,3.18MB,2017年05月11日,1.0.0-beta.5
网上购物-快递,物流查询,0,,2.2万,暂无,Android 3.0.0 以上,1.34MB,2015年06月17日,1.1.20150616
网上购物-快递,米兔韩流,9,爱米兔,18.7万,42.00%,Android 4.1.x 以上,34.31MB,2018年02月07日,2.0.1
网上购物-快递,洛运通,0,洛阳捷融网络科技有限公司,2715,暂无,Android 4.1.x 以上,4.45MB,2017年07月13日,1.2.1
网上购物-快递,人脉客源多,17,钟祥市金楚家网络科技有限公司,1.3万,100.00%,Android 2.3.2 以上,7.3MB,2017年09月14日,1.5.5
网上购物-快递,爱水,106,上海三川爱水科技有限公司,21.1万,暂无,Android 4.3.x 以上,34.93MB,2018年02月22日,3.0.13
网上购物-快递,帮帮货车,0,河南仓金网络科技有限公司,7455,暂无,Android 4.0.3 以上,5.59MB,2017年11月02日,1.1.8
网上购物-快递,采吧,1,山东采吧网络科技有限公司,1.2万,暂无,Android 4.2.x 以上,22.12MB,2018年02月22日,4.2.1
网上购物-快递,货运滴滴司机端,2,,2.6万,暂无,Android 4.0.2 以上,2.14MB,2015年05月14日,1.0
网上购物-快递,快递E栈,2,南昌巨虎网络科技有限责任公司,1.4万,暂无,Android 4.0.2 以上,6.91MB,2015年07月08日,2.0.0
网上购物-快递,新医大一附院,0,苏州智康信息科技有限公司,3.2万,暂无,Android 2.3.7 以上,8.39MB,2017年08月17日,2.0.1
网上购物-快递,空气质量发布,0,北京墨迹风云科技股份有限公司,1680,暂无,Android 4.1.x 以上,5.68MB,2018年02月06日,1.2.9
网上购物-快递,买家秀,0,杭州耀秀电子商务有限公司,4650,暂无,Android 4.0.3 以上,20.7MB,2017年04月12日,1.1.4
网上购物-快递,微转领袖,1,杭州钜云科技有限公司,2万,100.00%,Android 4.1.x 以上,53.95MB,2017年02月23日,3.3.0
网上购物-快递,快跑者商户端,0,成都零点信息技术有限公司,3825,暂无,Android 4.0.2 以上,9.88MB,2018年02月26日,2.4.3
网上购物-快递,货车司机,0,,1740,暂无,Android 4.0.2 以上,20.16MB,2017年03月17日,1.0
网上购物-快递,熊猫快收,0,南京百米需供应链管理有限公司,9375,暂无,Android 4.0.2 以上,23.33MB,2017年01月17日,3.1.0.170103
网上购物-快递,钢叮,0,五矿电子商务有限公司,1455,暂无,Android 4.1.x 以上,25.17MB,2018年03月22日,3.0.9
网上购物-快递,微销通配货版,0,广州市凤南网络科技有限公司,790,暂无,Android 4.0.3 以上,3.1MB,2017年12月20日,1.0.2
网上购物-快递,邮政网,0,来自互联网,2万,暂无,Android 2.1.0 以上,6MB,2014年09月25日,1.0
网上购物-快递,PDA2,0,北京掌上先机网络科技有限公司,1035,暂无,Android 4.0.3 以上,3.1MB,2017年02月13日,2.2.9
网上购物-快递,黑龙江志愿服务,0,黑龙江东北数字出版传媒有限公司,2.7万,暂无,Android 2.2.x 以上,2.61MB,2015年05月13日,1.1.5
网上购物-快递,货运通,0,山东田润物流发展有限公司,1.2万,暂无,Android 3.0.0 以上,19.79MB,2016年06月01日,1.20
网上购物-快递,万全速配,0,福建凌跃科技发展有限公司,9555,暂无,Android 4.0.2 以上,11.94MB,2017年10月20日,2.2.1
网上购物-快递,美宜佳办公,0,,7455,暂无,Android 4.0.2 以上,12.01MB,2016年08月27日,1.1.0
网上购物-快递,爱运宝,0,成都爱运科技有限公司,1050,暂无,Android 4.0.3 以上,18.03MB,2018年04月10日,3.0.7
网上购物-快递,物流信息查询平台,0,本科信息,1845,暂无,Android 4.1.x 以上,11.09MB,2016年09月23日,2.0.1
网上购物-快递,实名盾管理版,0,天津万熹翼科技有限公司,3645,暂无,Android 4.0.3 以上,26.06MB,2018年01月12日,2.0.12
网上购物-快递,精准客源,0,,795,暂无,Android 4.1.x 以上,53.85MB,2017年12月18日,3.3.0
网上购物-快递,running man高清中字,0,芜湖魔方网络信息服务有限公司,1万,暂无,Android 2.3.2 以上,7.76MB,2014年12月26日,6.56
网上购物-快递,快递网,7,,1.1万,83.00%,Android 2.2.x 以上,5.41MB,2015年11月26日,1.0.0
网上购物-快递,小麦专业版,0,无锡英臻科技有限公司,979,暂无,Android 4.0.2 以上,10.48MB,2018年03月23日,2.6.4
网上购物-快递,韵达快递网,0,颜永峰,2.6万,暂无,Android 2.2.x 以上,583.01KB,2014年10月22日,1.0
网上购物-快递,同城快递,0,湖南潋宇信息技术有限公司,1.1万,暂无,Android 2.2.x 以上,984.38KB,2016年01月11日,1.0
网上购物-快递,快递到家监管版,0,中国电信股份有限公司福州分公司,1.3万,暂无,Android 2.3.2 以上,13.44MB,2018年03月30日,1.3.9
网上购物-快递,公子小白,0,深圳狗尾草智能科技有限公司,1.2万,暂无,Android 4.0.3 以上,12.4MB,2017年11月30日,3.2.4
网上购物-快递,嗒嗒配货,680,成都嗒嗒创客信息科技有限公司,34.2万,100.00%,Android 2.2.x 以上,14.02MB,2017年09月05日,01.01.0013
网上购物-快递,ATVCloud,0,来自海纳搜索,2.9万,暂无,Android 2.3.7 以上,10.16MB,2015年11月11日,V1.9.0
网上购物-快递,批发网,1,guoxinyu,1.7万,暂无,Android 2.1.0 以上,2.26MB,2014年09月02日,1.0.1
网上购物-快递,冰淇淋的做法,0,radical,3.4万,暂无,Android 2.2.x 以上,17.58MB,2014年09月02日,1.1
网上购物-快递,自由快送员,12,深圳市天幕信息科技有限公司,888,92.00%,Android 4.0.2 以上,26.78MB,2017年12月27日,1.5.1
网上购物-快递,远成快运,0,远成快运(上海)有限公司,8550,暂无,Android 4.0.3 以上,9.87MB,2016年11月07日,1.4
网上购物-快递,物流小秘（货主版）,0,北京易达小鸟科技有限公司,13.2万,暂无,Android 2.3.2 以上,9.57MB,2017年05月18日,4.0.2
网上购物-快递,爱抢购商家,0,上海多维度网络科技有限公司,8400,暂无,Android 4.0.2 以上,14.16MB,2017年11月06日,3.4.0
网上购物-快递,移动EKP,0,蓝凌软件,4.4万,暂无,Android 2.2.x 以上,2.83MB,2015年05月25日,3.2.1
网上购物-快递,日日顺,1,,3.3万,100.00%,Android 2.2.x 以上,6.12MB,2015年01月29日,1.1.1
网上购物-快递,客源助手,38,深圳市觉悟科技有限公司,1.5万,93.00%,Android 2.3.2 以上,6.81MB,2016年11月02日,1.1.12
网上购物-快递,裹裹抢单,0,,360,暂无,Android 4.1.x 以上,16.41MB,2017年12月22日,V1.1.5
网上购物-快递,控件,0,守护使,2万,暂无,Android 4.0.3 以上,4.03MB,2016年07月26日,6.1.2426
网上购物-快递,顺路直递,0,深圳市航海航空物流有限公司,2610,暂无,Android 2.3.2 以上,22.4MB,2018年01月16日,2.1.47
网上购物-快递,移动外勤平台,0,,315,暂无,Android 2.1.0 以上,2.83MB,2016年12月19日,2.4.5
网上购物-快递,指尖快递,4,贯通云网（北京）信息技术有限公司,20.7万,暂无,Android 4.2.x 以上,19.16MB,2017年09月05日,5.1.2
网上购物-快递,幸福寻甸,0,寻甸星立岚网络科技有限公司,5280,暂无,Android 4.2.x 以上,17.92MB,2018年04月04日,6.0
网上购物-快递,淘金猫网购频道,0,厦门守兔网络科技有限公司,390,暂无,Android 4.0.3 以上,23.33MB,2018年01月29日,2.0.1
网上购物-快递,滨州公安掌上交警一点通,0,滨州市公安局交通警察支队,1.6万,暂无,Android 4.1.x 以上,29.34MB,2017年05月08日,5.3.0.00
网上购物-快递,尾货宝,0,广州市国顺信息科技有限公司,2.6万,暂无,Android 2.2.x 以上,4.89MB,2015年03月27日,1.0.0
网上购物-快递,递拎宝3.0,1,上海递拎宝网络科技有限公司,2.2万,100.00%,Android 4.0.3 以上,26.84MB,2017年09月26日,3.3.7
网上购物-快递,微商客源神器,3,,2.4万,暂无,Android 4.1.x 以上,23.82MB,2016年07月06日,2.6.0
网上购物-快递,快递速查,0,Apache,879,暂无,Android 2.2.x 以上,763.67KB,2014年09月02日,3.0
网上购物-快递,一网通,0,北京鼎智思维市场信息咨询有限责任公司,1.8万,暂无,Android 2.2.x 以上,4.33MB,2014年09月10日,1.3.1
网上购物-快递,查快递,4,宋岩,2580,100.00%,Android 3.0.0 以上,3.08MB,2016年09月20日,1.4.3
网上购物-快递,优速掌控宝,11,深圳市掌控i智能技术有限公司,4万,暂无,Android 2.3.7 以上,2.25MB,2014年09月02日,4.1.3
网上购物-快递,Here Car,0,惠州市黑鹅共享科技有限公司,855,暂无,Android 4.0.2 以上,14.81MB,2018年02月07日,2.7.0
网上购物-快递,快递易,0,秦皇岛浩域文化传播有限公司,1.1万,暂无,Android 2.2.x 以上,18.92MB,2018年01月08日,V5.2.1
网上购物-快递,好多车找车找货(司机版),0,好多车联（深圳）科技有限公司,1.2万,暂无,Android 4.0.2 以上,15.17MB,2018年03月02日,4.5.5
网上购物-快递,韵达,0,liangfang9808,1.2万,暂无,Android 4.0.2 以上,1.17MB,2014年09月02日,1.22
网上购物-快递,IQ标准测试,1,大豆子,3.2万,暂无,Android 2.1.0 以上,1.64MB,2014年09月02日,7.0
网上购物-快递,安能宝,0,,3495,暂无,Android 2.2.x 以上,424.8KB,2016年08月26日,1.0
网上购物-快递,安能宝,0,,3495,暂无,Android 2.2.x 以上,424.8KB,2016年08月26日,1.0
网上购物-快递,店员助手,0,,531,暂无,Android 4.1.x 以上,17.42MB,2017年12月15日,2.3
网上购物-快递,力燕物流网,0,,1.2万,暂无,Android 2.1.0 以上,352.54KB,2016年02月01日,3.0
网上购物-快递,水果批发,0,,4875,暂无,Android 2.2.x 以上,1.57MB,2016年08月25日,1.0
网上购物-快递,奥凯航空,3,厦门市惠诚亨通信技术有限公司,1.1万,暂无,Android 2.0.0 以上,15.67MB,2015年06月05日,2.0.0
网上购物-快递,客源神器,2,安康市皓翔节能保温材料有限公司,4.9万,暂无,Android 4.0.2 以上,7.54MB,2016年05月03日,1.0.30
网上购物-快递,1号货的司机版,0,广州米豆信息科技有限公司,4.2万,暂无,Android 4.2.x 以上,23.4MB,2018年03月08日,4.4.3
网上购物-快递,餐馆无忧,0,北京米树科技有限公司,3万,暂无,Android 4.0.2 以上,6.27MB,2016年11月30日,2.3.5
网上购物-快递,惠龙易通车主版,0,惠龙易通国际物流股份有限公司,1.3万,暂无,Android 4.0.2 以上,11.06MB,2017年12月14日,4.0.9
网上购物-快递,爱买卖货源,5,成都星购途信息技术有限公司,1545,100.00%,Android 4.2.x 以上,19.69MB,2017年10月31日,2.0.0
网上购物-快递,速拉回程车,0,上海速拉网络科技有限公司,615,暂无,Android 4.1.x 以上,23.93MB,2017年11月14日,1.5.1
网上购物-快递,快递助手,0,天网,5.4万,暂无,Android 1.6.0 以上,644.53KB,2014年09月02日,4.52b
网上购物-快递,直通宝司机版,1,广东美的制冷设备有限公司,3.7万,暂无,Android 3.0.0 以上,11.62MB,2016年08月24日,2.0.20
网上购物-快递,腾云管家,0,福建腾云宝有限公司,1.5万,暂无,Android 4.0.3 以上,6.98MB,2017年12月15日,1.5.9
网上购物-快递,物流通,0,物流通信息网,2.8万,暂无,Android 2.2.x 以上,1.4MB,2014年09月02日,1.0.9
网上购物-快递,百家姓朗读版,0,佟阳,2万,暂无,Android 2.2.x 以上,13.8MB,2016年06月17日,2.17
网上购物-快递,易用宝,0,福建图灵时代网络科技有限公司,1.5万,暂无,Android 3.0.0 以上,4.55MB,2016年12月22日,1.3
网上购物-快递,执业兽医总题库,0,娄底市小芒网络科技有限公司,3600,暂无,Android 2.1.0 以上,11.35MB,2018年02月04日,4.21
网上购物-快递,香港地铁地图,0,来自互联网,5280,暂无,Android 2.3.7 以上,3.34MB,2017年02月25日,Hong Kong Metro
网上购物-快递,快递到家市民版,2,中国电信股份有限公司福州分公司,5.1万,暂无,Android 2.3.2 以上,12.79MB,2017年11月29日,1.1.1
网上购物-快递,批发佬,0,湖南聚一聚二网络科技有限公司,1.1万,暂无,Android 4.0.3 以上,14.42MB,2017年06月27日,5.4.3
网上购物-快递,顺网无线营销客户端,0,,9375,暂无,Android 2.2.x 以上,897.46KB,2016年08月30日,1.0
网上购物-快递,物流云交易,0,上海陆上货运交易中心有限公司,7635,暂无,Android 2.2.x 以上,8.95MB,2017年06月20日,1.0.2
网上购物-快递,UC奇趣段子,0,,825,暂无,Android 4.0.2 以上,10.48MB,2017年12月21日,3.0.2.979
网上购物-快递,百家姓朗读版,0,佟阳,2万,暂无,Android 2.2.x 以上,13.8MB,2016年06月17日,2.17
网上购物-快递,易用宝,0,福建图灵时代网络科技有限公司,1.5万,暂无,Android 3.0.0 以上,4.55MB,2016年12月22日,1.3
网上购物-快递,单号查询,0,,3885,暂无,Android 3.0.0 以上,1.34MB,2015年12月08日,1.2
网上购物-快递,康美健康管家,0,康美健康云服务有限公司,5340,暂无,Android 4.3.x 以上,59.03MB,2018年01月19日,3.3.3
网上购物-快递,货源宝,0,山西货通天下网络科技有限公司,555,暂无,Android 4.2.x 以上,29.34MB,2017年12月20日,1.0
网上购物-快递,车捕头,0,苏州羲和北斗电子科技有限公司,435,暂无,Android 4.0.2 以上,19.95MB,2017年12月27日,1.1.216
网上购物-快递,快货运司机,0,杭州快驰科技有限公司,3万,暂无,Android 2.3.2 以上,16.28MB,2017年08月14日,4.4.9
网上购物-快递,同城闪送,0,成都大搜索科技有限公司,1215,暂无,Android 4.4.4 以上,12.03MB,2018年04月04日,3.7
网上购物-快递,百万人脉,2,深圳市酷盈科技有限公司,2025,50.00%,Android 4.2.x 以上,15.39MB,2017年04月26日,1.12.6
网上购物-快递,快运滴货主,0,中物智福（福建）物流有限公司,20.5万,暂无,Android 4.4.4 以上,53.43MB,2018年03月21日,2.0.2
网上购物-快递,快递员,0,云床科技,4.4万,暂无,Android 2.3.2 以上,5.7MB,2015年05月24日,1.8.1
网上购物-快递,月亮天使,0,蓝月亮（中国）有限公司,9.2万,暂无,Android 3.0.0 以上,2.06MB,2016年01月22日,2.1.0
网上购物-快递,出入境移动App,0,,5235,暂无,Android 2.3.2 以上,3.59MB,2016年09月04日,1.0
网上购物-快递,中国茶叶网,0,掌商科技,1.4万,暂无,Android 2.2.x 以上,1.89MB,2016年06月07日,6.6
网上购物-快递,移动冷链,0,,980,暂无,Android 4.0.2 以上,4.52MB,2016年09月04日,1.0
网上购物-快递,随机点名,2,,2460,暂无,Android 2.2.x 以上,4.34MB,2015年12月09日,1.2
网上购物-快递,1号货的,0,广州米豆信息科技有限公司,4.2万,暂无,Android 4.2.x 以上,11.03MB,2018年02月24日,4.4.2
网上购物-快递,查字典-在线字典,1,厦门书生天下教育咨询有限公司,5145,暂无,Android 2.2.x 以上,2.78MB,2016年11月09日,1.1.1
网上购物-快递,水产养殖网,0,,9015,暂无,Android 2.2.x 以上,10.43MB,2015年11月21日,3.6.0
网上购物-快递,推推99,0,北京神鹰城讯科技有限公司,1.5万,暂无,Android 2.2.x 以上,4.91MB,2014年11月18日,1.0
网上购物-快递,货运宝,0,常州易呼通物流科技有限公司,2295,暂无,Android 4.0.2 以上,16.08MB,2017年11月30日,2.1.13
网上购物-快递,申通快递,19,,30.5万,暂无,Android 1.5.0 以上,9.89MB,2014年09月02日,0.1 beta
网上购物-快递,茶虫,12,山东茶虫网络科技有限公司,17.3万,暂无,Android 4.0.3 以上,9.92MB,2016年12月23日,2.2.1
网上购物-快递,准儿翻译,0,北京分音塔科技有限公司,380,暂无,Android 4.1.x 以上,83.82MB,2018年03月30日,1.2.6
网上购物-快递,掌上便利店,9,移联网信集团有限公司,11万,50.00%,Android 2.2.x 以上,10.99MB,2016年03月30日,2.8
网上购物-快递,搬运帮,0,搬运帮（北京）科技有限公司,1290,暂无,Android 4.4.4 以上,12.42MB,2018年03月06日,2.24c
网上购物-快递,Fossil Q,0,富思商贸（上海）有限公司,510,暂无,Android 4.4.4 以上,17.62MB,2018年03月07日,2.2.1
网上购物-快递,配货宝,0,my7c7c,2.7万,暂无,Android 2.3.2 以上,2.76MB,2014年09月06日,1.0
网上购物-快递,客灵通,0,,960,暂无,Android 4.0.3 以上,13.95MB,2017年03月09日,2.1.4
网上购物-快递,易邮,0,蓝芯,7830,暂无,Android 2.2.x 以上,3.68MB,2014年09月11日,1.23
网上购物-快递,沙师弟同城配送,0,广东沙师弟网络科技有限公司,624,暂无,Android 4.1.x 以上,23.59MB,2018年03月15日,2.1.2
网上购物-快递,微商客源达人,-1,钟祥市金楚家网络科技有限公司,1.8万,100.00%,Android 2.3.2 以上,5.26MB,2017年08月19日,1.1.8
网上购物-快递,寄递哥,0,Google Play提供,8040,暂无,Android 4.0.3 以上,5.92MB,2016年12月26日,2.4.0
网上购物-快递,平安护身佛,122,点逸互动（北京）科...,3万,92.00%,Android 2.2.x 以上,31.3MB,2015年07月13日,1.6.9
网上购物-快递,柚递员,0,江苏柚到家网络科技有限公司,355,暂无,Android 2.3.2 以上,9.23MB,2018年04月09日,1.2.14
网上购物-快递,广东批发网,0,,3600,暂无,Android 1.5.0 以上,859.38KB,2016年09月01日,1.0
