age,gender,income,rfm_score,response
37,1,46033,0,0
37,1,46033,0,0
48,1,46028,0,0
48,1,46028,0,0
43,1,46027,0,0
43,1,46027,0,0
47,1,46023,0,0
31,0,46020,0,0
40,0,46019,0,0
35,1,46013,0,0
46,0,46013,0,0
40,0,46013,0,0
47,1,46011,0,0
49,0,46008,0,0
36,0,46006,0,0
36,0,46006,0,0
43,1,46004,0,0
32,1,46001,0,0
33,0,45998,0,0
33,0,45998,0,0
41,1,45992,0,0
60,1,45980,0,0
47,0,45979,0,0
38,1,45975,0,0
20,1,45974,0,0
20,1,45974,0,0
35,1,45970,0,0
52,0,45969,0,0
49,1,45968,0,0
44,1,45968,0,0
53,0,45966,0,0
20,1,45957,0,0
45,0,45957,0,0
45,0,45957,0,0
39,0,45953,0,0
58,1,45946,0,0
54,1,45944,0,0
39,0,45940,0,0
51,1,45937,0,0
42,1,45932,0,0
42,1,45932,0,0
47,1,45915,0,0
20,0,45910,0,0
23,0,45904,0,0
43,0,45902,0,0
39,1,45900,0,0
29,0,45900,0,0
44,1,45895,0,0
41,1,45893,0,0
41,1,45893,0,0
41,1,45886,0,0
32,1,45884,0,0
32,1,45884,0,0
31,0,45880,0,0
31,0,45880,0,0
43,1,45876,0,0
43,1,45876,0,0
40,0,45874,0,0
25,1,45870,0,0
45,0,45860,0,0
31,0,45857,0,0
40,1,45852,0,0
37,0,45835,0,0
26,1,45831,0,0
33,1,45822,0,0
33,1,45822,0,0
56,0,45817,0,0
39,1,45807,0,0
39,1,45807,0,0
37,1,45807,0,0
37,1,45807,0,0
30,1,45804,0,0
59,1,45804,0,0
42,1,45804,0,0
42,1,45804,0,0
44,0,45804,0,0
52,1,45802,0,0
45,0,45797,0,0
53,1,45795,0,0
35,1,45795,0,0
35,1,45795,0,0
49,1,45786,0,0
49,1,45786,0,0
36,0,45784,0,0
61,1,45782,0,0
25,0,45781,0,0
37,1,45774,0,0
49,0,45772,0,0
49,0,45772,0,0
42,1,45764,0,0
34,0,45757,0,0
34,0,45757,0,0
36,1,45753,0,0
40,0,45747,0,0
40,0,45747,0,0
21,0,45746,0,0
40,0,45745,0,0
40,0,45745,0,0
30,0,45745,0,0
30,0,45745,0,0
42,0,45744,0,0
52,0,45743,0,0
52,0,45743,0,0
36,0,45743,0,0
36,0,45743,0,0
33,0,45743,0,0
41,1,45741,0,0
41,1,45741,0,0
49,0,45741,0,0
49,0,45741,0,0
47,0,45740,0,0
23,1,45739,0,0
23,0,45733,0,0
55,0,45732,0,0
25,0,45732,0,0
25,0,45732,0,0
45,1,45730,0,0
61,1,45729,0,0
61,1,45729,0,0
47,0,45729,0,0
42,1,45727,0,0
25,1,45727,0,0
25,1,45727,0,0
70,0,45725,0,0
21,0,45724,0,0
47,0,45722,0,0
47,0,45722,0,0
36,1,45721,0,0
34,1,45721,0,0
34,1,45721,0,0
49,0,45713,0,0
49,0,45713,0,0
40,0,45713,0,0
42,1,45710,0,0
22,0,45710,0,0
43,1,45709,0,0
43,1,45709,0,0
50,0,45708,0,0
42,0,45706,0,0
42,0,45706,0,0
38,1,45705,0,0
47,0,45705,0,0
47,0,45705,0,0
43,0,45705,0,0
43,0,45705,0,0
42,1,45703,0,0
41,1,45702,0,0
41,1,45702,0,0
26,1,45699,0,0
26,1,45699,0,0
28,0,45699,0,0
28,0,45699,0,0
19,1,45696,0,0
30,0,45694,0,0
30,0,45694,0,0
44,1,45692,0,0
25,0,45692,0,0
25,0,45692,0,0
23,1,45691,0,0
48,0,45691,0,0
48,0,45691,0,0
48,1,45689,0,0
75,1,45688,0,0
46,1,45686,0,0
76,0,45686,0,0
40,1,45685,0,0
43,1,45684,0,0
43,1,45684,0,0
40,1,45683,0,0
40,1,45683,0,0
31,1,45683,0,0
31,1,45683,0,0
46,0,45683,0,0
27,0,45682,0,0
27,0,45682,0,0
48,0,45680,0,0
37,1,45677,0,0
59,1,45675,0,0
59,1,45675,0,0
27,1,45675,0,0
42,1,45674,0,0
36,1,45674,0,0
32,1,45671,0,0
32,1,45671,0,0
23,0,45668,0,0
52,1,45661,0,0
33,1,45661,0,0
32,0,45661,0,0
30,1,45659,0,0
30,1,45659,0,0
42,1,45658,0,0
45,0,45658,0,0
45,0,45658,0,0
40,0,45658,0,0
35,0,45656,0,0
30,1,45655,0,0
48,0,45653,0,0
48,0,45653,0,0
37,0,45653,0,0
28,1,45651,0,0
28,1,45651,0,0
61,0,45649,0,0
29,0,45630,0,0
49,1,45627,0,0
38,0,45622,0,0
54,0,45619,0,0
54,0,45619,0,0
52,0,45614,0,0
41,0,45613,0,0
32,1,45603,0,0
46,1,45553,0,0
46,1,45553,0,0
35,0,45547,0,0
34,0,45546,0,0
55,1,45545,0,0
47,0,45542,0,0
36,1,45541,0,0
36,1,45541,0,0
45,0,45541,0,0
45,0,45541,0,0
40,1,45534,0,0
57,0,45534,0,0
57,0,45534,0,0
17,1,45533,0,0
50,1,45528,0,0
50,1,45528,0,0
41,1,45528,0,0
41,1,45528,0,0
55,0,45528,0,0
40,1,45527,0,0
40,1,45527,0,0
50,1,45525,0,0
19,1,45525,0,0
47,0,45525,0,0
28,0,45524,0,0
29,1,45523,0,0
29,1,45523,0,0
20,0,45523,0,0
18,1,45521,0,0
12,1,45521,0,0
25,1,45520,0,0
47,1,45518,0,0
29,1,45517,0,0
38,0,45515,0,0
18,0,45512,0,0
18,0,45512,0,0
44,1,45507,0,0
44,1,45507,0,0
28,0,45507,0,0
22,0,45507,0,0
27,0,45506,0,0
44,1,45501,0,0
41,0,45499,0,0
37,0,45499,0,0
37,0,45499,0,0
32,1,45490,0,0
45,0,45490,0,0
45,0,45490,0,0
54,1,45489,0,0
28,1,45488,0,0
28,1,45488,0,0
51,0,45488,0,0
51,0,45488,0,0
43,0,45486,0,0
40,0,45486,0,0
40,0,45486,0,0
29,0,45486,0,0
29,0,45486,0,0
32,1,45482,0,0
44,0,45479,0,0
44,0,45479,0,0
53,0,45478,0,0
53,0,45478,0,0
33,0,45478,0,0
33,0,45478,0,0
31,0,45477,0,0
26,0,45476,0,0
26,0,45476,0,0
36,0,45475,0,0
35,1,45474,0,0
35,1,45474,0,0
73,1,45473,0,0
51,0,45473,0,0
51,0,45473,0,0
41,0,45473,0,0
50,1,45472,0,0
35,1,45468,0,0
35,1,45468,0,0
32,1,45468,0,0
32,1,45468,0,0
23,0,45468,0,0
52,1,45459,0,0
41,1,45458,0,0
38,1,45458,0,0
38,1,45458,0,0
35,0,45458,0,0
35,0,45458,0,0
43,1,45456,0,0
36,0,45456,0,0
27,0,45454,0,0
47,1,45453,0,0
41,0,45453,0,0
30,0,45453,0,0
35,1,45451,0,0
35,0,45450,0,0
35,0,45450,0,0
35,0,45447,0,0
34,0,45445,0,0
34,0,45445,0,0
41,0,45444,0,0
33,1,45442,0,0
30,0,45441,0,0
30,0,45441,0,0
60,0,45431,0,0
36,1,45430,0,0
36,1,45430,0,0
49,1,45426,0,0
49,1,45426,0,0
40,1,45421,0,0
39,1,45421,0,0
39,1,45421,0,0
37,0,45421,0,0
49,1,45418,0,0
43,1,45415,0,0
43,1,45415,0,0
43,1,45415,0,0
31,0,45413,0,0
31,0,45413,0,0
34,1,45412,0,0
34,1,45412,0,0
36,1,45411,0,0
36,1,45411,0,0
48,1,45410,0,0
48,1,45410,0,0
54,0,45407,0,0
58,1,45406,0,0
45,0,45404,0,0
43,1,45399,0,0
70,1,45398,0,0
27,1,45397,0,0
27,1,45397,0,0
64,0,45397,0,0
64,0,45397,0,0
33,0,45397,0,0
35,1,45396,0,0
50,1,45392,0,0
17,0,45387,0,0
17,0,45387,0,0
30,1,45379,0,0
50,0,45379,0,0
50,0,45379,0,0
46,1,45378,0,0
37,1,45378,0,0
37,1,45378,0,0
29,1,45376,0,0
31,0,45376,0,0
23,0,45376,0,0
49,1,45367,0,0
45,0,45366,0,0
41,1,45365,0,0
51,1,45364,0,0
34,0,45364,0,0
40,1,45363,0,0
32,0,45359,0,0
38,1,45357,0,0
29,1,45357,0,0
23,1,45356,0,0
46,1,45353,0,0
46,1,45353,0,0
29,1,45353,0,0
29,1,45353,0,0
49,0,45350,0,0
29,0,45342,0,0
43,0,45339,0,0
24,1,45337,0,0
34,1,45329,0,0
34,1,45329,0,0
48,1,45326,0,0
48,1,45326,0,0
45,1,45306,0,0
19,1,45301,0,0
19,1,45301,0,0
29,1,45300,0,0
29,1,45300,0,0
40,1,45294,0,0
50,1,45293,0,0
36,0,45284,0,0
43,1,45283,0,0
43,1,45283,0,0
29,1,45282,0,0
29,1,45282,0,0
35,0,45278,0,0
35,0,45278,0,0
43,0,45259,0,0
34,1,45256,0,0
35,1,45255,0,0
17,0,45252,0,0
30,0,45241,0,0
24,0,45240,0,0
42,1,45229,0,0
37,1,45225,0,0
19,1,45219,0,0
22,0,45210,0,0
35,0,45203,0,0
35,0,45203,0,0
43,1,45193,0,0
39,1,45180,0,0
39,1,45180,0,0
41,0,45149,0,0
41,0,45149,0,0
27,1,45143,0,0
27,1,45143,0,0
17,0,45141,0,0
17,0,45141,0,0
33,0,45139,0,0
33,0,45139,0,0
33,1,45138,0,0
19,1,45138,0,0
19,1,45138,0,0
41,1,45135,0,0
34,1,45133,0,0
43,1,45122,0,0
43,1,45122,0,0
55,1,45121,0,0
44,0,45121,0,0
33,0,45114,0,0
33,0,45114,0,0
37,1,45110,0,0
37,1,45110,0,0
43,0,45097,0,0
31,1,45092,0,0
50,1,45079,0,0
50,1,45079,0,0
26,1,45074,0,0
26,1,45074,0,0
33,0,45074,0,0
18,0,45068,0,0
42,1,45067,0,0
37,1,45063,0,0
40,0,45061,0,0
33,0,45056,0,0
38,1,45055,0,0
52,1,45053,0,0
45,0,45053,0,0
26,1,44835,0,0
33,1,44829,0,0
66,0,44801,0,0
31,1,44780,0,0
44,0,44770,0,0
66,1,44762,0,0
52,0,44748,0,0
20,0,44747,0,0
37,0,44746,0,0
54,1,44740,0,0
40,1,44739,0,0
45,0,44738,0,0
59,1,44737,0,0
38,1,44737,0,0
45,0,44735,0,0
49,1,44732,0,0
48,1,44731,0,0
48,1,44731,0,0
22,1,44731,0,0
15,0,44731,0,0
59,0,44728,0,0
59,0,44728,0,0
37,0,44728,0,0
37,0,44728,0,0
31,1,44725,0,0
31,1,44725,0,0
39,0,44724,0,0
29,0,44720,0,0
29,0,44720,0,0
23,1,44718,0,0
39,1,44717,0,0
51,1,44715,0,0
44,0,44713,0,0
41,1,44705,0,0
51,0,44705,0,0
42,0,44705,0,0
18,0,44703,0,0
18,0,44703,0,0
42,1,44702,0,0
41,1,44702,0,0
41,1,44702,0,0
61,1,44701,0,0
61,1,44701,0,0
31,0,44701,0,0
45,1,44698,0,0
42,1,44696,0,0
42,1,44696,0,0
53,1,44694,0,0
29,0,44690,0,0
29,0,44690,0,0
45,1,44688,0,0
45,1,44688,0,0
47,1,44687,0,0
35,1,44685,0,0
35,1,44685,0,0
55,1,44682,0,0
45,1,44679,0,0
44,0,44679,0,0
36,0,44674,0,0
76,0,44670,0,0
52,1,44670,0,0
52,1,44670,0,0
47,1,44670,0,0
47,1,44670,0,0
61,0,44670,0,0
50,1,44669,0,0
50,1,44669,0,0
55,0,44668,0,0
24,0,44668,0,0
44,0,44665,0,0
44,0,44665,0,0
36,1,44662,0,0
79,0,44662,0,0
23,0,44662,0,0
38,1,44661,0,0
38,1,44661,0,0
36,1,44661,0,0
36,0,44659,0,0
36,0,44659,0,0
30,1,44653,0,0
64,0,44652,0,0
48,0,44652,0,0
34,0,44652,0,0
34,0,44652,0,0
44,1,44602,0,0
50,0,44565,0,0
50,0,44565,0,0
41,1,44550,0,0
17,0,44547,0,0
41,1,44543,0,0
52,0,44529,0,0
52,0,44529,0,0
21,0,44527,0,0
48,0,44518,0,0
32,0,44517,0,0
25,1,44499,0,0
52,0,44499,0,0
32,1,44488,0,0
46,1,44486,0,0
46,1,44486,0,0
31,0,44472,0,0
31,0,44472,0,0
27,1,44463,0,0
50,0,44451,0,0
50,0,44451,0,0
54,1,44450,0,0
54,1,44450,0,0
44,1,44449,0,0
27,1,44449,0,0
27,1,44449,0,0
23,0,44449,0,0
23,0,44449,0,0
52,1,44447,0,0
31,1,44447,0,0
31,1,44447,0,0
20,1,44447,0,0
44,0,44447,0,0
36,0,44444,0,0
28,1,44442,0,0
35,1,44442,0,0
33,1,44442,0,0
38,0,44442,0,0
38,0,44442,0,0
40,1,44441,0,0
30,1,44441,0,0
30,1,44441,0,0
43,0,44441,0,0
25,0,44441,0,0
25,0,44441,0,0
44,1,44440,0,0
44,1,44440,0,0
43,1,44440,0,0
37,1,44440,0,0
49,0,44440,0,0
41,0,44440,0,0
32,0,44440,0,0
56,1,44439,0,0
56,1,44439,0,0
40,0,44439,0,0
40,0,44439,0,0
36,1,44438,0,0
31,1,44438,0,0
31,1,44438,0,0
25,0,44438,0,0
42,0,44436,0,0
33,1,44434,0,0
56,1,44433,0,0
56,1,44433,0,0
39,1,44433,0,0
39,1,44433,0,0
56,0,44432,0,0
44,1,44431,0,0
31,0,44431,0,0
45,1,44428,0,0
41,1,44427,0,0
36,1,44427,0,0
20,1,44427,0,0
48,0,44427,0,0
39,0,44427,0,0
27,0,44426,0,0
37,1,44425,0,0
49,0,44425,0,0
46,1,44423,0,0
52,1,44420,0,0
52,1,44420,0,0
40,0,44420,0,0
28,0,44420,0,0
34,0,44419,0,0
40,0,44417,0,0
61,1,44416,0,0
48,1,44416,0,0
48,1,44416,0,0
15,0,44416,0,0
15,0,44416,0,0
36,1,44414,0,0
41,0,44413,0,0
35,0,44411,0,0
35,0,44411,0,0
33,0,44411,0,0
31,0,44411,0,0
54,1,44408,0,0
39,1,44404,0,0
37,0,44403,0,0
37,0,44403,0,0
19,0,44403,0,0
36,0,44402,0,0
38,0,44400,0,0
32,0,44400,0,0
32,0,44400,0,0
38,1,44399,0,0
38,1,44399,0,0
10,1,44399,0,0
29,1,44397,0,0
29,1,44397,0,0
19,1,44397,0,0
39,0,44397,0,0
51,1,44395,0,0
66,0,44395,0,0
66,0,44395,0,0
51,1,44394,0,0
28,1,44392,0,0
45,0,44392,0,0
45,0,44392,0,0
20,1,44391,0,0
20,1,44391,0,0
57,0,44391,0,0
48,1,44389,0,0
48,1,44389,0,0
45,1,44389,0,0
45,1,44389,0,0
45,1,44388,0,0
41,1,44388,0,0
41,1,44388,0,0
32,1,44386,0,0
30,0,44386,0,0
30,0,44386,0,0
29,0,44386,0,0
52,0,44385,0,0
58,1,44383,0,0
42,1,44383,0,0
42,1,44383,0,0
40,1,44383,0,0
40,1,44383,0,0
68,0,44381,0,0
39,0,44379,0,0
52,1,44378,0,0
40,1,44378,0,0
38,0,44378,0,0
48,0,44377,0,0
56,1,44373,0,0
44,1,44373,0,0
40,1,44373,0,0
40,1,44373,0,0
29,1,44373,0,0
35,0,44373,0,0
61,1,44372,0,0
61,1,44372,0,0
26,0,44372,0,0
42,1,44370,0,0
42,1,44370,0,0
31,1,44369,0,0
64,0,44369,0,0
41,0,44369,0,0
41,0,44369,0,0
39,0,44369,0,0
38,0,44369,0,0
38,0,44369,0,0
32,0,44369,0,0
59,0,44368,0,0
41,1,44367,0,0
23,1,44367,0,0
53,0,44367,0,0
44,0,44367,0,0
44,0,44367,0,0
63,1,44366,0,0
57,1,44366,0,0
36,0,44365,0,0
52,0,44364,0,0
52,0,44364,0,0
38,1,44358,0,0
23,1,44358,0,0
72,0,44358,0,0
72,0,44358,0,0
37,0,44358,0,0
22,0,44356,0,0
47,1,44353,0,0
31,0,44353,0,0
61,1,44351,0,0
40,1,44351,0,0
40,1,44351,0,0
40,0,44351,0,0
26,1,44341,0,0
26,1,44341,0,0
37,0,44278,0,0
39,1,44187,0,0
46,1,44184,0,0
51,0,44156,0,0
44,1,44150,0,0
30,1,44146,0,0
32,0,44118,0,0
32,0,44118,0,0
47,1,44099,0,0
47,1,44099,0,0
45,0,44098,0,0
69,0,44091,0,0
41,0,44084,0,0
33,0,44077,0,0
52,0,44069,0,0
52,0,44069,0,0
54,1,44067,0,0
54,1,44067,0,0
26,0,44056,0,0
41,0,44044,0,0
41,0,44044,0,0
37,0,44042,0,0
41,1,44032,0,0
39,1,44032,0,0
19,0,44021,0,0
40,0,44019,0,0
46,1,44014,0,0
46,1,44014,0,0
29,0,44008,0,0
30,1,43999,0,0
30,1,43999,0,0
62,0,43994,0,0
47,1,43985,0,0
33,1,43982,0,0
24,1,43971,0,0
38,1,43962,0,0
38,0,43957,0,0
39,1,43910,0,0
49,1,43904,0,0
47,1,43883,0,0
47,1,43883,0,0
29,0,43874,0,0
40,0,43867,0,0
36,1,43866,0,0
52,0,43844,0,0
52,0,43844,0,0
42,0,43844,0,0
42,0,43844,0,0
36,0,43844,0,0
36,0,43844,0,0
48,1,43842,0,0
45,1,43838,0,0
45,1,43838,0,0
49,1,43835,0,0
23,1,43833,0,0
23,1,43833,0,0
43,1,43832,0,0
43,1,43832,0,0
45,0,43831,0,0
45,0,43831,0,0
45,0,43826,0,0
51,0,43820,0,0
51,0,43820,0,0
35,1,43819,0,0
41,1,43817,0,0
37,0,43817,0,0
35,1,43810,0,0
35,1,43810,0,0
35,1,43806,0,0
35,1,43806,0,0
37,0,43804,0,0
32,0,43804,0,0
32,0,43804,0,0
38,1,43802,0,0
62,0,43799,0,0
20,1,43794,0,0
20,1,43794,0,0
31,0,43792,0,0
31,0,43792,0,0
41,1,43786,0,0
53,1,43783,0,0
28,1,43773,0,0
44,1,43769,0,0
41,1,43769,0,0
41,1,43769,0,0
39,1,43769,0,0
29,0,43769,0,0
47,1,43767,0,0
47,1,43767,0,0
68,1,43763,0,0
47,0,43758,0,0
41,1,43754,0,0
41,1,43754,0,0
34,0,43747,0,0
31,0,43728,0,0
41,1,43720,0,0
41,1,43720,0,0
39,0,43714,0,0
39,0,43714,0,0
45,0,43708,0,0
39,1,43707,0,0
39,1,43707,0,0
33,1,43706,0,0
33,1,43706,0,0
58,1,43705,0,0
58,1,43705,0,0
40,0,43700,0,0
55,1,43685,0,0
53,1,43672,0,0
19,1,43651,0,0
19,1,43651,0,0
40,1,43596,0,0
39,1,43595,0,0
39,1,43595,0,0
59,0,43551,0,0
47,0,43520,0,0
47,0,43520,0,0
29,1,43421,0,0
51,1,43350,0,0
51,1,43350,0,0
16,0,43349,0,0
36,1,43343,0,0
36,1,43343,0,0
65,1,43341,0,0
46,0,43333,0,0
41,1,43330,0,0
40,0,43330,0,0
40,1,43325,0,0
46,0,43324,0,0
42,0,43322,0,0
35,0,43322,0,0
19,0,43314,0,0
48,1,43312,0,0
47,0,43312,0,0
47,0,43312,0,0
25,0,43311,0,0
46,1,43307,0,0
36,1,43305,0,0
12,1,43304,0,0
42,1,43297,0,0
33,0,43291,0,0
33,0,43291,0,0
37,0,43289,0,0
44,1,43288,0,0
33,1,43285,0,0
25,1,43285,0,0
25,1,43285,0,0
55,0,43280,0,0
55,0,43280,0,0
28,1,43275,0,0
50,0,43274,0,0
50,0,43274,0,0
37,0,43274,0,0
46,0,43271,0,0
15,1,43268,0,0
60,0,43259,0,0
32,1,43258,0,0
32,1,43258,0,0
37,1,43256,0,0
33,0,43253,0,0
33,0,43253,0,0
47,0,43250,0,0
37,1,43249,0,0
27,1,43244,0,0
74,1,43231,0,0
74,1,43231,0,0
33,0,43216,0,0
33,0,43216,0,0
48,1,43215,0,0
30,1,43211,0,0
20,1,43209,0,0
25,0,43209,0,0
25,0,43209,0,0
44,1,43199,0,0
41,1,43189,0,0
27,1,43170,0,0
23,1,43170,0,0
39,0,43168,0,0
39,0,43168,0,0
35,1,43149,0,0
45,0,43148,0,0
45,0,43148,0,0
51,0,43133,0,0
51,0,43133,0,0
54,1,43126,0,0
21,0,43121,0,0
21,0,43121,0,0
17,0,43117,0,0
27,0,43113,0,0
27,0,43113,0,0
45,0,43111,0,0
45,0,43111,0,0
30,1,43097,0,0
38,0,43090,0,0
43,0,43075,0,0
38,0,43072,0,0
47,1,43071,0,0
34,0,43060,0,0
27,0,43058,0,0
43,1,42888,0,0
39,0,42843,0,0
25,1,42747,0,0
25,1,42747,0,0
25,1,42747,0,0
46,0,42747,0,0
46,0,42747,0,0
46,1,42744,0,0
49,0,42743,0,0
40,1,42740,0,0
40,1,42740,0,0
17,0,42740,0,0
17,0,42740,0,0
36,1,42738,0,0
57,1,42736,0,0
42,1,42736,0,0
42,1,42736,0,0
44,0,42736,0,0
40,0,42736,0,0
40,0,42736,0,0
32,1,42734,0,0
32,1,42734,0,0
34,0,42733,0,0
20,0,42733,0,0
37,1,42729,0,0
37,1,42727,0,0
50,0,42727,0,0
50,0,42727,0,0
39,0,42727,0,0
36,0,42726,0,0
25,1,42724,0,0
25,1,42724,0,0
15,0,42724,0,0
41,1,42723,0,0
41,1,42723,0,0
61,1,42722,0,0
28,0,42721,0,0
28,0,42721,0,0
12,1,42719,0,0
12,1,42719,0,0
20,0,42719,0,0
20,0,42719,0,0
64,1,42716,0,0
50,1,42716,0,0
36,0,42716,0,0
33,0,42716,0,0
38,1,42713,0,0
48,0,42713,0,0
27,0,42713,0,0
27,0,42713,0,0
26,0,42713,0,0
26,0,42713,0,0
49,0,42712,0,0
74,1,42711,0,0
35,0,42709,0,0
35,0,42709,0,0
36,0,42708,0,0
36,0,42708,0,0
45,1,42707,0,0
45,1,42707,0,0
41,0,42707,0,0
32,0,42707,0,0
32,0,42707,0,0
30,0,42706,0,0
30,0,42706,0,0
35,1,42705,0,0
35,1,42705,0,0
56,0,42703,0,0
56,0,42703,0,0
56,0,42703,0,0
56,0,42703,0,0
28,0,42702,0,0
44,1,42699,0,0
33,1,42699,0,0
47,0,42699,0,0
81,0,42697,0,0
81,0,42697,0,0
40,0,42695,0,0
40,0,42695,0,0
43,0,42693,0,0
47,1,42691,0,0
20,1,42691,0,0
20,1,42691,0,0
36,1,42689,0,0
36,1,42689,0,0
50,1,42688,0,0
50,1,42688,0,0
49,0,42687,0,0
29,1,42685,0,0
62,0,42684,0,0
44,1,42683,0,0
44,1,42683,0,0
57,1,42682,0,0
42,1,42679,0,0
39,1,42678,0,0
39,1,42678,0,0
42,0,42678,0,0
29,0,42678,0,0
34,1,42677,0,0
34,1,42677,0,0
27,1,42677,0,0
40,0,42677,0,0
35,0,42677,0,0
53,0,42671,0,0
41,0,42671,0,0
39,1,42668,0,0
20,1,42668,0,0
42,1,42667,0,0
80,1,42666,0,0
59,1,42666,0,0
37,0,42666,0,0
37,1,42665,0,0
36,0,42665,0,0
41,1,42663,0,0
41,1,42663,0,0
45,0,42663,0,0
45,0,42663,0,0
38,0,42663,0,0
38,0,42661,0,0
38,0,42661,0,0
40,1,42659,0,0
30,0,42657,0,0
30,0,42657,0,0
43,1,42655,0,0
37,1,42655,0,0
37,1,42655,0,0
24,1,42655,0,0
44,0,42655,0,0
52,1,42654,0,0
47,1,42654,0,0
47,1,42654,0,0
47,0,42650,0,0
47,0,42650,0,0
27,0,42650,0,0
66,0,42649,0,0
66,0,42649,0,0
41,0,42644,0,0
58,1,42644,0,0
58,1,42644,0,0
42,1,42640,0,0
42,1,42640,0,0
35,0,42639,0,0
40,0,42632,0,0
35,0,42631,0,0
25,1,42629,0,0
25,1,42629,0,0
46,0,42627,0,0
54,0,42627,0,0
31,1,42626,0,0
35,0,42624,0,0
35,0,42624,0,0
25,1,42622,0,0
27,0,42622,0,0
27,0,42622,0,0
26,0,42621,0,0
26,0,42621,0,0
45,1,42618,0,0
45,0,42615,0,0
34,0,42614,0,0
34,0,42614,0,0
23,0,42613,0,0
36,0,42605,0,0
45,0,42597,0,0
39,0,42594,0,0
41,1,42593,0,0
30,0,42593,0,0
39,0,42588,0,0
38,0,42584,0,0
52,0,42583,0,0
44,1,42580,0,0
38,1,42579,0,0
24,0,42578,0,0
51,1,42574,0,0
43,0,42568,0,0
43,0,42568,0,0
47,1,42567,0,0
38,1,42566,0,0
46,0,42565,0,0
50,1,42559,0,0
37,1,42556,0,0
37,1,42556,0,0
50,0,42550,0,0
50,0,42550,0,0
46,0,42550,0,0
30,1,42548,0,0
24,0,42548,0,0
57,1,42541,0,0
49,1,42540,0,0
57,0,42540,0,0
57,0,42540,0,0
46,1,42536,0,0
46,1,42533,0,0
30,0,42533,0,0
30,0,42533,0,0
57,1,42531,0,0
57,1,42531,0,0
40,1,42530,0,0
40,0,42529,0,0
40,0,42529,0,0
23,0,42529,0,0
23,0,42529,0,0
43,1,42524,0,0
29,1,42522,0,0
48,1,42521,0,0
21,0,42520,0,0
21,0,42520,0,0
38,0,42519,0,0
40,1,42515,0,0
40,1,42515,0,0
34,1,42512,0,0
34,1,42512,0,0
52,0,42512,0,0
52,0,42512,0,0
38,1,42511,0,0
63,0,42511,0,0
36,1,42508,0,0
57,0,42508,0,0
57,0,42508,0,0
30,1,42506,0,0
30,1,42506,0,0
51,0,42503,0,0
42,0,42503,0,0
22,1,42501,0,0
67,1,42499,0,0
67,1,42499,0,0
35,0,42489,0,0
35,0,42489,0,0
41,0,42483,0,0
54,1,42480,0,0
36,0,42480,0,0
36,0,42480,0,0
45,1,42475,0,0
35,1,42471,0,0
42,0,42470,0,0
22,0,42469,0,0
22,0,42469,0,0
35,0,42461,0,0
49,1,42458,0,0
37,1,42457,0,0
39,0,42452,0,0
23,0,42451,0,0
19,0,42450,0,0
33,0,42447,0,0
71,0,42445,0,0
24,0,42443,0,0
24,0,42443,0,0
24,1,42440,0,0
24,1,42440,0,0
35,0,42434,0,0
42,1,42426,0,0
42,1,42426,0,0
39,1,42426,0,0
51,1,42425,0,0
46,0,42419,0,0
46,0,42419,0,0
48,1,42411,0,0
25,1,42409,0,0
28,0,42404,0,0
28,0,42404,0,0
45,0,42403,0,0
34,0,42402,0,0
34,0,42402,0,0
47,0,42399,0,0
45,1,42397,0,0
45,1,42392,0,0
45,1,42392,0,0
22,0,42392,0,0
22,0,42392,0,0
32,0,42391,0,0
32,0,42391,0,0
30,0,42391,0,0
30,0,42391,0,0
36,1,42382,0,0
36,1,42382,0,0
41,0,42382,0,0
41,0,42382,0,0
50,0,42373,0,0
31,0,42370,0,0
33,0,42357,0,0
40,0,42352,0,0
33,1,42351,0,0
33,1,42351,0,0
28,0,42351,0,0
28,0,42351,0,0
34,1,42348,0,0
16,1,42348,0,0
16,1,42348,0,0
47,1,42346,0,0
23,1,42340,0,0
40,1,42339,0,0
37,0,42336,0,0
37,0,42336,0,0
36,1,42335,0,0
35,1,42332,0,0
42,0,42329,0,0
38,1,42328,0,0
35,1,42324,0,0
45,1,42315,0,0
45,1,42315,0,0
39,1,42313,0,0
39,1,42313,0,0
49,1,42301,0,0
32,0,42301,0,0
32,0,42301,0,0
47,1,42298,0,0
47,1,42298,0,0
42,1,42296,0,0
44,0,42295,0,0
25,0,42290,0,0
25,0,42290,0,0
24,1,42283,0,0
35,0,42281,0,0
35,0,42281,0,0
27,0,42278,0,0
27,0,42277,0,0
39,0,42276,0,0
26,1,42265,0,0
42,0,42265,0,0
42,1,42263,0,0
35,0,42263,0,0
36,0,42260,0,0
36,0,42260,0,0
47,0,42257,0,0
42,0,42250,0,0
36,0,42249,0,0
36,0,42249,0,0
40,1,42247,0,0
27,0,42247,0,0
45,0,42243,0,0
45,0,42243,0,0
20,1,42240,0,0
26,1,42240,0,0
43,0,42240,0,0
43,0,42240,0,0
41,0,42240,0,0
41,0,42240,0,0
45,0,42239,0,0
28,1,42238,0,0
18,1,42238,0,0
37,0,42237,0,0
37,0,42237,0,0
38,0,42232,0,0
38,0,42232,0,0
35,1,42230,0,0
27,1,42228,0,0
27,1,42228,0,0
36,1,42227,0,0
28,0,42227,0,0
31,1,42226,0,0
45,0,42224,0,0
77,1,42223,0,0
46,0,42223,0,0
46,0,42223,0,0
34,0,42223,0,0
45,0,42219,0,0
