hospitalAddress,hospitalDesc,hospitalName,hospitalSize
,,,
医院所在地：辽宁-沈阳,"医务科长,口腔医师,中医科副主任医师,妇产科医师,内科医生,住院医师,妇科医师,护士,妇科助理医师,X光医师,B超医生,内科门诊医师,预防科儿保医生,西药师,妇保科医生,内科医生,门诊医师,口腔科助理医师,口腔科主治医师,病房临床主任医师,中药师,免疫护士,儿保护士,副主任以上主治医,外科主治医师",沈阳浑南振海医院,私立医院 50~200人人
,,,
医院所在地：湖北-武汉,"咨询医生,护士,前台客服主管,出纳员,导医,皮肤激光医师,美容师,行政人事主任,药剂师,手术室护士长",武汉希思特医疗美容医院有限公司,医疗集团 50~200人人
,,,
医院所在地：江苏-南京,"平面设计,会计,治疗室护士,手术室护士,办公室主任, 导医,妇科医生,外科医生",南京巨华投资管理有限公司,其他 1000人以上人
,,,
医院所在地：四川-成都,"市场部总监,运营总监,口腔医生,检验技师,儿科医生,全科医生,妇科医生",四川晓恩实业有限公司,其他 50~200人人
,,,
医院所在地：四川-成都,"检验员,检验科主任,放射科医生,放射科主任,ICU主任,电话咨询医生,网络咨询员,经营院长,行政院长,行政院长,业务院长,医务科科长,麻醉科主任,市场部主任,医保科主任,办公室文员,中药师,创伤中心主任,脊柱中心医生,脊柱中心主任,平面设计,网络程序,门诊接诊医生,骨科手术医生,骨科住院医生",成都西南骨科医院有限公司,私立医院 200~500人人
,,,
医院所在地：浙江-温州,"助产士,放射科医生,骨外科医生,内科医生,皮肤科医生,口腔科医生,B超医生,检验人员,放射,CT,护理人员\护士,B超师,妇产科医生,针灸推拿医师",温州海坦医院,公立医院 50~200人人
,,,
医院所在地：江苏-镇江,"医师,会计,药师,内科医师,肿瘤科医生,护士,检验医生,B超、超声医生,影像科医生,妇科医生,内科医生,办公室人员,病案室人员",江苏省镇江东吴医院,其他 200~500人人
,,,
医院所在地：浙江-温州,"五官科体检医师,护士,心电图医师或技师,内科医师,肌电图医师,麻醉医师,血透室医师,市场业务员,护士长,康复治疗技师或医师,门诊手外科骨科接诊医生,内科医师,放射科医师,耳鼻喉科医生,手外科主刀医师,内科医师,妇科主任,B超（彩超）医生 执业医师,肾内科,体检医师",温州东华医院（原温州手足外科医院）,私立医院 200~500人人
,,,
医院所在地：广东-汕尾,"血透中心医生,护士,精神科医生,内科",陆丰天栖精神病医院,其他 少于50人人
,,,
医院所在地：江西-九江,"骨科,检验,康复科,影像科,护士护理,麻醉医师,手外科",都昌普仁医院,私立医院 50~200人人
,,,
医院所在地：浙江-宁波,"药剂师,检验,超声医师,医务助理/护士,内科医生,超声医师,药剂师,内科医师,收银员,检验,超声医师,医务助理／护士,营销主管,医务助理,检验,B超医师\超声医师,护士,检验师",宁波中和医疗投资有限公司,其他 50~200人人
,,,
医院所在地：贵州,"内，外，妇，儿科医师，医助,内儿科主任,麻醉科医生,诚聘中医生,妇科执业,内科医生,外科主任",贵州省罗甸县边阳济安医院,私立医院 50~200人人
,,,
医院所在地：江苏-南京,"内科医师,护士,护士,内科医师",南京爱德仁谷护理院,专科医院 50~200人人
,,,
医院所在地：四川-凉山彝族自治州,"内科主任,护士,导医,肛肠外科医师,手术室护士,康复疼痛科主任,药剂,麻醉师,骨科护士长,护士,中医医师,外科医师,骨科执业医师,骨科主任,内科住院医生,彩超科医师,市场营销外联人员,门诊康复科住院医师,检验医生,放射人员,业务院长,骨科主治医师",四川越西王氏医院,医疗集团 200~500人人
,,,
医院所在地：北京-朝阳,"医务科主任 (南宁),医院平面设计（三亚）,心血管内科医生（重庆、广州）,住院部主任（深圳）,门诊部主任（深圳）,检验科主任（深圳）,功能科主任（深圳）,手术室主任（深圳）,医院业务院长（深圳）,检验科人员（三亚）,药剂师（三亚）,中医医生（三亚）,全科医生（三亚）,全国招聘青年医师,中医（各科）专家,诚聘部队退伍医疗、卫生行政管理人员,企划（记者类、文案类）高新诚聘(三亚),医械科主任/医学工程科主任（三亚）,医院业务院长（郑州）,肛肠科医生,胃肠镜医生,医务科长（深圳）,医院业务院长（年薪10~30万）,医院业务院长（新疆乌鲁木齐）,医院人力资源总监,消化内科医生/胃肠镜医生,肛肠接诊医生/住院医生,医院设备科经理/主管,护理部主任,胃肠镜医师,肛肠接诊医生（南昌）,医院业务院长（年薪10~30万）,肛肠接诊医生,门诊/手术肛肠医生,肛肠接诊/手术医生,消化内科医生/中医内科医生,胃肠镜医生,接诊医生（西安）,医助（深圳）,医疗网络咨询,肛肠接诊医生,麻醉师,麻醉医生,医助,麻醉医生,医生助理,手术医生（广州）,肛肠接诊医生,麻醉医生,胃肠镜医生/消化内科医生,肛肠科医生,麻醉医生,高级技术管理人才（三亚）",北京东大医院管理有限公司,医疗集团 1000人以上人
,,,
医院所在地：上海-虹口,"康复治疗师,口腔科医生,中医科护士,知名或高年资医师,耳鼻喉科医生,妇科医生,外科医生,放射科医生,中医内科医生,彩超、心电图医生,收费员,住院部医生,检验人员,护士,药剂人员",上海赤峰医院,其他 50~200人人
,,,
医院所在地：浙江-杭州,"门诊部主任助理,护士,名老中医,推拿医师,针灸医师,中医应届毕业生",杭州富阳和清堂中医门诊部,其他 50~200人人
,,,
医院所在地：广东-广州,"检验科,内科,办公室科员,医务科科员,全科医师,康复技师,麻醉科医师,康复科医师,外科医师,护士",广州和平手外科医院,专科医院 200~500人人
,,,
医院所在地：江西-抚州,"护士长,外科助理医师,导医,办公室文员,手术护士,客服专员,客服部主任,医务科主任,疼痛科主任,中医师,业务院长,骨科医师,医学影像/B超医师（应届毕业生）,检验/化验,护士,放射科技士,麻醉医师,外科主治医生,内科医生,妇科医师,护理部主任,康复理疗科主任",江西抚州市东乡红星医院,私立医院 50~200人人
,,,
医院所在地：江苏-无锡,"重症医学科学科带头人,重症医学科学科带头人,神经内科学科带头人,心血管内科学科带头人,消化内科学科带头人,呼吸内科学科带头人,泌尿外科医师,妇科学科带头人,儿科医师,护士、护理人员,120急救医生,B超医生,内科医生,中医肛肠专业医生,妇产科临床医生,麻醉医生,中医康复理疗治疗师,医学影像专业医生,骨科临床医,普外科临床医生,泌尿外科学科带头人",无锡市锡山区鹅湖人民医院,公立医院 200~500人人
,,,
医院所在地：浙江-温州,"中医主治医师,内科,外科,全科,执业护士",泰顺县雅阳镇中心卫生院,公立医院 50~200人人
,,,
医院所在地：江西-宜春,"中西医结合医师,中西医结合执业医师,中西医结合主治医师",万载中西医结合医院,私立医院 50~200人人
,,,
医院所在地：湖南-衡阳,"肾内科及血透科主任,	市场部主任,市场专员、市场业务员-, 疼痛主任, 骨伤科主任,妇科主任，妇科医生,内外科医生, 疼痛医生,骨科医生,手术室护士,总护士长,护士长,护士,外科主任,内科主任,针炙推拿理疗,经营院长,麻醉主任,影像科主任，放射科医生",祁东佰骏医院(县骨伤科医院),专科医院 200~500人人
,,,
医院所在地：浙江-杭州,"幼儿教师/特教老师/语训老师,针灸推拿,儿童康复治疗师学徒/实习生,康复治疗师/感统老师/语训老师",杭州市富阳区启航之家儿童康复中心,其他 少于50人人
,,,
医院所在地：浙江-嘉兴,"DR医师,心电图医师,销售精英,前台导医,护士,内科医师,外科医师,口腔医师+技师,B超医师,超声诊断医师,耳鼻喉科医师,妇科医师,外科医师,眼科医师",嘉兴美年大健康南湖门诊部（体检中心）,其他 50~200人人
,,,
医院所在地：黑龙江-哈尔滨,"检验医生（冰城体检中心）,彩超医生（冰城体检中心）,检验医生,护士,人力资源主任,导医,彩超医生,皮肤科医生,住院医生,皮肤科医生,导诊（冰城体检中心）,门诊医生助理,住院医生",哈尔滨冰城皮肤病医院,私立医院 200~500人人
,,,
医院所在地：黑龙江-哈尔滨,"内科住院医师,内科副主任医师,外科主任,儿科主任,儿科医生,妇科医生,彩超室主任,药房主任,康复医生,护士长,经验护士,化验室主任,化验员,业务院长,导医,儿科护士,护士,儿科医生,内科医生,医学影像,妇科医生副主任医师,男科医生,护士,皮肤科医生,治疗护士,各科医生,放射科医生",哈尔滨仁圣医院,私立医院 50~200人人
,,,
医院所在地：山东-济南,"网络咨询医生,医学检验员,手术医师,医院导诊,病房护士,医务科主任,治疗室护士,手术室护士,企划文案编辑,肛肠科主任,农合医保办主任,麻醉医师,企划主任,护士导医,医生助理,护理部主任",济南医博肛肠医院有限公司,私立医院 50~200人人
,,,
医院所在地：山东-济南,"现场咨询医生,病房护士,医院咨询,电话咨询医生,放射技师,导医,护士,住院护士,导医病房护,网络咨询医生,电话咨询医生,人力资源管理,医学检验",济南哮喘病医院,专科医院 50~200人人
,,,
医院所在地：辽宁-沈阳,"中医师,普内科医师,内科医生,手术室医助,手术室医助,收费员,内科医生 ,医务科主任,医学检验员,护士,医助医师,药房主任,人力资源部主任,导医,彩超医生,业务院长,泌尿外科",沈阳建国医院,私立医院 200~500人人
,,,
医院所在地：北京,"治疗护士,医助,护士 护士长,心理科,精神科",北京瑞身康中医医院研究院,私立医院 200~500人人
,,,
医院所在地：陕西-西安,"护士,儿科医师,内科医师,口腔医师,内科医师",西安汇康医院管理有限公司,私立医院 50~200人人
,,,
医院所在地：天津-河东区,"B超医生 ,护士,总检医师,检验技师,心电图医生",天津市河东区红鬃马门诊部有限公司,私立医院 200~500人人
,,,
医院所在地：湖南-株洲,"住院部医生,药剂师,护士",株洲友谊医院,医疗集团 50~200人人
,,,
医院所在地：河北-石家庄,"技师,副主任医师,技师,护士,主治医师,住院医师,护士,眼科医生,检验师,验光师",辛集和平眼科医院,专科医院 少于50人人
,,,
医院所在地：甘肃-临夏回族自治州,"住院医师,外科医生,放射科医生,内科主任,内科医生",甘肃康盛惠民医院有限责任公司,私立医院 50~200人人
,,,
医院所在地：浙江-杭州,"全职护士,内科执业医生",杭州市滨江区刘道俊西内科诊所,其他 少于50人人
,,,
医院所在地：江苏-南通,"市场营销,技术经理,客户技术服务经理,市场总监,区域经理",广东康万佳智能科技有限公司,医疗集团 50~200人人
,,,
医院所在地：广东-广州,"中医内科,中医儿科,药剂,出纳，收银,护士,针灸师,针灸推拿师",广州正道中医门诊部,其他 少于50人人
,,,
医院所在地：浙江-绍兴,"全科医生,执业护士,中医师,中医针灸师",新昌县南明街道湖莲潭社区卫生服务站,社区服务 少于50人人
,,,
医院所在地：广东-深圳,"治疗室,眼耳口鼻喉,内科医师/主治,骨科医师或主治医师,人力资源/干事,手术室护士,妇产科主治医师/副主任医师,妇产科医师或主治医师,水电工,麻醉助理,检验科,行政司机,120司机,外科主治医师,外科医生医师,护士,内科医生,住院部内科主治医师,助产士,市场人员,针灸、推拿科、康复主治医师/副主任医师,针灸、推拿科执业医师,儿科主治医师或以上,口腔科医师,口腔科主治医师/副主任医师,骨科,办公室人力资源+文员",深圳罗岗医院,私立医院 50~200人人
,,,
医院所在地：广东-深圳,"外科医生,精神科医生,皮胅科,市场营销 实习生销售 90后团队,销售代表,百度竞价,网络咨询客服 ,文案编辑,网络推广员,网络咨询,网络咨询,人事行政主管,人事行政主管,百度竞价,护士,策划专员,咨询医生,护士",广州益寿医院,医疗集团 200~500人人
,,,
医院所在地：广东-广州,"导医/客服,妇科手术医生,口腔护士,口腔科主任,连锁口腔门诊运营总监,泌尿外科接诊医生,市场部主任,麻醉医师,检验师,外科门诊医生,集团总经理,内科门诊医生,骨科住院医师,业务院长,B超医生,门诊部主任兼急诊科主任,药士,康复医师,文案,大外科主任,大内科主任,疼痛科主任,住院部医生,泌尿外科主治医师,手术室护士长,护理部主任,护士长,护士,中医科医生,麻醉医师,内科医生,椎间孔镜、射频医师,口腔科医生,脊柱微创外科主任,放射科医生,五官科医生,内科医师,外科门诊医师,普外、泌外科腔镜医生(急聘),B 超、彩超,市场部总监,市场专员,门诊部主任,客服主任,人事主管,中医理疗技师,业务院长(骨科、泌外、 口腔）",广州天博医疗投资管理有限公司,医疗集团 500~1000人人
,,,
医院所在地：陕西-安康,"B超医生,医学检验师/检验士,外科住院医生,妇科医生,资深住院医生,治疗护士,护士,综合住院医师,妇科助手,妇科住院部医生,B超医生",汉阴县同济医院,私立医院 50~200人人
,,,
医院所在地：贵州-贵阳,"医助,B超医师,彩超心电医师/主任,中医医师/疼痛医师,口腔科医师/主任,耳鼻咽喉科医师/主任,男科门诊,普外骨科医师/主任,麻醉科医师/主任,心内科医师/主任,泌外肛肠医师/主任,妇产科医师/主任,业务院长,人力资源/行政主管,医务科科长,检验医师/主任,药剂士/主任,放射CT技师/主任,助产士/助产师,护士长/护理部,护士,财务会计,儿科医师/主任,市场员/主任,广告策划",开阳协和医院,私立医院 50~200人人
,,,
医院所在地：浙江-杭州,"中医师,检验师,住院医师,护士,针灸科医师,推拿医师",杭州富阳振和综合门诊部,其他 少于50人人
,,,
医院所在地：浙江-杭州,"护理员管理（无需上夜班）,妇科医师,五官科医师,外联部主任,医保办主任/副主任,医务科长,放射科医师,彩超科主治医师,B超主任医师,西药师/西药士,中药师/中药士,放射科主任,西药房主管药师,检验师/士,主管检验师,护师/护士,主管护师,护理部主任,病区护士长,住院医师,执业医师,针灸推拿医师,肿瘤科主任医师,中医科主任医师,骨科主任医师,外科主治医师,内科主治医师,内科主任医师,医保审核员,会计,出纳,人事专员,采购员,外联部专员,体检中心主任,网管,客服专员,康复医学科主任医师,康复治疗师,收费员,导医,康复医学执业医师,总务科科长,ICU护士",杭州江南康复医院,专科医院 200~500人人
,,,
医院所在地：山东-青岛,"妇科手术医生,手术室护士长,病房护士长,护理部主任,护士,医生助理,妇科医生,中医内科医生,骨科医生,前台导医,医学检验,心电图医生,彩超医生,肛肠外科手术医生,碎石医生",平度新区医院,私立医院 50~200人人
,,,
医院所在地：云南-昆明,"导医,人事助理,麻醉医生,麻醉医生,药剂师,医学检验员,内科医生,外科医生,平面设计,美容治疗师,医助,护士,皮肤科医生,皮肤美容科主任,医疗咨询员,后勤部主任",云南皮肤病医院,私立医院 200~500人人
,,,
医院所在地：北京-朝阳,"行政前台,行政助理,人事助理,口腔医生,出纳员,会计,医生助理",北京欢乐英卓医院管理有限公司,其他 200~500人人
,,,
医院所在地：安徽-安庆,"牙科医师,妇科医生,中医医师,护士,内科医生 ",怀宁惠康医院,其他 50~200人人
,,,
医院所在地：安徽-宿州,"内科医师 ,外科医师 ,儿科医师,妇科医师,放射科医师,麻醉科医师,护士",宿州康泰医院,其他 50~200人人
,,,
医院所在地：江苏-无锡,"护士,药师,检验师,输液护士,导医前台,药剂师",江阴九龙医院有限公司,专科医院 50~200人人
,,,
医院所在地：陕西-西安,"市场专员,内科医生,美容医生医助,儿科医师,助产师,B超医生,医助,妇科门诊医生,护士",西安俪人医院,私立医院 50~200人人
,,,
医院所在地：海南-三亚,"彩超医生,妇科医生,检验师,耳鼻喉科医生,中西医结合医师,男科医生,皮肤科医生,护士及导医,护士长 ,中医科医生,内科医生,业务院长,治疗室,治疗室护士,护士,男科助理,男科医助",万宁兴隆九州门诊部,私立医院 50~200人人
,,,
医院所在地：陕西-西安,"病案管理员,牙科美容医师,导医,人力资源主管,治疗室护士,病区护士长,手术室护士长,B超医师,检验医师,普外科医师,妇科医师,办公室主任,体检科医生,B超助理,皮肤美容医师,整形外科医师,中医美容医师,内科医生 ,儿科护士,放射科技师,产科医生,行政主管,护士,门诊护士长、护士,护理部主任,病理医师,麻醉医师,内科医师,学科带头人",西安慈爱妇产医院,私立医院 200~500人人
,,,
医院所在地：江苏-南京,"医学经理（妇产、儿科、中医各1人）,医学研究员,医学研究员,医学研究员,医学研究员,医学研究员",南京毗邻医疗科技有限公司,其他 1000人以上人
,,,
医院所在地：江西-南昌,"精神科护士,精神科初/中/高级医生",江西慈安医院管理有限公司,专科医院 50~200人人
,,,
医院所在地：贵州-六盘水,"影像医生,公共卫生服务,检验人员,医士,大内科医师,骨科医师,内科医师,外科医师,外科兼疼痛科医师,护士,外科医生,中西医内科医生",盘县老厂镇中心卫生院,其他 少于50人人
,,,
医院所在地：浙江-温州,"内科医师,全科医师,中医师,中西医结合医师,全科门诊",泰顺县泗溪镇横坑卫生院,社区服务 少于50人人
,,,
医院所在地：吉林-松原,"彩超医生,外科大主任,护士\护理,妇科医生,外科医生,麻醉科",松原景宇康利尔医院,私立医院 50~200人人
,,,
医院所在地：北京,"麻醉师医生,眼底主刀医生,麻醉师医生,眼科主治医师,验光师,导医,网络医生",北京民众眼科医院有限责任公司,私立医院 200~500人人
,,,
医院所在地：江苏-南京,"江苏民政康复医院儿童心理咨询师,门诊护士,网络咨询医生,医院护士,儿科医生,护士,客服咨询医生",南京济昌医疗科技有限公司,其他 200~500人人
,,,
医院所在地：湖南-衡阳,"临床医学,临床医学应届毕业生,护士应届毕业生,泌尿外科主治医师,普外科助理医师,普外科医师,普外科主治医师,妇产科助理医师,妇产科医师,妇产科主治医师,内儿科助理医师,内儿科医师,内儿科主治医师,内儿科副主任医师,CT.DR医生,麻醉医师,检验/化验,B超执业医师,护士,泌尿外科医师,肛肠科主治医师,肛肠科医师,中医康复医师",衡东县博康医院,其他 200~500人人
,,,
医院所在地：北京-密云,"中药药剂士,中药药剂师,中医科医生,眼科医生,耳鼻喉科医生,外科医生,内科医生,市场营销人员,企划、平面设计,西药药剂士,西药药剂师,口腔科医助,口腔科医生",北京市密云区兴云医院,其他 50~200人人
,,,
医院所在地：广东-佛山,"行政文员,财务会计,药房药剂师,护士,外科医生,内科医生",佛山巿高明区合水医院,私立医院 50~200人人
,,,
医院所在地：广东-东莞,"企划部专员,B超医生,检验科技术员,中药师,五官科医生,外科医生,内科医生,中医,预防保健科医生,临床医师,五官科医生,急诊科医生,全科医生,康复科医生,放射科医生,护士",广东育医林医院,私立医院 50~200人人
,,,
医院所在地：浙江-嘉兴,"西药药师,中药药师,B超医生,康复医生,内科医生,护士,护理员",海盐县幸福颐养康复中心,其他 50~200人人
,,,
医院所在地：浙江-温州,"眼科筛查医生,导医,眼科医生,护士,眼科接诊医生 ",乐清惟明眼科医院,私立医院 50~200人人
,,,
医院所在地：重庆-江北区,"口腔医生,麻醉医生,B超医生,医务科科长,护理部主任,微博运营,临床药师,无创科医生,皮肤科医生,整形美容外科医生,咨询助理,现场咨询,医美运营总监",重庆军科医院,私立医院 50~200人人
,,,
医院所在地：江西-抚州,"中医医师,护士,B超医生,放射科医生,妇产科医生,外科医生,内科医生,皮肤科医生,耳鼻喉科医师",江西乐安三医院,医疗集团 50~200人人
,,,
医院所在地：江苏-常州,"B超师,检验师,影像技师/士,影像师,康复技师/士（治疗师）,护士,护士长,中医师,内科医师,内科主治医师",溧阳京华康复医院,私立医院 50~200人人
,,,
医院所在地：安徽-宿州,"美容主诊医生多点注册,市场部经理,网络部主管,整形医师,外科医师",安徽宿州天使医疗美容医院,私立医院 50~200人人
,,,
医院所在地：河南-郑州,"收费室,医学检验,导医,医生助理,中医内科医生,护理人员 护士,网络客服,中西医康复理疗师",河南东海医院,专科医院 200~500人人
,,,
医院所在地：福建-泉州,"市场渠道专员,市场主管,牙科助理,口腔种植科医 生,口腔正畸科医生,口腔美学修复,牙周医生,洁牙师,护士长,护士,前台客服",泉州维乐口腔门诊有限责任公司,其他 少于50人人
,,,
医院所在地：北京-丰台,"运营主管,护士,美容咨询师,美容门诊护士,前台咨询,口腔科主治医师,皮肤科主治医师,医助,美容整形外科主治医师,美容整形外科副主任医师",北京蒂凡妮医疗美容门诊部有限公司,专科医院 50~200人人
,,,
医院所在地：上海-宝山,"护理部副主任,护士长,B超医师,医务干事,康复治疗士,护士,病区主任,医务科长,药剂师,主治医师,执业医师",上海爱以德联泰护理院,医疗集团 500~1000人人
,,,
医院所在地：江西,"中医执业医生,中医执业医生,主治中医师（河南）连锁医馆,执业中医医生（河南）连锁医馆,执业中医医生（上海）连锁医馆,执业中医医生（南昌）连锁医馆,执业中医医生（福建）医馆,执业中医师（江西）医馆,执业医生（上海）医馆,执业中医师（广西）医馆,中医主治师（上海）医馆,执业中医师（北京）医馆,执业中医医生（九江）医馆,执业中医师（湖北）医馆,执业中医师（南昌）医馆,执业医生（福建）医馆,执业中医医生（上饶）连锁医馆,执业中医（南昌）连锁医馆,主治中医师（北京）连锁医馆,执业中医医生（天津）连锁医馆,执业中医生（浙江）医馆,执业中医医生（湖南）医馆,中医馆 馆员,中医馆 馆员,中医馆 馆员,中医馆 馆长,中医馆 馆长,中医馆 馆长,中医馆 馆长,中医馆 馆长,中医馆 馆长,中医馆 馆长,中医馆 馆长,中医馆 馆长,中医馆 馆长,中医馆馆长,主治中医师（山西）医馆,主治中医师（河南）医馆,执业中医医生（万年）医馆,主治中医师（西安）医馆,执业中医医生（山东）医馆,主治中医师（苏州）医馆,主治中医师（杭州）医馆,执业中医（杭州）医馆,执业中医（横峰）医馆,主治医师（万年）医馆,主治医师（万年）医馆,主治医生（婺源）医馆,执业中医（波阳）医馆,主治中医师（江西）医馆,主治中医师（九江）医馆,主治医生（萍乡）医馆,主治中医师杭州医馆,中医本 硕士（合肥）医馆,主治中医师（南京）医馆,执业中医师（江西）医馆,主治中医师（江苏）医馆,执业中医师（武汉）医馆,中医主治师（南昌）医馆,执业中医医生（上饶县）医馆,执业中医师（弋阳）医馆,主治中医师（江西）医馆,执业中医师（南昌）医馆,执业 主治中医师,应届中医本科 硕士毕业生,执业 主治中医师,主治中医师（上海）医馆, 执业中医市（金华）医馆,中医师承带徒弟（上饶）医馆,执业 主治中医师（福州）医馆,执业，主治中医师（景德镇）医馆,执业中医师（铅山）医馆,执业中医医生，主治中医师,执业中医医生，主治中医师,执业中医医生，主治中医师,执业中医医生，主治中医师,执业中医医生，主治中医师,执业，主治中医师,执业中医师,馆长,中医药师。药士,中医主治医生,中医类应届毕业生,执业中医医生,中医执业 主治医生（吉安）医馆,中医执业 主治医生（吉安）医馆,执业 主治中医师（赣州）医馆,中医主治医生（余干）医馆,中医主治医生（余干）医馆,执业中医医生（德兴市）医馆,主治中医师（嘉兴）医馆,主治中医师（绍兴）医馆,中医馆 馆长,中医馆 馆长,中医馆 馆长",江西徐氏中医投资有限公司,私立医院 200~500人人
,,,
医院所在地：福建-泉州,"护理、护士,妇产科医生",晋江市妇幼保健院,其他 200~500人人
,,,
医院所在地：江西-抚州,"B超医师,急诊科,耳鼻喉科,胃肠外科,肝胆外科,心血管内科,肾内科,消化内科,烧伤医师,眼科医师,泌尿外科,儿科医师,呼吸内科,妇产科医师,体检/检验 ,麻醉科 ",抚州市第五医院,私立医院 200~500人人
,,,
医院所在地：浙江-杭州,"网络咨询客服,手术医生,手术医生,检验士,网络咨询人员,药剂士,导医,护士,B超",杭州富阳中山综合门诊部,公立医院 50~200人人
,,,
医院所在地：云南-昆明,"B超医生 ,临床妇科医生,临床妇科助理医生,麻醉医生 ,麻醉医生 ,网络咨询医生,宫腔镜医生,咨询医生",昆明爱维艾夫医院有限公司,其他 50~200人人
,,,
医院所在地：广东-深圳,"导医/护士,中医科医生,中药师,针灸医生,针灸医生,按摩医生,推拿师,理疗师",深圳归真堂中医馆管理有限公司,私立医院 50~200人人
,,,
医院所在地：浙江-金华,"护士,市场专员,前台接待,激光美容师,美容外科副主任医生,现场咨询师,美容皮肤科主治医生,美容整形外科助理,护士/护理,美容皮肤科医生助理",义乌慕莎医疗美容门诊部,私立医院 50~200人人
,,,
医院所在地：广东-广州,"针灸推拿医师,护士",广州市海珠区素社街社区卫生服务中心,社区服务 50~200人人
,,,
医院所在地：湖南-长沙,"慢病医生,儿保医生,放射科医生,中医科医生,妇产科医生,外科医生,内科医生",开福区沙坪街道社区卫生服务中心,社区服务 50~200人人
,,,
医院所在地：浙江-金华,"护士,医学检验,药师（药士以上）  ,中西医结合医师,内科医师,儿科医师",金华明德门诊部,其他 50~200人人
,,,
医院所在地：浙江-金华,"药剂士,护士长,护士,护理部主任（月子会所）,中西药剂师（月子会所）,理疗师/产康师（月子会所）,护士长（月子会所）,助产士/护士/护理（月子会所）,导医（月子会所）",东阳花马月健康管理有限公司,其他 少于50人人
,,,
医院所在地：云南-昭通,"妇科主任,精神科医生,CT室医生,皮肤科执业医师,眼耳鼻喉科医师 ",云南永善溪洛渡医院,私立医院 50~200人人
,,,
医院所在地：广东-河源,"心电图技师（士）,B超技师（士）,放射技师（士）,放射诊疗师（执业以上）,中西医结合执业医师,中西医结合主治医师,中医执业医师,中医主治医师,中医副主任医师,儿科执业医师,儿科主治医师,五官科执业医师,五官科主治医师,妇产科执业医师,妇产科主治医师,妇产科副主任医师,外科执业医师,外科主治医师,外科副主任医师,内科执业医师,内科主治医师,内科副主任医师",河源市源城区新宝社区卫生服务中心,公立医院 50~200人人
,,,
医院所在地：广东-惠州,"彩超（执业医）,男科（助理）,助产士,妇科手术主任,治疗护士,前台,麻醉师/麻醉/麻醉医生/,输液护士",惠州友和医院,私立医院 50~200人人
,,,
医院所在地：广东-河源,"行政人事,企业管理顾问,B超医师,皮肤科医师,眼科医师,医学检验技师,护师,职业卫生顾问,医学检验副主任（医）技师,理化检验助理,职业卫生评价技术人员,理化检验师,放射医师,业务经理,耳鼻喉科医师,内科医师,公卫医师,助理医师",广东翔鹰职业病防治所,专科医院 50~200人人
,,,
医院所在地：河南-驻马店,"肛肠科医师,收费室收费员,疼痛科主任,外科医生,护士,彩超室 医生/技师,B超医师/彩超医师,彩超室 医生/技师,彩超室 医生/技师,医学影像医生,妇产科医生,麻醉科医生,检验科,骨外科医生,内科医生,康复理疗科,住院医师",西平红山医院,私立医院 50~200人人
,,,
医院所在地：辽宁-葫芦岛,"住院医生,影像医生（彩超）,麻醉师",建昌县脑科医院,其他 少于50人人
,,,
医院所在地：浙江-绍兴,"治疗室护士,导医,美容师,医助,检验师,新生儿科护士,助产士,住院部护士长,门诊护士长,妇产科医生,供应室护士长,门诊手术护士长,新生儿科医生,内科医生,门诊手术医生,外科医生,麻醉科医生,放射科医生,B超室医生",诸暨艾玛妇产医院有限公司,私立医院 200~500人人
,,,
医院所在地：江苏-无锡,"针伤科医师,口腔科医师,公卫医生,心B超医师,全科医师,妇产科医师,麻醉医师,外科医师",江苏无锡市惠山区堰桥街道社区卫生服务中心,其他 200~500人人
,,,
医院所在地：黑龙江-佳木斯,"病理科（实用型人才、业务骨干、学科带头人、专家）,输血科（实用型人才、业务骨干、学科带头人、专家）,物理诊断科（实用型人才、业务骨干、学科带头人、专家）,检验科（实用型人才、业务骨干、学科带头人、专家）,影像科（实用型人才、业务骨干、学科带头人、专家）,药学部（含配液中心）（实用型人才、业务骨干、学科带头人、专家）,儿科（实用型人才、业务骨干、学科带头人、专家）,感染科（实用型人才、业务骨干、学科带头人、专家）,肿瘤科（实用型人才、业务骨干、学科带头人、专家）,肾内科（实用型人才、业务骨干、学科带头人、专家）,内分泌科（实用型人才、业务骨干、学科带头人、专家）,消化内科（实用型人才、业务骨干、学科带头人、专家）,神经内二科（实用型人才、业务骨干、学科带头人、专家）,神经内一科（实用型人才、业务骨干、学科带头人、专家）,心内科（实用型人才、业务骨干、学科带头人、专家）,重症医学科（实用型人才、业务骨干、学科带头人、专家）,口腔科（实用型人才、业务骨干、学科带头人、专家）,手麻科（实用型人才、业务骨干、学科带头人、专家）,五官科（实用型人才、业务骨干、学科带头人、专家）,产科（实用型人才、业务骨干、学科带头人、专家）,妇科（实用型人才、业务骨干、学科带头人、专家）,疼痛康复科（实用型人才、业务骨干、学科带头人、专家）,泌尿外科（实用型人才、业务骨干、学科带头人、专家）,骨科（实用型人才、业务骨干、学科带头人、专家）,神经外科（实用型人才、业务骨干、学科带头人、专家）,普外科（实用型人才、业务骨干、学科带头人、专家）",黑龙江农垦建三江人民医院,公立医院 500~1000人人
,,,
医院所在地：山东-青岛,"院长助理,妇产科医生,彩超医生,护士,医助医生,导医,医务科主任,护士长,助产士,检验师,护士,输液室护士,儿科医生",青岛当代妇产医院有限公司,私立医院 200~500人人
,,,
